name,numerator,denominator,id
SNS Tested Pos,#{iWTSCEnAzth.hKHprPKwjL6}+#{n1gIS3iRf5b.hKHprPKwjL6}+#{ZMvTVuvnujj.hKHprPKwjL6}+#{sE6Fiu7oCWG.hKHprPKwjL6}+#{dkX4EY6cwl9.hKHprPKwjL6}+#{U60JE807fKl.hKHprPKwjL6}+#{Zc6u4IbiDtI.hKHprPKwjL6}+#{DR7CJrCb99O.hKHprPKwjL6}-#{ztdFfMQWrSF.hKHprPKwjL6}-#{b6RjSYPtLvy.hKHprPKwjL6}-#{S6KQd8Rmjad.hKHprPKwjL6}-#{doYJQ4Ieqc7.hKHprPKwjL6}-#{g3NOJTsqayy.hKHprPKwjL6}-#{LdO5qX5j238.hKHprPKwjL6}-#{SBGWvCJYoHl.hKHprPKwjL6}-#{wrU23YQYX0l.hKHprPKwjL6},C{k8CzaSY0aND},h3MubZGRSe4
SNS Tested Pos 10-14F,#{b6RjSYPtLvy.Rr3uh3eAvKi}+#{ztdFfMQWrSF.Rr3uh3eAvKi}+#{S6KQd8Rmjad.Rr3uh3eAvKi}+#{doYJQ4Ieqc7.Rr3uh3eAvKi}+#{g3NOJTsqayy.Rr3uh3eAvKi}+#{LdO5qX5j238.Rr3uh3eAvKi}+#{SBGWvCJYoHl.Rr3uh3eAvKi}+#{wrU23YQYX0l.Rr3uh3eAvKi},C{k8CzaSY0aND},yL3lwvk4Dwd
SNS Tested Pos 10-14M,"#{b6RjSYPtLvy.X65JamO5tyb}+#{ztdFfMQWrSF.X65JamO5tyb}+#{S6KQd8Rmjad.X65JamO5tyb}+#{doYJQ4Ieqc7.X65JamO5tyb}+#{g3NOJTsqayy.X65JamO5tyb}+#{LdO5qX5j238.X65JamO5tyb}+#{SBGWvCJYoHl.X65JamO5tyb}+#{wrU23YQYX0l.X65JamO5tyb}
",C{k8CzaSY0aND},D1Y8pmMUAoV
SNS Tested Pos 15-19F,"#{b6RjSYPtLvy.DYDpnZWu1XK}+#{ztdFfMQWrSF.DYDpnZWu1XK}+#{S6KQd8Rmjad.DYDpnZWu1XK}+#{doYJQ4Ieqc7.DYDpnZWu1XK}+#{g3NOJTsqayy.DYDpnZWu1XK}+#{LdO5qX5j238.DYDpnZWu1XK}+#{SBGWvCJYoHl.DYDpnZWu1XK}+#{wrU23YQYX0l.DYDpnZWu1XK}
",C{k8CzaSY0aND},LnF3mwAEKY4
SNS Tested Pos 15-19M,"#{b6RjSYPtLvy.hKHprPKwjL6}+#{ztdFfMQWrSF.hKHprPKwjL6}+#{S6KQd8Rmjad.hKHprPKwjL6}+#{doYJQ4Ieqc7.hKHprPKwjL6}+#{g3NOJTsqayy.hKHprPKwjL6}+#{LdO5qX5j238.hKHprPKwjL6}+#{SBGWvCJYoHl.hKHprPKwjL6}+#{wrU23YQYX0l.hKHprPKwjL6}
",C{k8CzaSY0aND},wnqTfhvmtEt
SNS Tested Pos 20-24F,"#{b6RjSYPtLvy.m7Y0ddB212k}+#{ztdFfMQWrSF.m7Y0ddB212k}+#{S6KQd8Rmjad.m7Y0ddB212k}+#{doYJQ4Ieqc7.m7Y0ddB212k}+#{g3NOJTsqayy.m7Y0ddB212k}+#{LdO5qX5j238.m7Y0ddB212k}+#{SBGWvCJYoHl.m7Y0ddB212k}+#{wrU23YQYX0l.m7Y0ddB212k}
",C{k8CzaSY0aND},iZCx0IbQGm4
SNS Tested Pos 20-24M,"#{b6RjSYPtLvy.uSDHHGh2DZo}+#{ztdFfMQWrSF.uSDHHGh2DZo}+#{S6KQd8Rmjad.uSDHHGh2DZo}+#{doYJQ4Ieqc7.uSDHHGh2DZo}+#{g3NOJTsqayy.uSDHHGh2DZo}+#{LdO5qX5j238.uSDHHGh2DZo}+#{SBGWvCJYoHl.uSDHHGh2DZo}+#{wrU23YQYX0l.uSDHHGh2DZo}
",C{k8CzaSY0aND},oRJwBxPyLV2
SNS Tested Pos 25-29F,"#{b6RjSYPtLvy.qy1vJGvFJeB}+#{ztdFfMQWrSF.qy1vJGvFJeB}+#{S6KQd8Rmjad.qy1vJGvFJeB}+#{doYJQ4Ieqc7.qy1vJGvFJeB}+#{g3NOJTsqayy.qy1vJGvFJeB}+#{LdO5qX5j238.qy1vJGvFJeB}+#{SBGWvCJYoHl.qy1vJGvFJeB}+#{wrU23YQYX0l.qy1vJGvFJeB}
",C{k8CzaSY0aND},JdjeY3C4oIg
SNS Tested Pos 25-29M,"#{b6RjSYPtLvy.sLaLEIDVusT}+#{ztdFfMQWrSF.sLaLEIDVusT}+#{S6KQd8Rmjad.sLaLEIDVusT}+#{doYJQ4Ieqc7.sLaLEIDVusT}+#{g3NOJTsqayy.sLaLEIDVusT}+#{LdO5qX5j238.sLaLEIDVusT}+#{SBGWvCJYoHl.sLaLEIDVusT}+#{wrU23YQYX0l.sLaLEIDVusT}
",C{k8CzaSY0aND},BvGk05FZLZ0
SNS Tested Pos 30-34F,"#{b6RjSYPtLvy.sk5UiD3PrxH}+#{ztdFfMQWrSF.sk5UiD3PrxH}+#{S6KQd8Rmjad.sk5UiD3PrxH}+#{doYJQ4Ieqc7.sk5UiD3PrxH}+#{g3NOJTsqayy.sk5UiD3PrxH}+#{LdO5qX5j238.sk5UiD3PrxH}+#{SBGWvCJYoHl.sk5UiD3PrxH}+#{wrU23YQYX0l.sk5UiD3PrxH}
",C{k8CzaSY0aND},byR7xhQB0Rx
SNS Tested Pos 30-34M,"#{b6RjSYPtLvy.b91xfEPrY4D}+#{ztdFfMQWrSF.b91xfEPrY4D}+#{S6KQd8Rmjad.b91xfEPrY4D}+#{doYJQ4Ieqc7.b91xfEPrY4D}+#{g3NOJTsqayy.b91xfEPrY4D}+#{LdO5qX5j238.b91xfEPrY4D}+#{SBGWvCJYoHl.b91xfEPrY4D}+#{wrU23YQYX0l.b91xfEPrY4D}
",C{k8CzaSY0aND},UhxYEdEkM1x
SNS Tested Pos 35-39F,"#{b6RjSYPtLvy.Vb7KzTvF83C}+#{ztdFfMQWrSF.Vb7KzTvF83C}+#{S6KQd8Rmjad.Vb7KzTvF83C}+#{doYJQ4Ieqc7.Vb7KzTvF83C}+#{g3NOJTsqayy.Vb7KzTvF83C}+#{LdO5qX5j238.Vb7KzTvF83C}+#{SBGWvCJYoHl.Vb7KzTvF83C}+#{wrU23YQYX0l.Vb7KzTvF83C}
",C{k8CzaSY0aND},wRLqdNom7Gu
SNS Tested Pos 35-39M,"#{b6RjSYPtLvy.EU7hVFz5Yyt}+#{ztdFfMQWrSF.EU7hVFz5Yyt}+#{S6KQd8Rmjad.EU7hVFz5Yyt}+#{doYJQ4Ieqc7.EU7hVFz5Yyt}+#{g3NOJTsqayy.EU7hVFz5Yyt}+#{LdO5qX5j238.EU7hVFz5Yyt}+#{SBGWvCJYoHl.EU7hVFz5Yyt}+#{wrU23YQYX0l.EU7hVFz5Yyt}
",C{k8CzaSY0aND},xYdy2e2OK1g
SNS Tested Pos 40-44F,"#{b6RjSYPtLvy.dchngmvBGvb}+#{ztdFfMQWrSF.dchngmvBGvb}+#{S6KQd8Rmjad.dchngmvBGvb}+#{doYJQ4Ieqc7.dchngmvBGvb}+#{g3NOJTsqayy.dchngmvBGvb}+#{LdO5qX5j238.dchngmvBGvb}+#{SBGWvCJYoHl.dchngmvBGvb}+#{wrU23YQYX0l.dchngmvBGvb}
",C{k8CzaSY0aND},eOD6bJERt4M
SNS Tested Pos 40-44M,"#{b6RjSYPtLvy.AR2E4Yiuo8Z}+#{ztdFfMQWrSF.AR2E4Yiuo8Z}+#{S6KQd8Rmjad.AR2E4Yiuo8Z}+#{doYJQ4Ieqc7.AR2E4Yiuo8Z}+#{g3NOJTsqayy.AR2E4Yiuo8Z}+#{LdO5qX5j238.AR2E4Yiuo8Z}+#{SBGWvCJYoHl.AR2E4Yiuo8Z}+#{wrU23YQYX0l.AR2E4Yiuo8Z}
",C{k8CzaSY0aND},FPsMZ2x5EkU
SNS Tested Pos 45-49F,"#{b6RjSYPtLvy.VP1zCgdzuBb}+#{ztdFfMQWrSF.VP1zCgdzuBb}+#{S6KQd8Rmjad.VP1zCgdzuBb}+#{doYJQ4Ieqc7.VP1zCgdzuBb}+#{g3NOJTsqayy.VP1zCgdzuBb}+#{LdO5qX5j238.VP1zCgdzuBb}+#{SBGWvCJYoHl.VP1zCgdzuBb}+#{wrU23YQYX0l.VP1zCgdzuBb}
",C{k8CzaSY0aND},eBEkdrE77BT
SNS Tested Pos 45-49M,"#{b6RjSYPtLvy.dfkyp7ZQZSr}+#{ztdFfMQWrSF.dfkyp7ZQZSr}+#{S6KQd8Rmjad.dfkyp7ZQZSr}+#{doYJQ4Ieqc7.dfkyp7ZQZSr}+#{g3NOJTsqayy.dfkyp7ZQZSr}+#{LdO5qX5j238.dfkyp7ZQZSr}+#{SBGWvCJYoHl.dfkyp7ZQZSr}+#{wrU23YQYX0l.dfkyp7ZQZSr}
",C{k8CzaSY0aND},wBtzowxyroH
SNS Tested Pos 50-54F,"#{b6RjSYPtLvy.uefSjW3VtZr}+#{ztdFfMQWrSF.uefSjW3VtZr}+#{S6KQd8Rmjad.uefSjW3VtZr}+#{doYJQ4Ieqc7.uefSjW3VtZr}+#{g3NOJTsqayy.uefSjW3VtZr}+#{LdO5qX5j238.uefSjW3VtZr}+#{SBGWvCJYoHl.uefSjW3VtZr}+#{wrU23YQYX0l.uefSjW3VtZr}
",C{k8CzaSY0aND},sahqdKZvyrQ
SNS Tested Pos 50-54M,"#{b6RjSYPtLvy.lswMoqT008e}+#{ztdFfMQWrSF.lswMoqT008e}+#{S6KQd8Rmjad.lswMoqT008e}+#{doYJQ4Ieqc7.lswMoqT008e}+#{g3NOJTsqayy.lswMoqT008e}+#{LdO5qX5j238.lswMoqT008e}+#{SBGWvCJYoHl.lswMoqT008e}+#{wrU23YQYX0l.lswMoqT008e}
",C{k8CzaSY0aND},zvtQRzYgGZP
SNS Tested Pos 55-59F,"#{b6RjSYPtLvy.llt7APqVWyq}+#{ztdFfMQWrSF.llt7APqVWyq}+#{S6KQd8Rmjad.llt7APqVWyq}+#{doYJQ4Ieqc7.llt7APqVWyq}+#{g3NOJTsqayy.llt7APqVWyq}+#{LdO5qX5j238.llt7APqVWyq}+#{SBGWvCJYoHl.llt7APqVWyq}+#{wrU23YQYX0l.llt7APqVWyq}
",C{k8CzaSY0aND},DXW1HL6abOv
SNS Tested Pos 55-59M,"#{b6RjSYPtLvy.Z6zV5L8i14I}+#{ztdFfMQWrSF.Z6zV5L8i14I}+#{S6KQd8Rmjad.Z6zV5L8i14I}+#{doYJQ4Ieqc7.Z6zV5L8i14I}+#{g3NOJTsqayy.Z6zV5L8i14I}+#{LdO5qX5j238.Z6zV5L8i14I}+#{SBGWvCJYoHl.Z6zV5L8i14I}+#{wrU23YQYX0l.Z6zV5L8i14I}
",C{k8CzaSY0aND},sG7D2NHjfI9
SNS Tested Pos 60-64F,"#{b6RjSYPtLvy.gs3y2muDLIK}+#{ztdFfMQWrSF.gs3y2muDLIK}+#{S6KQd8Rmjad.gs3y2muDLIK}+#{doYJQ4Ieqc7.gs3y2muDLIK}+#{g3NOJTsqayy.gs3y2muDLIK}+#{LdO5qX5j238.gs3y2muDLIK}+#{SBGWvCJYoHl.gs3y2muDLIK}+#{wrU23YQYX0l.gs3y2muDLIK}
",C{k8CzaSY0aND},FZmla9PlZKd
SNS Tested Pos 60-64M,"#{b6RjSYPtLvy.XIc55yRW4aQ}+#{ztdFfMQWrSF.XIc55yRW4aQ}+#{S6KQd8Rmjad.XIc55yRW4aQ}+#{doYJQ4Ieqc7.XIc55yRW4aQ}+#{g3NOJTsqayy.XIc55yRW4aQ}+#{LdO5qX5j238.XIc55yRW4aQ}+#{SBGWvCJYoHl.XIc55yRW4aQ}+#{wrU23YQYX0l.XIc55yRW4aQ}
",C{k8CzaSY0aND},ld0XII7AL99
SNS Tested Pos 65+F,"#{b6RjSYPtLvy.YAtW6LDL24J}+#{ztdFfMQWrSF.YAtW6LDL24J}+#{S6KQd8Rmjad.YAtW6LDL24J}+#{doYJQ4Ieqc7.YAtW6LDL24J}+#{g3NOJTsqayy.YAtW6LDL24J}+#{LdO5qX5j238.YAtW6LDL24J}+#{SBGWvCJYoHl.YAtW6LDL24J}+#{wrU23YQYX0l.YAtW6LDL24J}
",C{k8CzaSY0aND},o2lhUMbhQ4a
SNS Tested Pos 65+M,"#{b6RjSYPtLvy.g5bVF4b8hmV}+#{ztdFfMQWrSF.g5bVF4b8hmV}+#{S6KQd8Rmjad.g5bVF4b8hmV}+#{doYJQ4Ieqc7.g5bVF4b8hmV}+#{g3NOJTsqayy.g5bVF4b8hmV}+#{LdO5qX5j238.g5bVF4b8hmV}+#{SBGWvCJYoHl.g5bVF4b8hmV}+#{wrU23YQYX0l.g5bVF4b8hmV}
",C{k8CzaSY0aND},JAk3jFbzm7w
SNS Tested PosF,"#{b6RjSYPtLvy.Rr3uh3eAvKi}+#{ztdFfMQWrSF.Rr3uh3eAvKi}+#{S6KQd8Rmjad.Rr3uh3eAvKi}+#{doYJQ4Ieqc7.Rr3uh3eAvKi}+#{g3NOJTsqayy.Rr3uh3eAvKi}+#{LdO5qX5j238.Rr3uh3eAvKi}+#{SBGWvCJYoHl.Rr3uh3eAvKi}+#{wrU23YQYX0l.Rr3uh3eAvKi}+#{b6RjSYPtLvy.DYDpnZWu1XK}+#{ztdFfMQWrSF.DYDpnZWu1XK}+#{S6KQd8Rmjad.DYDpnZWu1XK}+#{doYJQ4Ieqc7.DYDpnZWu1XK}+#{g3NOJTsqayy.DYDpnZWu1XK}+#{LdO5qX5j238.DYDpnZWu1XK}+#{SBGWvCJYoHl.DYDpnZWu1XK}+#{wrU23YQYX0l.DYDpnZWu1XK}+#{b6RjSYPtLvy.m7Y0ddB212k}+#{ztdFfMQWrSF.m7Y0ddB212k}+#{S6KQd8Rmjad.m7Y0ddB212k}+#{doYJQ4Ieqc7.m7Y0ddB212k}+#{g3NOJTsqayy.m7Y0ddB212k}+#{LdO5qX5j238.m7Y0ddB212k}+#{SBGWvCJYoHl.m7Y0ddB212k}+#{wrU23YQYX0l.m7Y0ddB212k}+#{b6RjSYPtLvy.qy1vJGvFJeB}+#{ztdFfMQWrSF.qy1vJGvFJeB}+#{S6KQd8Rmjad.qy1vJGvFJeB}+#{doYJQ4Ieqc7.qy1vJGvFJeB}+#{g3NOJTsqayy.qy1vJGvFJeB}+#{LdO5qX5j238.qy1vJGvFJeB}+#{SBGWvCJYoHl.qy1vJGvFJeB}+#{wrU23YQYX0l.qy1vJGvFJeB}+#{b6RjSYPtLvy.sk5UiD3PrxH}+#{ztdFfMQWrSF.sk5UiD3PrxH}+#{S6KQd8Rmjad.sk5UiD3PrxH}+#{doYJQ4Ieqc7.sk5UiD3PrxH}+#{g3NOJTsqayy.sk5UiD3PrxH}+#{LdO5qX5j238.sk5UiD3PrxH}+#{SBGWvCJYoHl.sk5UiD3PrxH}+#{wrU23YQYX0l.sk5UiD3PrxH}+#{b6RjSYPtLvy.Vb7KzTvF83C}+#{ztdFfMQWrSF.Vb7KzTvF83C}+#{S6KQd8Rmjad.Vb7KzTvF83C}+#{doYJQ4Ieqc7.Vb7KzTvF83C}+#{g3NOJTsqayy.Vb7KzTvF83C}+#{LdO5qX5j238.Vb7KzTvF83C}+#{SBGWvCJYoHl.Vb7KzTvF83C}+#{wrU23YQYX0l.Vb7KzTvF83C}+#{b6RjSYPtLvy.dchngmvBGvb}+#{ztdFfMQWrSF.dchngmvBGvb}+#{S6KQd8Rmjad.dchngmvBGvb}+#{doYJQ4Ieqc7.dchngmvBGvb}+#{g3NOJTsqayy.dchngmvBGvb}+#{LdO5qX5j238.dchngmvBGvb}+#{SBGWvCJYoHl.dchngmvBGvb}+#{wrU23YQYX0l.dchngmvBGvb}+#{b6RjSYPtLvy.VP1zCgdzuBb}+#{ztdFfMQWrSF.VP1zCgdzuBb}+#{S6KQd8Rmjad.VP1zCgdzuBb}+#{doYJQ4Ieqc7.VP1zCgdzuBb}+#{g3NOJTsqayy.VP1zCgdzuBb}+#{LdO5qX5j238.VP1zCgdzuBb}+#{SBGWvCJYoHl.VP1zCgdzuBb}+#{wrU23YQYX0l.VP1zCgdzuBb}+#{b6RjSYPtLvy.uefSjW3VtZr}+#{ztdFfMQWrSF.uefSjW3VtZr}+#{S6KQd8Rmjad.uefSjW3VtZr}+#{doYJQ4Ieqc7.uefSjW3VtZr}+#{g3NOJTsqayy.uefSjW3VtZr}+#{LdO5qX5j238.uefSjW3VtZr}+#{SBGWvCJYoHl.uefSjW3VtZr}+#{wrU23YQYX0l.uefSjW3VtZr}+#{b6RjSYPtLvy.llt7APqVWyq}+#{ztdFfMQWrSF.llt7APqVWyq}+#{S6KQd8Rmjad.llt7APqVWyq}+#{doYJQ4Ieqc7.llt7APqVWyq}+#{g3NOJTsqayy.llt7APqVWyq}+#{LdO5qX5j238.llt7APqVWyq}+#{SBGWvCJYoHl.llt7APqVWyq}+#{wrU23YQYX0l.llt7APqVWyq}+#{b6RjSYPtLvy.gs3y2muDLIK}+#{ztdFfMQWrSF.gs3y2muDLIK}+#{S6KQd8Rmjad.gs3y2muDLIK}+#{doYJQ4Ieqc7.gs3y2muDLIK}+#{g3NOJTsqayy.gs3y2muDLIK}+#{LdO5qX5j238.gs3y2muDLIK}+#{SBGWvCJYoHl.gs3y2muDLIK}+#{wrU23YQYX0l.gs3y2muDLIK}+#{b6RjSYPtLvy.YAtW6LDL24J}+#{ztdFfMQWrSF.YAtW6LDL24J}+#{S6KQd8Rmjad.YAtW6LDL24J}+#{doYJQ4Ieqc7.YAtW6LDL24J}+#{g3NOJTsqayy.YAtW6LDL24J}+#{LdO5qX5j238.YAtW6LDL24J}+#{SBGWvCJYoHl.YAtW6LDL24J}+#{wrU23YQYX0l.YAtW6LDL24J}


",C{k8CzaSY0aND},AR8RNoPWi71
SNS Tested PosM,"#{b6RjSYPtLvy.X65JamO5tyb}+#{ztdFfMQWrSF.X65JamO5tyb}+#{S6KQd8Rmjad.X65JamO5tyb}+#{doYJQ4Ieqc7.X65JamO5tyb}+#{g3NOJTsqayy.X65JamO5tyb}+#{LdO5qX5j238.X65JamO5tyb}+#{SBGWvCJYoHl.X65JamO5tyb}+#{wrU23YQYX0l.X65JamO5tyb}+#{b6RjSYPtLvy.hKHprPKwjL6}+#{ztdFfMQWrSF.hKHprPKwjL6}+#{S6KQd8Rmjad.hKHprPKwjL6}+#{doYJQ4Ieqc7.hKHprPKwjL6}+#{g3NOJTsqayy.hKHprPKwjL6}+#{LdO5qX5j238.hKHprPKwjL6}+#{SBGWvCJYoHl.hKHprPKwjL6}+#{wrU23YQYX0l.hKHprPKwjL6}+#{b6RjSYPtLvy.uSDHHGh2DZo}+#{ztdFfMQWrSF.uSDHHGh2DZo}+#{S6KQd8Rmjad.uSDHHGh2DZo}+#{doYJQ4Ieqc7.uSDHHGh2DZo}+#{g3NOJTsqayy.uSDHHGh2DZo}+#{LdO5qX5j238.uSDHHGh2DZo}+#{SBGWvCJYoHl.uSDHHGh2DZo}+#{wrU23YQYX0l.uSDHHGh2DZo}+#{b6RjSYPtLvy.sLaLEIDVusT}+#{ztdFfMQWrSF.sLaLEIDVusT}+#{S6KQd8Rmjad.sLaLEIDVusT}+#{doYJQ4Ieqc7.sLaLEIDVusT}+#{g3NOJTsqayy.sLaLEIDVusT}+#{LdO5qX5j238.sLaLEIDVusT}+#{SBGWvCJYoHl.sLaLEIDVusT}+#{wrU23YQYX0l.sLaLEIDVusT}+#{b6RjSYPtLvy.b91xfEPrY4D}+#{ztdFfMQWrSF.b91xfEPrY4D}+#{S6KQd8Rmjad.b91xfEPrY4D}+#{doYJQ4Ieqc7.b91xfEPrY4D}+#{g3NOJTsqayy.b91xfEPrY4D}+#{LdO5qX5j238.b91xfEPrY4D}+#{SBGWvCJYoHl.b91xfEPrY4D}+#{wrU23YQYX0l.b91xfEPrY4D}+#{b6RjSYPtLvy.EU7hVFz5Yyt}+#{ztdFfMQWrSF.EU7hVFz5Yyt}+#{S6KQd8Rmjad.EU7hVFz5Yyt}+#{doYJQ4Ieqc7.EU7hVFz5Yyt}+#{g3NOJTsqayy.EU7hVFz5Yyt}+#{LdO5qX5j238.EU7hVFz5Yyt}+#{SBGWvCJYoHl.EU7hVFz5Yyt}+#{wrU23YQYX0l.EU7hVFz5Yyt}+#{b6RjSYPtLvy.AR2E4Yiuo8Z}+#{ztdFfMQWrSF.AR2E4Yiuo8Z}+#{S6KQd8Rmjad.AR2E4Yiuo8Z}+#{doYJQ4Ieqc7.AR2E4Yiuo8Z}+#{g3NOJTsqayy.AR2E4Yiuo8Z}+#{LdO5qX5j238.AR2E4Yiuo8Z}+#{SBGWvCJYoHl.AR2E4Yiuo8Z}+#{wrU23YQYX0l.AR2E4Yiuo8Z}+#{b6RjSYPtLvy.dfkyp7ZQZSr}+#{ztdFfMQWrSF.dfkyp7ZQZSr}+#{S6KQd8Rmjad.dfkyp7ZQZSr}+#{doYJQ4Ieqc7.dfkyp7ZQZSr}+#{g3NOJTsqayy.dfkyp7ZQZSr}+#{LdO5qX5j238.dfkyp7ZQZSr}+#{SBGWvCJYoHl.dfkyp7ZQZSr}+#{wrU23YQYX0l.dfkyp7ZQZSr}+#{b6RjSYPtLvy.lswMoqT008e}+#{ztdFfMQWrSF.lswMoqT008e}+#{S6KQd8Rmjad.lswMoqT008e}+#{doYJQ4Ieqc7.lswMoqT008e}+#{g3NOJTsqayy.lswMoqT008e}+#{LdO5qX5j238.lswMoqT008e}+#{SBGWvCJYoHl.lswMoqT008e}+#{wrU23YQYX0l.lswMoqT008e}+#{b6RjSYPtLvy.Z6zV5L8i14I}+#{ztdFfMQWrSF.Z6zV5L8i14I}+#{S6KQd8Rmjad.Z6zV5L8i14I}+#{doYJQ4Ieqc7.Z6zV5L8i14I}+#{g3NOJTsqayy.Z6zV5L8i14I}+#{LdO5qX5j238.Z6zV5L8i14I}+#{SBGWvCJYoHl.Z6zV5L8i14I}+#{wrU23YQYX0l.Z6zV5L8i14I}+#{b6RjSYPtLvy.XIc55yRW4aQ}+#{ztdFfMQWrSF.XIc55yRW4aQ}+#{S6KQd8Rmjad.XIc55yRW4aQ}+#{doYJQ4Ieqc7.XIc55yRW4aQ}+#{g3NOJTsqayy.XIc55yRW4aQ}+#{LdO5qX5j238.XIc55yRW4aQ}+#{SBGWvCJYoHl.XIc55yRW4aQ}+#{wrU23YQYX0l.XIc55yRW4aQ}+#{b6RjSYPtLvy.g5bVF4b8hmV}+#{ztdFfMQWrSF.g5bVF4b8hmV}+#{S6KQd8Rmjad.g5bVF4b8hmV}+#{doYJQ4Ieqc7.g5bVF4b8hmV}+#{g3NOJTsqayy.g5bVF4b8hmV}+#{LdO5qX5j238.g5bVF4b8hmV}+#{SBGWvCJYoHl.g5bVF4b8hmV}+#{wrU23YQYX0l.g5bVF4b8hmV}




",C{k8CzaSY0aND},tZ4r1M7FMym
SNS Tested Pos Total,#{b6RjSYPtLvy}+#{ztdFfMQWrSF}+#{S6KQd8Rmjad}+#{doYJQ4Ieqc7}+#{g3NOJTsqayy}+#{LdO5qX5j238}+#{SBGWvCJYoHl}+#{wrU23YQYX0l},C{k8CzaSY0aND},owp2lxp8G66
SPPP Condoms,#{zoG7uqGdHJi}+#{H5ddCwOqOrX},C{k8CzaSY0aND},xIkIRyJE0AG
SPPP Diabetes,#{oseRQVqCm6g}+#{ALKj6jtDFLD},C{k8CzaSY0aND},xXX8N1ZvhBC
SPPP Eligible,#{nCkwx82RLm3}+#{eTIvgr6IhxH},C{k8CzaSY0aND},DohrtMN7Qth
SPPP Hypertension,#{DX6sZYSClSG}+#{xx95JzjiNla},C{k8CzaSY0aND},V5QXNmaa2WX
SPPP Linked,#{S6CYc0ii3T3}+#{n9MxwUsNRYI},C{k8CzaSY0aND},sjJxQp2kBmb
SPPP Mentalillness,#{gI9yANYBpmy}+#{edxu60fMBaL},C{k8CzaSY0aND},eSP4f2vMWqy
SPPP NasTested,#{SPkAjUDLb5k}+#{LlSs7di6vRX},C{k8CzaSY0aND},aENsjqtX031
SPPP NegContacts,#{Tar0jbt9fet}+#{nZ8kUsMwtAg},C{k8CzaSY0aND},rVPakoFXBfs
SPPP Oralprep,#{YGWdpjZ1ecM}+#{OCrRzrEZG8D},C{k8CzaSY0aND},esdDjj624qz
SPPP Positive,#{HaG5SWXP6jy}+#{ZUelp1KxNhj},C{k8CzaSY0aND},Y0BkAOx0pqH
SPPP Psurvey,#{CV9xWoAHsUA}+#{SMq5r1iduPi},C{k8CzaSY0aND},RwrMo16U5vj
SPPP Referred,#{ZHRs9RJh9RS}+#{cwDCcH4jhMX},C{k8CzaSY0aND},KjRdlkC8Smi
SPPP Screened,#{lJH4c0RN35I}+#{fjNrPWT4CMN},C{k8CzaSY0aND},NflUHCsMt2x
SPPP SNSChampions,#{IwJI4RHJL8X}+#{KmEdSNW3KpA},C{k8CzaSY0aND},qiDjAgQaC4i
SPPP StartPep,#{JNWbaml2OtJ}+#{siSSNTOJa4V},C{k8CzaSY0aND},tSprEH86OKF
SPPP StartPrep,#{xJDt1WbfPJ9}+#{uLmrBXALlUh},C{k8CzaSY0aND},RHe5RQABxoq
SPPP Tested,#{NgnO9BPLUYB}+#{YCyJn2QlAA8},C{k8CzaSY0aND},n9XkdZQcK3h
STI Workload,#{VwFnLl5LzPK},C{k8CzaSY0aND},oknpTa6sfM0
TB_PREV Denominator Total,#{GVklcnSKxc9.QwjQdV5rhB7} + #{GVklcnSKxc9.LcuW2EskENx} + #{GVklcnSKxc9.XpxgscNUJS6} + #{GVklcnSKxc9.OOM2uWHt2ts} + #{u2HlyJoBoMu.QwjQdV5rhB7} + #{u2HlyJoBoMu.LcuW2EskENx} + #{u2HlyJoBoMu.XpxgscNUJS6} + #{u2HlyJoBoMu.OOM2uWHt2ts},C{k8CzaSY0aND},cJoXKb6p94M
TB_PREV Numerator Total,#{OYSliMOQcXh.QwjQdV5rhB7} + #{OYSliMOQcXh.LcuW2EskENx} + #{OYSliMOQcXh.XpxgscNUJS6} + #{OYSliMOQcXh.OOM2uWHt2ts} + #{L1la97KmO91.QwjQdV5rhB7} + #{L1la97KmO91.LcuW2EskENx} + #{L1la97KmO91.XpxgscNUJS6} + #{L1la97KmO91.OOM2uWHt2ts},C{k8CzaSY0aND},D73JcPGIIIA
TB STAT KPART,#{Ats1zit2GpG.DYDpnZWu1XK},C{k8CzaSY0aND},YhXHKAkXjAn
"TB STAT KPART 10-14,F",#{dBzqPLo74oR.Rr3uh3eAvKi},C{k8CzaSY0aND},UAEfBCTAuSl
"TB STAT KPART 10-14,M",#{dBzqPLo74oR.X65JamO5tyb},C{k8CzaSY0aND},QRpA6SosQ6x
"TB STAT KPART 1-4,F",#{dBzqPLo74oR.D2aMSzo7SEw},C{k8CzaSY0aND},pYDO6GHvYVF
"TB STAT KPART 1-4,M",#{dBzqPLo74oR.g2zP3yNwOOa},C{k8CzaSY0aND},E56wHbxX4ot
"TB STAT KPART 15-19,F",#{dBzqPLo74oR.DYDpnZWu1XK},C{k8CzaSY0aND},Mm7LXzZ3nFa
"TB STAT KPART 15-19,M",#{dBzqPLo74oR.hKHprPKwjL6},C{k8CzaSY0aND},GkJlN1ntcv3
"TB STAT KPART <1,M",#{dBzqPLo74oR.AwerOu6rx5q},C{k8CzaSY0aND},kJVMTkKpjMi
"TB STAT KPART 20-24,F",#{dBzqPLo74oR.m7Y0ddB212k},C{k8CzaSY0aND},L02y8xGTnrR
"TB STAT KPART 20-24,M",#{dBzqPLo74oR.uSDHHGh2DZo},C{k8CzaSY0aND},q7IiNpXTqTT
