name,numerator,denominator,id
HTS_TST (Facility) - PITC Modality: PMTCT (Post ANC1) -HIV+ :35-39 years,#{GT0exFOJBb6.lrO2igJ3jo2} + #{VUddRU5XXhi.lrO2igJ3jo2} + #{QJEM1kwtmEc.lrO2igJ3jo2} + #{QHNavEKSTse.lrO2igJ3jo2} + #{NO3wqVVZ0Ax.lrO2igJ3jo2} + #{jWdJvSe5eh4.lrO2igJ3jo2},C{byk9vprWQ2D},TZWO9tPB2RH
HTS_TST (Facility) - PITC Modality: PMTCT (Post ANC1) -HIV- :35-39 years,#{GT0exFOJBb6.f3WOjgVxuz3} + #{VUddRU5XXhi.f3WOjgVxuz3} + #{QJEM1kwtmEc.f3WOjgVxuz3} + #{QHNavEKSTse.f3WOjgVxuz3} + #{NO3wqVVZ0Ax.f3WOjgVxuz3} + #{jWdJvSe5eh4.f3WOjgVxuz3},C{byk9vprWQ2D},LSQIG54RvpG
HTS_TST (Facility) - PITC Modality: PMTCT (Post ANC1) -HIV+ :40-44 years,#{GT0exFOJBb6.qhMN0z53p7w} + #{VUddRU5XXhi.qhMN0z53p7w} + #{QJEM1kwtmEc.qhMN0z53p7w} + #{QHNavEKSTse.qhMN0z53p7w} + #{NO3wqVVZ0Ax.qhMN0z53p7w} + #{jWdJvSe5eh4.qhMN0z53p7w},C{byk9vprWQ2D},xAKKckrFv6m
HTS_TST (Facility) - PITC Modality: PMTCT (Post ANC1) -HIV- :40-44 years,#{GT0exFOJBb6.AHeBwclwT7I} + #{VUddRU5XXhi.AHeBwclwT7I} + #{QJEM1kwtmEc.AHeBwclwT7I} + #{QHNavEKSTse.AHeBwclwT7I} + #{NO3wqVVZ0Ax.AHeBwclwT7I} + #{jWdJvSe5eh4.AHeBwclwT7I},C{byk9vprWQ2D},uiHl0ySSz2Z
HTS_TST (Facility) - PITC Modality: PMTCT (Post ANC1) -HIV+ :45-49 years,#{GT0exFOJBb6.TEgKBUgPzcr} + #{VUddRU5XXhi.TEgKBUgPzcr} + #{QJEM1kwtmEc.TEgKBUgPzcr} + #{QHNavEKSTse.TEgKBUgPzcr} + #{NO3wqVVZ0Ax.TEgKBUgPzcr} + #{jWdJvSe5eh4.TEgKBUgPzcr},C{byk9vprWQ2D},PFgtxSatsNk
HTS_TST (Facility) - PITC Modality: PMTCT (Post ANC1) -HIV- :45-49 years,#{GT0exFOJBb6.rGVmp69SKig} + #{VUddRU5XXhi.rGVmp69SKig} + #{QJEM1kwtmEc.rGVmp69SKig} + #{QHNavEKSTse.rGVmp69SKig} + #{NO3wqVVZ0Ax.rGVmp69SKig} + #{jWdJvSe5eh4.rGVmp69SKig},C{byk9vprWQ2D},gAu2bfRB116
HTS_TST (Facility) - PITC Modality: PMTCT (Post ANC1) -HIV+ :50+ years,#{GT0exFOJBb6.YVRyqm94JaU} + #{VUddRU5XXhi.YVRyqm94JaU} + #{QJEM1kwtmEc.YVRyqm94JaU} + #{QHNavEKSTse.YVRyqm94JaU} + #{NO3wqVVZ0Ax.YVRyqm94JaU} + #{jWdJvSe5eh4.YVRyqm94JaU},C{byk9vprWQ2D},NCuiWlUEQPH
HTS_TST (Facility) - PITC Modality: PMTCT (Post ANC1) -HIV- :50+ years,#{GT0exFOJBb6.pz8m6K0w84H} + #{VUddRU5XXhi.pz8m6K0w84H} + #{QJEM1kwtmEc.pz8m6K0w84H} + #{QHNavEKSTse.pz8m6K0w84H} + #{NO3wqVVZ0Ax.pz8m6K0w84H} + #{jWdJvSe5eh4.pz8m6K0w84H},C{byk9vprWQ2D},awx4W1KmWUW
HTS_TST (Facility) - PITC Modality: PMTCT (Post ANC1) -HIV+ :5-9 years,"#{GT0exFOJBb6.WwKSVlp0zAB} +
#{GT0exFOJBb6.dP0l7s4ziZS} +
#{jWdJvSe5eh4.WwKSVlp0zAB} +
#{jWdJvSe5eh4.dP0l7s4ziZS} +
#{NO3wqVVZ0Ax.WwKSVlp0zAB} +
#{NO3wqVVZ0Ax.dP0l7s4ziZS} +
#{QHNavEKSTse.WwKSVlp0zAB} +
#{QHNavEKSTse.dP0l7s4ziZS} +
#{VUddRU5XXhi.WwKSVlp0zAB} +
#{VUddRU5XXhi.dP0l7s4ziZS} +
#{QJEM1kwtmEc.WwKSVlp0zAB} +
#{QJEM1kwtmEc.dP0l7s4ziZS}",C{byk9vprWQ2D},PygNxkhZXZV
HTS_TST (Facility) - PITC Modality: PMTCT (Post ANC1) -HIV- :5-9 years,"#{GT0exFOJBb6.smkqrQ2h8bX} +
#{GT0exFOJBb6.rH4bMo9kJ5G} +
#{NO3wqVVZ0Ax.smkqrQ2h8bX} +
#{NO3wqVVZ0Ax.rH4bMo9kJ5G} +
#{QJEM1kwtmEc.smkqrQ2h8bX} +
#{QJEM1kwtmEc.rH4bMo9kJ5G}",C{byk9vprWQ2D},fCNQDtJam9g
HTS_TST (facility) - PITC Pediatric Services - aPNS HIV Testing -  HIV+,"#{hCc8cnjtlTZ.FGGONSs1Dw6} +
#{hCc8cnjtlTZ.bkC7KCRUdyW} +
#{hCc8cnjtlTZ.Jwv1tGFezwN} +
#{hCc8cnjtlTZ.jfELFW1EPMT} +
#{hCc8cnjtlTZ.WwKSVlp0zAB} +
#{hCc8cnjtlTZ.dP0l7s4ziZS} +
#{hCc8cnjtlTZ.K0HOi0K3i2b} +
#{hCc8cnjtlTZ.AGFDPn4lgyZ} +
#{hCc8cnjtlTZ.IrVJ82GXLEZ} +
#{hCc8cnjtlTZ.kpjqErBne3P} +
#{hCc8cnjtlTZ.lp1SbLU3zf5} +
#{hCc8cnjtlTZ.mIGI24BtkfV} +
#{hCc8cnjtlTZ.mPO6EQrH4H5} +
#{hCc8cnjtlTZ.j7Au7gmzSKC} +
#{hCc8cnjtlTZ.RH3VVXVMp0c} +
#{hCc8cnjtlTZ.ZUz9poZjTCN} +
#{hCc8cnjtlTZ.lrO2igJ3jo2} +
#{hCc8cnjtlTZ.LOZhNEFVnyJ} +
#{hCc8cnjtlTZ.qhMN0z53p7w} +
#{hCc8cnjtlTZ.TmxDNU4mD8H} +
#{hCc8cnjtlTZ.TEgKBUgPzcr} +
#{hCc8cnjtlTZ.qU6f6KAVYS0} +
#{hCc8cnjtlTZ.YVRyqm94JaU} +
#{hCc8cnjtlTZ.fTFKPWmKwck}",C{byk9vprWQ2D},aOpPVNvBzzc
HTS_TST (facility) - PITC Pediatric Services - aPNS HIV Testing -  HIV-,"#{hCc8cnjtlTZ.hrrDkYnlBfa} +
#{hCc8cnjtlTZ.Fyru1h6ZNSX} +
#{hCc8cnjtlTZ.hV38S0Y9fp9} +
#{hCc8cnjtlTZ.nRaNbZfSyJD} +
#{hCc8cnjtlTZ.smkqrQ2h8bX} +
#{hCc8cnjtlTZ.rH4bMo9kJ5G} +
#{hCc8cnjtlTZ.fvMb1JChkJf} +
#{hCc8cnjtlTZ.xMnJ8IUK6rx} +
#{hCc8cnjtlTZ.gnesJ36L3cY} +
#{hCc8cnjtlTZ.fX1hnVo8TiY} +
#{hCc8cnjtlTZ.sH4jcrTaEyB} +
#{hCc8cnjtlTZ.vqoUypS6PZx} +
#{hCc8cnjtlTZ.MXoboEf2xR0} +
#{hCc8cnjtlTZ.tYgYoiuMipV} +
#{hCc8cnjtlTZ.agaJBXLr4WC} +
#{hCc8cnjtlTZ.yeZcEeFiOKF} +
#{hCc8cnjtlTZ.f3WOjgVxuz3} +
#{hCc8cnjtlTZ.mjpkfvjppgg} +
#{hCc8cnjtlTZ.AHeBwclwT7I} +
#{hCc8cnjtlTZ.XNx789Tw7bY} +
#{hCc8cnjtlTZ.rGVmp69SKig} +
#{hCc8cnjtlTZ.knDzApZt3IJ} +
#{hCc8cnjtlTZ.pz8m6K0w84H} +
#{hCc8cnjtlTZ.krmV1CMw2zv}",C{byk9vprWQ2D},QqyvGiQAdFa
HTS_TST (facility) - PITC Pediatric Services - HIV Testing -  HIV+,"#{Lwtqyjus0Mb.FGGONSs1Dw6} +
#{Lwtqyjus0Mb.bkC7KCRUdyW} +
#{Lwtqyjus0Mb.Jwv1tGFezwN} +
#{Lwtqyjus0Mb.jfELFW1EPMT} +
#{Lwtqyjus0Mb.WwKSVlp0zAB} +
#{Lwtqyjus0Mb.dP0l7s4ziZS} +
#{Lwtqyjus0Mb.K0HOi0K3i2b} +
#{Lwtqyjus0Mb.AGFDPn4lgyZ} +
#{Lwtqyjus0Mb.IrVJ82GXLEZ} +
#{Lwtqyjus0Mb.kpjqErBne3P} +
#{Lwtqyjus0Mb.lp1SbLU3zf5} +
#{Lwtqyjus0Mb.mIGI24BtkfV} +
#{Lwtqyjus0Mb.mPO6EQrH4H5} +
#{Lwtqyjus0Mb.j7Au7gmzSKC} +
#{Lwtqyjus0Mb.RH3VVXVMp0c} +
#{Lwtqyjus0Mb.ZUz9poZjTCN} +
#{Lwtqyjus0Mb.lrO2igJ3jo2} +
#{Lwtqyjus0Mb.LOZhNEFVnyJ} +
#{Lwtqyjus0Mb.qhMN0z53p7w} +
#{Lwtqyjus0Mb.TmxDNU4mD8H} +
#{Lwtqyjus0Mb.TEgKBUgPzcr} +
#{Lwtqyjus0Mb.qU6f6KAVYS0} +
#{Lwtqyjus0Mb.YVRyqm94JaU} +
#{Lwtqyjus0Mb.fTFKPWmKwck}",C{byk9vprWQ2D},XdlBRHqnM2C
HTS_TST (facility) - PITC Pediatric Services - HIV Testing -  HIV-,"#{Lwtqyjus0Mb.hrrDkYnlBfa} +
#{Lwtqyjus0Mb.Fyru1h6ZNSX} +
#{Lwtqyjus0Mb.hV38S0Y9fp9} +
#{Lwtqyjus0Mb.nRaNbZfSyJD} +
#{Lwtqyjus0Mb.smkqrQ2h8bX} +
#{Lwtqyjus0Mb.rH4bMo9kJ5G} +
#{Lwtqyjus0Mb.fvMb1JChkJf} +
#{Lwtqyjus0Mb.xMnJ8IUK6rx} +
#{Lwtqyjus0Mb.gnesJ36L3cY} +
#{Lwtqyjus0Mb.fX1hnVo8TiY} +
#{Lwtqyjus0Mb.sH4jcrTaEyB} +
#{Lwtqyjus0Mb.vqoUypS6PZx} +
#{Lwtqyjus0Mb.MXoboEf2xR0} +
#{Lwtqyjus0Mb.tYgYoiuMipV} +
#{Lwtqyjus0Mb.agaJBXLr4WC} +
#{Lwtqyjus0Mb.yeZcEeFiOKF} +
#{Lwtqyjus0Mb.f3WOjgVxuz3} +
#{Lwtqyjus0Mb.mjpkfvjppgg} +
#{Lwtqyjus0Mb.AHeBwclwT7I} +
#{Lwtqyjus0Mb.XNx789Tw7bY} +
#{Lwtqyjus0Mb.rGVmp69SKig} +
#{Lwtqyjus0Mb.knDzApZt3IJ} +
#{Lwtqyjus0Mb.pz8m6K0w84H} +
#{Lwtqyjus0Mb.krmV1CMw2zv}",C{byk9vprWQ2D},ONEVFVJ97XD
HTS_TST (facility) - PMTCT ANC1 Only -  HIV+,"#{bMmnawX0lJZ.FGGONSs1Dw6} +
#{bMmnawX0lJZ.bkC7KCRUdyW} +
#{bMmnawX0lJZ.Jwv1tGFezwN} +
#{bMmnawX0lJZ.jfELFW1EPMT} +
#{bMmnawX0lJZ.WwKSVlp0zAB} +
#{bMmnawX0lJZ.dP0l7s4ziZS} +
#{bMmnawX0lJZ.K0HOi0K3i2b} +
#{bMmnawX0lJZ.AGFDPn4lgyZ} +
#{bMmnawX0lJZ.IrVJ82GXLEZ} +
#{bMmnawX0lJZ.kpjqErBne3P} +
#{bMmnawX0lJZ.lp1SbLU3zf5} +
#{bMmnawX0lJZ.mIGI24BtkfV} +
#{bMmnawX0lJZ.mPO6EQrH4H5} +
#{bMmnawX0lJZ.j7Au7gmzSKC} +
#{bMmnawX0lJZ.RH3VVXVMp0c} +
#{bMmnawX0lJZ.ZUz9poZjTCN} +
#{bMmnawX0lJZ.lrO2igJ3jo2} +
#{bMmnawX0lJZ.LOZhNEFVnyJ} +
#{bMmnawX0lJZ.qhMN0z53p7w} +
#{bMmnawX0lJZ.TmxDNU4mD8H} +
#{bMmnawX0lJZ.TEgKBUgPzcr} +
#{bMmnawX0lJZ.qU6f6KAVYS0} +
#{bMmnawX0lJZ.YVRyqm94JaU} +
#{bMmnawX0lJZ.fTFKPWmKwck}",C{byk9vprWQ2D},dAVDziIBFqj
HTS_TST (facility) - PMTCT ANC1 Only -  HIV-,"#{bMmnawX0lJZ.hrrDkYnlBfa} +
#{bMmnawX0lJZ.Fyru1h6ZNSX} +
#{bMmnawX0lJZ.hV38S0Y9fp9} +
#{bMmnawX0lJZ.nRaNbZfSyJD} +
#{bMmnawX0lJZ.smkqrQ2h8bX} +
#{bMmnawX0lJZ.rH4bMo9kJ5G} +
#{bMmnawX0lJZ.fvMb1JChkJf} +
#{bMmnawX0lJZ.xMnJ8IUK6rx} +
#{bMmnawX0lJZ.gnesJ36L3cY} +
#{bMmnawX0lJZ.fX1hnVo8TiY} +
#{bMmnawX0lJZ.sH4jcrTaEyB} +
#{bMmnawX0lJZ.vqoUypS6PZx} +
#{bMmnawX0lJZ.MXoboEf2xR0} +
#{bMmnawX0lJZ.tYgYoiuMipV} +
#{bMmnawX0lJZ.agaJBXLr4WC} +
#{bMmnawX0lJZ.yeZcEeFiOKF} +
#{bMmnawX0lJZ.f3WOjgVxuz3} +
#{bMmnawX0lJZ.mjpkfvjppgg} +
#{bMmnawX0lJZ.AHeBwclwT7I} +
#{bMmnawX0lJZ.XNx789Tw7bY} +
#{bMmnawX0lJZ.rGVmp69SKig} +
#{bMmnawX0lJZ.knDzApZt3IJ} +
#{bMmnawX0lJZ.pz8m6K0w84H} +
#{bMmnawX0lJZ.krmV1CMw2zv}",C{byk9vprWQ2D},nhNyq5DhzPv
"HTS_TST (facility) - PMTCT ANC Initial Tests @2,3,4,.. Visits -  HIV+","#{GT0exFOJBb6.FGGONSs1Dw6} +
#{GT0exFOJBb6.bkC7KCRUdyW} +
#{GT0exFOJBb6.Jwv1tGFezwN} +
#{GT0exFOJBb6.jfELFW1EPMT} +
#{GT0exFOJBb6.WwKSVlp0zAB} +
#{GT0exFOJBb6.dP0l7s4ziZS} +
#{GT0exFOJBb6.K0HOi0K3i2b} +
#{GT0exFOJBb6.AGFDPn4lgyZ} +
#{GT0exFOJBb6.IrVJ82GXLEZ} +
#{GT0exFOJBb6.kpjqErBne3P} +
#{GT0exFOJBb6.lp1SbLU3zf5} +
#{GT0exFOJBb6.mIGI24BtkfV} +
#{GT0exFOJBb6.mPO6EQrH4H5} +
#{GT0exFOJBb6.j7Au7gmzSKC} +
#{GT0exFOJBb6.RH3VVXVMp0c} +
#{GT0exFOJBb6.ZUz9poZjTCN} +
#{GT0exFOJBb6.lrO2igJ3jo2} +
#{GT0exFOJBb6.LOZhNEFVnyJ} +
#{GT0exFOJBb6.qhMN0z53p7w} +
#{GT0exFOJBb6.TmxDNU4mD8H} +
#{GT0exFOJBb6.TEgKBUgPzcr} +
#{GT0exFOJBb6.qU6f6KAVYS0} +
#{GT0exFOJBb6.YVRyqm94JaU} +
#{GT0exFOJBb6.fTFKPWmKwck}",C{byk9vprWQ2D},LddzhnEcwJu
"HTS_TST (facility) - PMTCT ANC Initial Tests @2,3,4,.. Visits -  HIV-","#{GT0exFOJBb6.hrrDkYnlBfa} +
#{GT0exFOJBb6.Fyru1h6ZNSX} +
#{GT0exFOJBb6.hV38S0Y9fp9} +
#{GT0exFOJBb6.nRaNbZfSyJD} +
#{GT0exFOJBb6.smkqrQ2h8bX} +
#{GT0exFOJBb6.rH4bMo9kJ5G} +
#{GT0exFOJBb6.fvMb1JChkJf} +
#{GT0exFOJBb6.xMnJ8IUK6rx} +
#{GT0exFOJBb6.gnesJ36L3cY} +
#{GT0exFOJBb6.fX1hnVo8TiY} +
#{GT0exFOJBb6.sH4jcrTaEyB} +
#{GT0exFOJBb6.vqoUypS6PZx} +
#{GT0exFOJBb6.MXoboEf2xR0} +
#{GT0exFOJBb6.tYgYoiuMipV} +
#{GT0exFOJBb6.agaJBXLr4WC} +
#{GT0exFOJBb6.yeZcEeFiOKF} +
#{GT0exFOJBb6.f3WOjgVxuz3} +
#{GT0exFOJBb6.mjpkfvjppgg} +
#{GT0exFOJBb6.AHeBwclwT7I} +
#{GT0exFOJBb6.XNx789Tw7bY} +
#{GT0exFOJBb6.rGVmp69SKig} +
#{GT0exFOJBb6.knDzApZt3IJ} +
#{GT0exFOJBb6.pz8m6K0w84H} +
#{GT0exFOJBb6.krmV1CMw2zv}",C{byk9vprWQ2D},bIVPPJNsxq7
HTS_TST (facility) - PMTCT ANC Retests -  HIV+,"#{VUddRU5XXhi.FGGONSs1Dw6} +
#{VUddRU5XXhi.bkC7KCRUdyW} +
#{VUddRU5XXhi.Jwv1tGFezwN} +
#{VUddRU5XXhi.jfELFW1EPMT} +
#{VUddRU5XXhi.WwKSVlp0zAB} +
#{VUddRU5XXhi.dP0l7s4ziZS} +
#{VUddRU5XXhi.K0HOi0K3i2b} +
#{VUddRU5XXhi.AGFDPn4lgyZ} +
#{VUddRU5XXhi.IrVJ82GXLEZ} +
#{VUddRU5XXhi.kpjqErBne3P} +
#{VUddRU5XXhi.lp1SbLU3zf5} +
#{VUddRU5XXhi.mIGI24BtkfV} +
#{VUddRU5XXhi.mPO6EQrH4H5} +
#{VUddRU5XXhi.j7Au7gmzSKC} +
#{VUddRU5XXhi.RH3VVXVMp0c} +
#{VUddRU5XXhi.ZUz9poZjTCN} +
#{VUddRU5XXhi.lrO2igJ3jo2} +
#{VUddRU5XXhi.LOZhNEFVnyJ} +
#{VUddRU5XXhi.qhMN0z53p7w} +
#{VUddRU5XXhi.TmxDNU4mD8H} +
#{VUddRU5XXhi.TEgKBUgPzcr} +
#{VUddRU5XXhi.qU6f6KAVYS0} +
#{VUddRU5XXhi.YVRyqm94JaU} +
#{VUddRU5XXhi.fTFKPWmKwck}",C{byk9vprWQ2D},cpSgbFmitCk
HTS_TST (facility) - PMTCT ANC Retests -  HIV-,"#{VUddRU5XXhi.hrrDkYnlBfa} +
#{VUddRU5XXhi.Fyru1h6ZNSX} +
#{VUddRU5XXhi.hV38S0Y9fp9} +
#{VUddRU5XXhi.nRaNbZfSyJD} +
#{VUddRU5XXhi.smkqrQ2h8bX} +
#{VUddRU5XXhi.rH4bMo9kJ5G} +
#{VUddRU5XXhi.fvMb1JChkJf} +
#{VUddRU5XXhi.xMnJ8IUK6rx} +
#{VUddRU5XXhi.gnesJ36L3cY} +
#{VUddRU5XXhi.fX1hnVo8TiY} +
#{VUddRU5XXhi.sH4jcrTaEyB} +
#{VUddRU5XXhi.vqoUypS6PZx} +
#{VUddRU5XXhi.MXoboEf2xR0} +
#{VUddRU5XXhi.tYgYoiuMipV} +
#{VUddRU5XXhi.agaJBXLr4WC} +
#{VUddRU5XXhi.yeZcEeFiOKF} +
#{VUddRU5XXhi.f3WOjgVxuz3} +
#{VUddRU5XXhi.mjpkfvjppgg} +
#{VUddRU5XXhi.AHeBwclwT7I} +
#{VUddRU5XXhi.XNx789Tw7bY} +
#{VUddRU5XXhi.rGVmp69SKig} +
#{VUddRU5XXhi.knDzApZt3IJ} +
#{VUddRU5XXhi.pz8m6K0w84H} +
#{VUddRU5XXhi.krmV1CMw2zv}",C{byk9vprWQ2D},g5z3qhcc5LC
HTS_TST (facility) - PMTCT L&D -  HIV+,"#{QJEM1kwtmEc.FGGONSs1Dw6} +
#{QJEM1kwtmEc.bkC7KCRUdyW} +
#{QJEM1kwtmEc.Jwv1tGFezwN} +
#{QJEM1kwtmEc.jfELFW1EPMT} +
#{QJEM1kwtmEc.WwKSVlp0zAB} +
#{QJEM1kwtmEc.dP0l7s4ziZS} +
#{QJEM1kwtmEc.K0HOi0K3i2b} +
#{QJEM1kwtmEc.AGFDPn4lgyZ} +
#{QJEM1kwtmEc.IrVJ82GXLEZ} +
#{QJEM1kwtmEc.kpjqErBne3P} +
#{QJEM1kwtmEc.lp1SbLU3zf5} +
#{QJEM1kwtmEc.mIGI24BtkfV} +
#{QJEM1kwtmEc.mPO6EQrH4H5} +
#{QJEM1kwtmEc.j7Au7gmzSKC} +
#{QJEM1kwtmEc.RH3VVXVMp0c} +
#{QJEM1kwtmEc.ZUz9poZjTCN} +
#{QJEM1kwtmEc.lrO2igJ3jo2} +
#{QJEM1kwtmEc.LOZhNEFVnyJ} +
#{QJEM1kwtmEc.qhMN0z53p7w} +
#{QJEM1kwtmEc.TmxDNU4mD8H} +
#{QJEM1kwtmEc.TEgKBUgPzcr} +
#{QJEM1kwtmEc.qU6f6KAVYS0} +
#{QJEM1kwtmEc.YVRyqm94JaU} +
#{QJEM1kwtmEc.fTFKPWmKwck}",C{byk9vprWQ2D},nBMnEbNAA50
HTS_TST (facility) - PMTCT L&D -  HIV-,"#{QJEM1kwtmEc.hrrDkYnlBfa} +
#{QJEM1kwtmEc.Fyru1h6ZNSX} +
#{QJEM1kwtmEc.hV38S0Y9fp9} +
#{QJEM1kwtmEc.nRaNbZfSyJD} +
#{QJEM1kwtmEc.smkqrQ2h8bX} +
#{QJEM1kwtmEc.rH4bMo9kJ5G} +
#{QJEM1kwtmEc.fvMb1JChkJf} +
#{QJEM1kwtmEc.xMnJ8IUK6rx} +
#{QJEM1kwtmEc.gnesJ36L3cY} +
#{QJEM1kwtmEc.fX1hnVo8TiY} +
#{QJEM1kwtmEc.sH4jcrTaEyB} +
#{QJEM1kwtmEc.vqoUypS6PZx} +
#{QJEM1kwtmEc.MXoboEf2xR0} +
#{QJEM1kwtmEc.tYgYoiuMipV} +
#{QJEM1kwtmEc.agaJBXLr4WC} +
#{QJEM1kwtmEc.yeZcEeFiOKF} +
#{QJEM1kwtmEc.f3WOjgVxuz3} +
#{QJEM1kwtmEc.mjpkfvjppgg} +
#{QJEM1kwtmEc.AHeBwclwT7I} +
#{QJEM1kwtmEc.XNx789Tw7bY} +
#{QJEM1kwtmEc.rGVmp69SKig} +
#{QJEM1kwtmEc.knDzApZt3IJ} +
#{QJEM1kwtmEc.pz8m6K0w84H} +
#{QJEM1kwtmEc.krmV1CMw2zv}",C{byk9vprWQ2D},iHerEQlIvJu
HTS_TST (facility) - PMTCT L&D Retests -  HIV+,"#{QHNavEKSTse.FGGONSs1Dw6} +
#{QHNavEKSTse.bkC7KCRUdyW} +
#{QHNavEKSTse.Jwv1tGFezwN} +
#{QHNavEKSTse.jfELFW1EPMT} +
#{QHNavEKSTse.WwKSVlp0zAB} +
#{QHNavEKSTse.dP0l7s4ziZS} +
#{QHNavEKSTse.K0HOi0K3i2b} +
#{QHNavEKSTse.AGFDPn4lgyZ} +
#{QHNavEKSTse.IrVJ82GXLEZ} +
#{QHNavEKSTse.kpjqErBne3P} +
#{QHNavEKSTse.lp1SbLU3zf5} +
#{QHNavEKSTse.mIGI24BtkfV} +
#{QHNavEKSTse.mPO6EQrH4H5} +
#{QHNavEKSTse.j7Au7gmzSKC} +
#{QHNavEKSTse.RH3VVXVMp0c} +
#{QHNavEKSTse.ZUz9poZjTCN} +
#{QHNavEKSTse.lrO2igJ3jo2} +
#{QHNavEKSTse.LOZhNEFVnyJ} +
#{QHNavEKSTse.qhMN0z53p7w} +
#{QHNavEKSTse.TmxDNU4mD8H} +
#{QHNavEKSTse.TEgKBUgPzcr} +
#{QHNavEKSTse.qU6f6KAVYS0} +
#{QHNavEKSTse.YVRyqm94JaU} +
#{QHNavEKSTse.fTFKPWmKwck}",C{byk9vprWQ2D},N60EzK7sFz4
HTS_TST (facility) - PMTCT L&D Retests -  HIV-,"#{QHNavEKSTse.hrrDkYnlBfa} +
#{QHNavEKSTse.Fyru1h6ZNSX} +
#{QHNavEKSTse.hV38S0Y9fp9} +
#{QHNavEKSTse.nRaNbZfSyJD} +
#{QHNavEKSTse.smkqrQ2h8bX} +
#{QHNavEKSTse.rH4bMo9kJ5G} +
#{QHNavEKSTse.fvMb1JChkJf} +
#{QHNavEKSTse.xMnJ8IUK6rx} +
#{QHNavEKSTse.gnesJ36L3cY} +
#{QHNavEKSTse.fX1hnVo8TiY} +
#{QHNavEKSTse.sH4jcrTaEyB} +
#{QHNavEKSTse.vqoUypS6PZx} +
#{QHNavEKSTse.MXoboEf2xR0} +
#{QHNavEKSTse.tYgYoiuMipV} +
#{QHNavEKSTse.agaJBXLr4WC} +
#{QHNavEKSTse.yeZcEeFiOKF} +
#{QHNavEKSTse.f3WOjgVxuz3} +
#{QHNavEKSTse.mjpkfvjppgg} +
#{QHNavEKSTse.AHeBwclwT7I} +
#{QHNavEKSTse.XNx789Tw7bY} +
#{QHNavEKSTse.rGVmp69SKig} +
#{QHNavEKSTse.knDzApZt3IJ} +
#{QHNavEKSTse.pz8m6K0w84H} +
#{QHNavEKSTse.krmV1CMw2zv}",C{byk9vprWQ2D},qKxMgR3VJbB
HTS_TST (facility) - PMTCT PNC -  HIV+,"#{NO3wqVVZ0Ax.FGGONSs1Dw6} +
#{NO3wqVVZ0Ax.bkC7KCRUdyW} +
#{NO3wqVVZ0Ax.Jwv1tGFezwN} +
#{NO3wqVVZ0Ax.jfELFW1EPMT} +
#{NO3wqVVZ0Ax.WwKSVlp0zAB} +
#{NO3wqVVZ0Ax.dP0l7s4ziZS} +
#{NO3wqVVZ0Ax.K0HOi0K3i2b} +
#{NO3wqVVZ0Ax.AGFDPn4lgyZ} +
#{NO3wqVVZ0Ax.IrVJ82GXLEZ} +
#{NO3wqVVZ0Ax.kpjqErBne3P} +
#{NO3wqVVZ0Ax.lp1SbLU3zf5} +
#{NO3wqVVZ0Ax.mIGI24BtkfV} +
#{NO3wqVVZ0Ax.mPO6EQrH4H5} +
#{NO3wqVVZ0Ax.j7Au7gmzSKC} +
#{NO3wqVVZ0Ax.RH3VVXVMp0c} +
#{NO3wqVVZ0Ax.ZUz9poZjTCN} +
#{NO3wqVVZ0Ax.lrO2igJ3jo2} +
#{NO3wqVVZ0Ax.LOZhNEFVnyJ} +
#{NO3wqVVZ0Ax.qhMN0z53p7w} +
#{NO3wqVVZ0Ax.TmxDNU4mD8H} +
#{NO3wqVVZ0Ax.TEgKBUgPzcr} +
#{NO3wqVVZ0Ax.qU6f6KAVYS0} +
#{NO3wqVVZ0Ax.YVRyqm94JaU} +
#{NO3wqVVZ0Ax.fTFKPWmKwck}",C{byk9vprWQ2D},PC2Jv39jMYV
HTS_TST (facility) - PMTCT PNC -  HIV-,"#{NO3wqVVZ0Ax.hrrDkYnlBfa} +
#{NO3wqVVZ0Ax.Fyru1h6ZNSX} +
#{NO3wqVVZ0Ax.hV38S0Y9fp9} +
#{NO3wqVVZ0Ax.nRaNbZfSyJD} +
#{NO3wqVVZ0Ax.smkqrQ2h8bX} +
#{NO3wqVVZ0Ax.rH4bMo9kJ5G} +
#{NO3wqVVZ0Ax.fvMb1JChkJf} +
#{NO3wqVVZ0Ax.xMnJ8IUK6rx} +
#{NO3wqVVZ0Ax.gnesJ36L3cY} +
#{NO3wqVVZ0Ax.fX1hnVo8TiY} +
#{NO3wqVVZ0Ax.sH4jcrTaEyB} +
#{NO3wqVVZ0Ax.vqoUypS6PZx} +
#{NO3wqVVZ0Ax.MXoboEf2xR0} +
#{NO3wqVVZ0Ax.tYgYoiuMipV} +
#{NO3wqVVZ0Ax.agaJBXLr4WC} +
#{NO3wqVVZ0Ax.yeZcEeFiOKF} +
#{NO3wqVVZ0Ax.f3WOjgVxuz3} +
#{NO3wqVVZ0Ax.mjpkfvjppgg} +
#{NO3wqVVZ0Ax.AHeBwclwT7I} +
#{NO3wqVVZ0Ax.XNx789Tw7bY} +
#{NO3wqVVZ0Ax.rGVmp69SKig} +
#{NO3wqVVZ0Ax.knDzApZt3IJ} +
#{NO3wqVVZ0Ax.pz8m6K0w84H} +
#{NO3wqVVZ0Ax.krmV1CMw2zv}",C{byk9vprWQ2D},icZExV52pKE
