name,aggregationType,valueType,id,code
MCA: 3 Months Cohort -C)Transfer Out (T.O),SUM,INTEGER_ZERO_OR_POSITIVE,mL76AzC5ml7,
MCA: 3 Months Cohort -D) Net Cohort (A+B-C),SUM,INTEGER_ZERO_OR_POSITIVE,Hv8Y04NnAQw,
MCA: 3 Months Cohort -E) Defaulters,SUM,INTEGER_ZERO_OR_POSITIVE,WMNwReUrQ5U,
MCA: 3 Months Cohort -F) Lost To Follow Up (LTFU),SUM,INTEGER_ZERO_OR_POSITIVE,vbtsftU0wuN,
MCA: 3 Months Cohort -G) Reported Dead,SUM,INTEGER_ZERO_OR_POSITIVE,g1BsMjDgzOY,
MCA: 3 Months Cohort -H) Stopped,SUM,INTEGER_ZERO_OR_POSITIVE,tXZgbfTAOvE,
MCA: 3 Months Cohort -I) Alive and Active on Treatment,SUM,INTEGER_ZERO_OR_POSITIVE,DT1Ll7fmqj2,
MCA: 3 Months Cohort -J) Viral Load Collected and results available,SUM,INTEGER_ZERO_OR_POSITIVE,aGCWpLXx42S,
MCA: 3 Months Cohort -K) Virally Suppressed (VL<1000),SUM,INTEGER_ZERO_OR_POSITIVE,alwWwx5dwuY,
MCA: 6 Months Cohort -A) Enrolled into Cohort,SUM,INTEGER_ZERO_OR_POSITIVE,wstBh0lQUFL,
MCA: 6 Months Cohort -B) Transfers in (T.I),SUM,INTEGER_ZERO_OR_POSITIVE,PrDHfz4wuTw,
MCA: 6 Months Cohort -C)Transfer Out (T.O),SUM,INTEGER_ZERO_OR_POSITIVE,XvdU53HTSGc,
MCA: 6 Months Cohort -D) Net Cohort (A+B-C),SUM,INTEGER_ZERO_OR_POSITIVE,m4Wde4RTovg,
MCA: 6 Months Cohort -E) Defaulters,SUM,INTEGER_ZERO_OR_POSITIVE,IToikR3NVQp,
MCA: 6 Months Cohort -F) Lost To Follow Up (LTFU),SUM,INTEGER_ZERO_OR_POSITIVE,hwPk8bNr0kd,
MCA: 6 Months Cohort -G) Reported Dead,SUM,INTEGER_ZERO_OR_POSITIVE,DmfBTMcmmpW,
MCA: 6 Months Cohort -H) Stopped,SUM,INTEGER_ZERO_OR_POSITIVE,dihj9L92Hr9,
MCA: 6 Months Cohort -I) Alive and Active on Treatment,SUM,INTEGER_ZERO_OR_POSITIVE,SRMr0ITsRiQ,
MCA: 6 Months Cohort -J) Viral Load Collected and results available,SUM,INTEGER_ZERO_OR_POSITIVE,aY6I5ckEkQn,
MCA: 6 Months Cohort -K) Virally Suppressed (VL<1000),SUM,INTEGER_ZERO_OR_POSITIVE,XxzlOAqqc3u,
MCA: 9 Months Cohort -A) Enrolled into Cohort,SUM,INTEGER_ZERO_OR_POSITIVE,lnuV6KU1ZvQ,
MCA: 9 Months Cohort -B) Transfers in (T.I),SUM,INTEGER_ZERO_OR_POSITIVE,tfHHQ8t7cut,
MCA: 9 Months Cohort -C)Transfer Out (T.O),SUM,INTEGER_ZERO_OR_POSITIVE,RGwXHtfsrX1,
MCA: 9 Months Cohort -D) Net Cohort (A+B-C),SUM,INTEGER_ZERO_OR_POSITIVE,VUwdoaD67jx,
MCA: 9 Months Cohort -E) Defaulters,SUM,INTEGER_ZERO_OR_POSITIVE,DOaXWCNrLdp,
MCA: 9 Months Cohort -F) Lost To Follow Up (LTFU),SUM,INTEGER_ZERO_OR_POSITIVE,EaGf0izWBNp,
MCA: 9 Months Cohort -G) Reported Dead,SUM,INTEGER_ZERO_OR_POSITIVE,MfSseISzDRw,
MCA: 9 Months Cohort -H) Stopped,SUM,INTEGER_ZERO_OR_POSITIVE,OzEkZKxuCpf,
MCA: 9 Months Cohort -I) Alive and Active on Treatment,SUM,INTEGER_ZERO_OR_POSITIVE,R2LXd6qahng,
MCA: 9 Months Cohort -J) Viral Load Collected and results available,SUM,INTEGER_ZERO_OR_POSITIVE,btJkz6hOa8E,
MCA: 9 Months Cohort -K) Virally Suppressed (VL<1000),SUM,INTEGER_ZERO_OR_POSITIVE,uCI4GS89AkL,
MCA Net cohort 12KP,SUM,INTEGER_ZERO_OR_POSITIVE,TQ6XhOUh1Mf,
MCA Net cohort 12NP,SUM,INTEGER_ZERO_OR_POSITIVE,iyhX1hLaF0a,
MCA Net cohort 24KP,SUM,INTEGER_ZERO_OR_POSITIVE,ZfuubYfPzGU,
MCA Net cohort 24NP,SUM,INTEGER_ZERO_OR_POSITIVE,e0jLC54yPG5,
MCA Number Active 12KP,SUM,INTEGER_ZERO_OR_POSITIVE,uwObTxEYoH5,
MCA Number Active 12NP,SUM,INTEGER_ZERO_OR_POSITIVE,NpdsgmsR7EX,
MCA Number Active 24KP,SUM,INTEGER_ZERO_OR_POSITIVE,zjV5vDQW4wj,
MCA Number Active 24NP,SUM,INTEGER_ZERO_OR_POSITIVE,HO8aCpCL7J1,
MCA Number Dead 12KP,SUM,INTEGER_ZERO_OR_POSITIVE,lu4M4RRkRRh,
MCA Number Dead 12NP,SUM,INTEGER_ZERO_OR_POSITIVE,qh50B2Ql7ri,
MCA Number Dead 24KP,SUM,INTEGER_ZERO_OR_POSITIVE,IjjmDhQ7cWG,
MCA Number Dead 24NP,SUM,INTEGER_ZERO_OR_POSITIVE,zLxPXAe6H01,
MCA Number LTFU 12KP,SUM,INTEGER_ZERO_OR_POSITIVE,PrRD9P04JdO,
MCA Number LTFU 12NP,SUM,INTEGER_ZERO_OR_POSITIVE,JeMGKlBXFB6,
MCA Number LTFU 24KP,SUM,INTEGER_ZERO_OR_POSITIVE,vs9AfRzi3nU,
MCA Number LTFU 24NP,SUM,INTEGER_ZERO_OR_POSITIVE,LffqxbHZ0SZ,
MCA Transferrred to CCC 12KP,SUM,INTEGER_ZERO_OR_POSITIVE,nVqJ90j1J15,
MCA Transferrred to CCC 12NP,SUM,INTEGER_ZERO_OR_POSITIVE,outVKAevrnv,
MCA VL collected 12KP,SUM,INTEGER_ZERO_OR_POSITIVE,A2KBleBEvjq,
MCA VL collected 12NP,SUM,INTEGER_ZERO_OR_POSITIVE,wUzYbdSewOM,
MCA VL collected 24KP,SUM,INTEGER_ZERO_OR_POSITIVE,cbN60aynt3j,
MCA VL collected 24NP,SUM,INTEGER_ZERO_OR_POSITIVE,WYdV3PMjkSJ,
MCA VL suppressed 12KP,SUM,INTEGER_ZERO_OR_POSITIVE,AAoFGnuJOrb,
MCA VL suppressed 12NP,SUM,INTEGER_ZERO_OR_POSITIVE,vCWZWOavWyB,
MCA VL suppressed 24KP,SUM,INTEGER_ZERO_OR_POSITIVE,YsS4DcCLuR8,
MCA VL suppressed 24NP,SUM,INTEGER_ZERO_OR_POSITIVE,MktrPvSmNKc,
MEASLES Known HEI,SUM,INTEGER_ZERO_OR_POSITIVE,CGfdCt7OrZ8,
MEASLES KNOWN HEI with ab POSITIVE,SUM,INTEGER_ZERO_OR_POSITIVE,UL1w8lRnuhO,
MEASLES KNOWN HEI with HIV ab,SUM,INTEGER_ZERO_OR_POSITIVE,I4r21gCXqrA,
MEASLES KNOWN HEI with POSITIVE ab linked to ART,SUM,INTEGER_ZERO_OR_POSITIVE,ApGiqy6R6y3,
MEASLES Linked to KNOWN HEI,SUM,INTEGER_ZERO_OR_POSITIVE,ph3fySn4MLU,
MEASLES Linked to NEW HEI,SUM,INTEGER_ZERO_OR_POSITIVE,jmbm0gg2sZN,
MEASLES new HEI,SUM,INTEGER_ZERO_OR_POSITIVE,WZDvcLrMRtZ,
MEASLES NEW HEI with ab POSITIVE,SUM,INTEGER_ZERO_OR_POSITIVE,b36BleQ4SCB,
MEASLES NEW HEI with HIV ab,SUM,INTEGER_ZERO_OR_POSITIVE,jKagFzINUnq,
MEASLES NEW HEI with POSITIVEab linked to ART,SUM,INTEGER_ZERO_OR_POSITIVE,cGNQubYe9M2,
MEASLES None HEI,SUM,INTEGER_ZERO_OR_POSITIVE,wTuO1cicVGt,
MEASLES Received,SUM,INTEGER_ZERO_OR_POSITIVE,Zhq3WN6HvJa,
MHU cumm comorbid F,SUM,INTEGER_ZERO_OR_POSITIVE,adzZEIvU9YJ,
MHU cumm comorbid M,SUM,INTEGER_ZERO_OR_POSITIVE,AuPubTF6X3X,
MHU cumm diabetes F,SUM,INTEGER_ZERO_OR_POSITIVE,fRijLHs8iWi,
MHU cumm diabetes M,SUM,INTEGER_ZERO_OR_POSITIVE,IZKzFnD2d3T,
MHU cumm hypertension F,SUM,INTEGER_ZERO_OR_POSITIVE,Kh73ytHyuba,
MHU cumm hypertension M,SUM,INTEGER_ZERO_OR_POSITIVE,lQXflNcxk6i,
MHU diabetes admitted DKA F,SUM,INTEGER_ZERO_OR_POSITIVE,cxMJW0HxZwa,
MHU diabetes admitted DKA M,SUM,INTEGER_ZERO_OR_POSITIVE,RuwPZvqa4dW,
MHU diabetes admitted Hypo F,SUM,INTEGER_ZERO_OR_POSITIVE,KUcxdmW79Wy,
MHU diabetes admitted Hypo M,SUM,INTEGER_ZERO_OR_POSITIVE,NxC64gnGcmJ,
MHU diabetes admitted Stroke F,SUM,INTEGER_ZERO_OR_POSITIVE,xG5CjkSkxPc,
MHU diabetes admitted Stroke M,SUM,INTEGER_ZERO_OR_POSITIVE,KnOitUvc0nA,
MHU diabetes amputation F,SUM,INTEGER_ZERO_OR_POSITIVE,j4Ed7XO7F0H,
MHU diabetes amputation M,SUM,INTEGER_ZERO_OR_POSITIVE,miriiowTYpc,
MHU diabetes death F,SUM,INTEGER_ZERO_OR_POSITIVE,RWHfCjBsi6U,
MHU diabetes death M,SUM,INTEGER_ZERO_OR_POSITIVE,mYFrL7EOAxX,
MHU diabetes diet F,SUM,INTEGER_ZERO_OR_POSITIVE,zGbRffm7WZg,
MHU diabetes diet M,SUM,INTEGER_ZERO_OR_POSITIVE,wK9GnBDp58U,
MHU diabetes foot F,SUM,INTEGER_ZERO_OR_POSITIVE,tODD2q2g6Qb,
MHU diabetes foot M,SUM,INTEGER_ZERO_OR_POSITIVE,TT4fj8RKLgG,
MHU diabetes hba1c<7 F,SUM,INTEGER_ZERO_OR_POSITIVE,iBzIZGGyWGp,
MHU diabetes hba1c<7 M,SUM,INTEGER_ZERO_OR_POSITIVE,gXHS3g1vpds,
MHU diabetes hba1c F,SUM,INTEGER_ZERO_OR_POSITIVE,FeX2ppZfPsw,
MHU diabetes hba1c M,SUM,INTEGER_ZERO_OR_POSITIVE,XJznj7ReQI6,
MHU diabetes ins_ogla F,SUM,INTEGER_ZERO_OR_POSITIVE,IgipH57rMvy,
MHU diabetes ins_ogla M,SUM,INTEGER_ZERO_OR_POSITIVE,YVVxj3n1Kwm,
MHU diabetes insulin F,SUM,INTEGER_ZERO_OR_POSITIVE,mjgWvmruQdm,
MHU diabetes insulin M,SUM,INTEGER_ZERO_OR_POSITIVE,f7aQiEkSWQE,
MHU diabetes kidney F,SUM,INTEGER_ZERO_OR_POSITIVE,CRkusaqxUmj,
MHU diabetes kidney M,SUM,INTEGER_ZERO_OR_POSITIVE,Mwhen8ylF4R,
MHU diabetes new foot F,SUM,INTEGER_ZERO_OR_POSITIVE,lpQN3uVpjwQ,
MHU diabetes new foot M,SUM,INTEGER_ZERO_OR_POSITIVE,Uv5EIGUf0Q8,
MHU diabetes NHIF F,SUM,INTEGER_ZERO_OR_POSITIVE,BBq7a3cF0Ip,
MHU diabetes NHIF M,SUM,INTEGER_ZERO_OR_POSITIVE,k79u3U85l07,
MHU diabetes ogla F,SUM,INTEGER_ZERO_OR_POSITIVE,deXQw4RRcPH,
MHU diabetes ogla M,SUM,INTEGER_ZERO_OR_POSITIVE,PoNGzU0vghY,
MHU diabetes retinopathy F,SUM,INTEGER_ZERO_OR_POSITIVE,JPwEBbLg2EM,
MHU diabetes retinopathy M,SUM,INTEGER_ZERO_OR_POSITIVE,jGnlScmkGTf,
MHU diabetes TB F,SUM,INTEGER_ZERO_OR_POSITIVE,mUqzywEVmjQ,
MHU diabetes TB M,SUM,INTEGER_ZERO_OR_POSITIVE,Hu1DkcE67eD,
MHU diabetes TB Pos F,SUM,INTEGER_ZERO_OR_POSITIVE,H6IQRHUxWS1,
MHU diabetes TB Pos M,SUM,INTEGER_ZERO_OR_POSITIVE,AtBE6DfnL56,
MHU gestational F,SUM,INTEGER_ZERO_OR_POSITIVE,Z0FugaBdIQM,
MHU hypertension 0-18F,SUM,INTEGER_ZERO_OR_POSITIVE,hGcZeVFxKPc,
MHU hypertension 0-18M,SUM,INTEGER_ZERO_OR_POSITIVE,tAgd0OpLtVI,
MHU hypertension 10-19F,SUM,INTEGER_ZERO_OR_POSITIVE,tMWZxTb40ur,
MHU hypertension 10-19M,SUM,INTEGER_ZERO_OR_POSITIVE,yKb4StR6WPV,
MHU hypertension 20-35F,SUM,INTEGER_ZERO_OR_POSITIVE,b2ooso3efQM,
MHU hypertension 20-35M,SUM,INTEGER_ZERO_OR_POSITIVE,Dhj2OHF1tqF,
MHU hypertension 35-60F,SUM,INTEGER_ZERO_OR_POSITIVE,OeV8S0QLQws,
MHU hypertension 35-60M,SUM,INTEGER_ZERO_OR_POSITIVE,DEMgwBX2kru,
MHU hypertension 60+F,SUM,INTEGER_ZERO_OR_POSITIVE,kV668QiRtmV,
MHU hypertension 60+M,SUM,INTEGER_ZERO_OR_POSITIVE,IdhPpmXgylv,
MHU hypertension antihyper F,SUM,INTEGER_ZERO_OR_POSITIVE,wuHSw5dxeNf,
MHU hypertension antihyper M,SUM,INTEGER_ZERO_OR_POSITIVE,nyDdv6MAEy1,
MHU hypertension death F,SUM,INTEGER_ZERO_OR_POSITIVE,q3l2hSIOHt4,
MHU hypertension death M,SUM,INTEGER_ZERO_OR_POSITIVE,H1jHjOerMBL,
MHU hypertension emergency F,SUM,INTEGER_ZERO_OR_POSITIVE,ygW3yRKHPig,
MHU hypertension emergency M,SUM,INTEGER_ZERO_OR_POSITIVE,SKopQGzwayW,
MHU hypertension failure F,SUM,INTEGER_ZERO_OR_POSITIVE,mQdYO1ieTd8,
MHU hypertension failure M,SUM,INTEGER_ZERO_OR_POSITIVE,tK9f54Ko9uG,
MHU hypertension highBP F,SUM,INTEGER_ZERO_OR_POSITIVE,tMCnAwCEip7,
MHU hypertension highBP M,SUM,INTEGER_ZERO_OR_POSITIVE,m1FHQSi0XVK,
MHU hypertension ischemic F,SUM,INTEGER_ZERO_OR_POSITIVE,V1phkCBbVao,
MHU hypertension ischemic M,SUM,INTEGER_ZERO_OR_POSITIVE,IGTYmSstyk6,
MHU hypertension stroke F,SUM,INTEGER_ZERO_OR_POSITIVE,yWTMyVt7Gmo,
MHU hypertension stroke M,SUM,INTEGER_ZERO_OR_POSITIVE,JfdWh02YhPt,
MHU hypertention neuropathies F,SUM,INTEGER_ZERO_OR_POSITIVE,qwhAwDrZcMS,
MHU hypertention neuropathies M,SUM,INTEGER_ZERO_OR_POSITIVE,l57KnZdJusX,
MHU new comorbid F,SUM,INTEGER_ZERO_OR_POSITIVE,CALW0SsZMwP,
MHU new comorbid M,SUM,INTEGER_ZERO_OR_POSITIVE,ccpBhqbQc4O,
MHU new diabetes F,SUM,INTEGER_ZERO_OR_POSITIVE,BQnjDZfbVpH,
MHU new diabetes M,SUM,INTEGER_ZERO_OR_POSITIVE,oB7Uswx9iBA,
MHU new hypertension F,SUM,INTEGER_ZERO_OR_POSITIVE,VirXG8eUar4,
MHU new hypertension M,SUM,INTEGER_ZERO_OR_POSITIVE,VbVLS0PICk5,
MHU revisit comorbid F,SUM,INTEGER_ZERO_OR_POSITIVE,RIDbyF0xRTK,
MHU revisit comorbid M,SUM,INTEGER_ZERO_OR_POSITIVE,JRgpSRCaKhe,
MHU revisit diabetes F,SUM,INTEGER_ZERO_OR_POSITIVE,XsklT5He1Qt,
MHU revisit diabetes M,SUM,INTEGER_ZERO_OR_POSITIVE,HCR3lKMkxz9,
MHU revisit hypertension F,SUM,INTEGER_ZERO_OR_POSITIVE,EDMg3LBKCZ4,
MHU revisit hypertension M,SUM,INTEGER_ZERO_OR_POSITIVE,VImd3MVYEl6,
MHU secondary diabetes F,SUM,INTEGER_ZERO_OR_POSITIVE,JewzVxh98SU,
MHU secondary diabetes M,SUM,INTEGER_ZERO_OR_POSITIVE,pk3VFb0p5Il,
MHU type 1 0-5F,SUM,INTEGER_ZERO_OR_POSITIVE,a00biJP5DTx,
MHU type 1 0-5M,SUM,INTEGER_ZERO_OR_POSITIVE,b7PnmntMzx4,
MHU type 1 10-19F,SUM,INTEGER_ZERO_OR_POSITIVE,paipvc1sTpg,
MHU type 1 10-19M,SUM,INTEGER_ZERO_OR_POSITIVE,HhHcRy9pRlB,
MHU type 1 20-35F,SUM,INTEGER_ZERO_OR_POSITIVE,oVjplBYbEmC,
MHU type 1 20-35M,SUM,INTEGER_ZERO_OR_POSITIVE,whfcDhhZXs7,
MHU type 1 35+F,SUM,INTEGER_ZERO_OR_POSITIVE,jC0hT7cUMKi,
MHU type 1 35+M,SUM,INTEGER_ZERO_OR_POSITIVE,QewB2or0sd6,
MHU type 1 6-9F,SUM,INTEGER_ZERO_OR_POSITIVE,y7iz6fYaxoN,
MHU type 1 6-9M,SUM,INTEGER_ZERO_OR_POSITIVE,qoQH68gcruz,
MHU type 2 0-18F,SUM,INTEGER_ZERO_OR_POSITIVE,QsPDEgwJkG2,
MHU type 2 0-18M,SUM,INTEGER_ZERO_OR_POSITIVE,bDIfx47UOUw,
MHU type 2 10-19F,SUM,INTEGER_ZERO_OR_POSITIVE,H6uvE3zjrMy,
MHU type 2 10-19M,SUM,INTEGER_ZERO_OR_POSITIVE,HLbMAGQgp4U,
MHU type 2 20-35F,SUM,INTEGER_ZERO_OR_POSITIVE,sMa1HNbtUKH,
MHU type 2 20-35M,SUM,INTEGER_ZERO_OR_POSITIVE,CeuXW9CjXDJ,
MHU type 2 36-60F,SUM,INTEGER_ZERO_OR_POSITIVE,XWU6eAprRo2,
MHU type 2 36-60M,SUM,INTEGER_ZERO_OR_POSITIVE,C523Cm8JAfU,
MHU type 2 60+F,SUM,INTEGER_ZERO_OR_POSITIVE,fIcd7iFhL1R,
MHU type 2 60+M,SUM,INTEGER_ZERO_OR_POSITIVE,e6jCrEnYAQ5,
Misoprostol200_BeginningBalance,SUM,INTEGER_ZERO_OR_POSITIVE,iyhFSa75VQ7,
Misoprostol200_ClosingStock,SUM,INTEGER_ZERO_OR_POSITIVE,AwIPxfTKF3K,
Misoprostol200_CummulativeDispensed,SUM,INTEGER_ZERO_OR_POSITIVE,JKfZC6HY8iq,
Misoprostol200_CummulativeReceived,SUM,INTEGER_ZERO_OR_POSITIVE,r8wVBAatwVF,
Misoprostol200_LossesAdjustments,SUM,INTEGER_ZERO_OR_POSITIVE,g8f1VFujTDn,
Misoprostol200_PhysicalCount,SUM,INTEGER_ZERO_OR_POSITIVE,OXAiZEFVEMQ,
Misoprostol200_Remarks,NONE,LONG_TEXT,luIHVZ6o5gG,
moh711_adol_preg_anc1,SUM,INTEGER_ZERO_OR_POSITIVE,qAH0h8tjFhO,
moh711_anc_4visit,SUM,INTEGER_ZERO_OR_POSITIVE,FgBe9hW6DJc,
moh711_anc_new,SUM,INTEGER_ZERO_OR_POSITIVE,ZqArYg2be8a,
moh711_anc_revisit,SUM,INTEGER_ZERO_OR_POSITIVE,Mud3bWFYxU2,
moh711_APHAlive,SUM,INTEGER_ZERO_OR_POSITIVE,kzRpvYPL5Xe,
moh711_APHDeath,SUM,INTEGER_ZERO_OR_POSITIVE,hOSA5aqEQBy,
moh711_avd,SUM,INTEGER_ZERO_OR_POSITIVE,W3ZiL7awBwX,
moh711_ayp_preg_anc1,SUM,INTEGER_ZERO_OR_POSITIVE,WLk4d8YJ7fh,
moh711_breastfeeding,SUM,INTEGER_ZERO_OR_POSITIVE,Qb8565oWSVI,
moh711_breech,SUM,INTEGER_ZERO_OR_POSITIVE,yaxPlZWxQL1,
moh711_brest_exam,SUM,INTEGER_ZERO_OR_POSITIVE,gS6ZFMLDuIy,
moh711_CACXCryotherapy<25,SUM,INTEGER_ZERO_OR_POSITIVE,v1iwvnbBNsN,
moh711_CACXCryotherapy25-49,SUM,INTEGER_ZERO_OR_POSITIVE,jY99n6V8UEY,
moh711_CACXCryotherapy50+,SUM,INTEGER_ZERO_OR_POSITIVE,UMga402yF9d,
moh711_CACXCytologyPos<25,SUM,INTEGER_ZERO_OR_POSITIVE,pYTiWVc0KvM,
moh711_CACXCytologyPos25-49,SUM,INTEGER_ZERO_OR_POSITIVE,S9rW3YqnYEV,
moh711_CACXCytologyPos50+,SUM,INTEGER_ZERO_OR_POSITIVE,fRZhxUzXYqm,
moh711_CACXHIV+<25,SUM,INTEGER_ZERO_OR_POSITIVE,bIxcJ5tXlQs,
moh711_CACXHIV+25-49,SUM,INTEGER_ZERO_OR_POSITIVE,biixfyw1WFz,
moh711_CACXHIV+50+,SUM,INTEGER_ZERO_OR_POSITIVE,mwXuRHW0k4c,
moh711_CACXHPVPos<25,SUM,INTEGER_ZERO_OR_POSITIVE,VEN1LvCuUqJ,
moh711_CACXHPVPos25-49,SUM,INTEGER_ZERO_OR_POSITIVE,M8RxtSBmEA7,
moh711_CACXHPVPos50+,SUM,INTEGER_ZERO_OR_POSITIVE,RhWuyp86bqD,
moh711_CACXHPVScreen<25,SUM,INTEGER_ZERO_OR_POSITIVE,OqqnrIJXh6k,
moh711_CACXHPVScreen25-49,SUM,INTEGER_ZERO_OR_POSITIVE,IhkJSJ5Iwmg,
moh711_CACXHPVScreen50+,SUM,INTEGER_ZERO_OR_POSITIVE,drtNwNbtrPx,
moh711_CACXLEEP<25,SUM,INTEGER_ZERO_OR_POSITIVE,yh2pKEOCL8L,
moh711_CACXLEEP25-49,SUM,INTEGER_ZERO_OR_POSITIVE,E2BDDu9Ql1D,
moh711_CACXLEEP50+,SUM,INTEGER_ZERO_OR_POSITIVE,Yp17Ied10wQ,
moh711_CACXPAPScreen<25,SUM,INTEGER_ZERO_OR_POSITIVE,zrz3e8mKGec,
moh711_CACXPAPScreen25-49,SUM,INTEGER_ZERO_OR_POSITIVE,WVFN8aFYjeQ,
moh711_CACXPAPScreen50+,SUM,INTEGER_ZERO_OR_POSITIVE,uMSnU18q4Qz,
moh711_CACXReceiving<25,SUM,INTEGER_ZERO_OR_POSITIVE,HAJLHICaaK5,
moh711_CACXReceiving25-49,SUM,INTEGER_ZERO_OR_POSITIVE,bPxuUMqgQhO,
moh711_CACXReceiving50+,SUM,INTEGER_ZERO_OR_POSITIVE,yV7Tf7yV0xZ,
moh711_CACXVIAVILIPos<25,SUM,INTEGER_ZERO_OR_POSITIVE,vrsYu3zQ236,
moh711_CACXVIAVILIPos25-49,SUM,INTEGER_ZERO_OR_POSITIVE,bNv7h9E95bF,
moh711_CACXVIAVILIPos50+,SUM,INTEGER_ZERO_OR_POSITIVE,PWrsjpVb5zn,
moh711_CACXWithLesions<25,SUM,INTEGER_ZERO_OR_POSITIVE,k14I2xZw3Cb,
moh711_CACXWithLesions25-49,SUM,INTEGER_ZERO_OR_POSITIVE,WXfSGJQlcl0,
moh711_CACXWithLesions50+,SUM,INTEGER_ZERO_OR_POSITIVE,HWld1NRo9ub,
moh711_carbatosin,SUM,INTEGER_ZERO_OR_POSITIVE,tpw9jV8AzyF,
moh711_CHANIS0-59FalteringGrowthF,SUM,INTEGER_ZERO_OR_POSITIVE,xDGOJgJ7ga1,
moh711_CHANIS0-59FalteringGrowthM,SUM,INTEGER_ZERO_OR_POSITIVE,DaiJWDzz3fx,
moh711_CHANIS0-59KwashiorkorF,SUM,INTEGER_ZERO_OR_POSITIVE,NMSYvIYBxiH,
moh711_CHANIS0-59KwashiorkorM,SUM,INTEGER_ZERO_OR_POSITIVE,xKBjnA27LK0,
moh711_CHANIS0-59MarasmusF,SUM,INTEGER_ZERO_OR_POSITIVE,VdiKVzzl5xn,
moh711_CHANIS0-59MarasmusM,SUM,INTEGER_ZERO_OR_POSITIVE,WKRiz74Dj6J,
moh711_CHANIS0-59NewVisitF,SUM,INTEGER_ZERO_OR_POSITIVE,UOuoD9RuU75,
moh711_CHANIS0-59NewVisitM,SUM,INTEGER_ZERO_OR_POSITIVE,BfizZgpkPpd,
moh711_CHANIS0-6EBFF,SUM,INTEGER_ZERO_OR_POSITIVE,i2qfMQXRHoD,
moh711_CHANIS0-6EBFM,SUM,INTEGER_ZERO_OR_POSITIVE,qJvgI0YL43Y,
moh711_CHANIS12-59DewormedF,SUM,INTEGER_ZERO_OR_POSITIVE,UV4qzKPygeQ,
moh711_CHANIS12-59DewormedM,SUM,INTEGER_ZERO_OR_POSITIVE,VfRMvqkbYMN,
moh711_CHANIS24-59NormalWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,yfVvwqohFHL,
moh711_CHANIS24-59NormalWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,NRYMcM7Amgb,
moh711_CHANIS24-59ObeseF,SUM,INTEGER_ZERO_OR_POSITIVE,Vc7aFQRKlke,
moh711_CHANIS24-59ObeseM,SUM,INTEGER_ZERO_OR_POSITIVE,lnsHrHNaROz,
moh711_CHANIS24-59OverWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,qYqfhVXKyT7,
moh711_CHANIS24-59OverWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,vqmdkbBWmOO,
moh711_CHANIS24-59SevereUnderWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,eor4WddwWlt,
moh711_CHANIS24-59SevereUnderWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,uQpfbUayBxf,
moh711_CHANIS24-59UnderWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,Ee6b3rAgkjp,
moh711_CHANIS24-59UnderWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,K2gU1remvX8,
moh711_CHANIS6-23NormalWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,DRap1fYys0Y,
moh711_CHANIS6-23NormalWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,QhsCqbkXfHL,
moh711_CHANIS6-23ObeseF,SUM,INTEGER_ZERO_OR_POSITIVE,EPGY8liXRk7,
moh711_CHANIS6-23ObeseM,SUM,INTEGER_ZERO_OR_POSITIVE,dk0l8Yz7QFY,
moh711_CHANIS6-23OverWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,f8B1pFmluFi,
moh711_CHANIS6-23OverWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,M7ptT3kQqqx,
moh711_CHANIS6-23SevereUnderWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,DvMxiJRQI7H,
moh711_CHANIS6-23SevereUnderWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,Ejk4z5PVKrv,
moh711_CHANIS6-23SupplementF,SUM,INTEGER_ZERO_OR_POSITIVE,QakVe0jS29t,
moh711_CHANIS6-23SupplementM,SUM,INTEGER_ZERO_OR_POSITIVE,k9daMSXLZZE,
moh711_CHANIS6-23UnderWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,VS80DXz5QQg,
moh711_CHANIS6-23UnderWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,FP8YNBgYmmm,
moh711_CHANIS<6NormalWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,Dg8m6run35F,
moh711_CHANIS<6NormalWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,GcJIteMto8S,
moh711_CHANIS<6ObeseF,SUM,INTEGER_ZERO_OR_POSITIVE,p6PLfrzER0x,
moh711_CHANIS<6ObeseM,SUM,INTEGER_ZERO_OR_POSITIVE,YeVBPAPAjBR,
moh711_CHANIS<6OverWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,T6omCeRQv0M,
moh711_CHANIS<6OverWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,lFY0X9C4goD,
