name,aggregationType,valueType,id,code
moh711_CHANIS<6SevereUnderWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,LpnT7cM8Qha,
moh711_CHANIS<6SevereUnderWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,cckCh4TU5iX,
moh711_CHANIS<6UnderWeightF,SUM,INTEGER_ZERO_OR_POSITIVE,dfixNLZrIEp,
moh711_CHANIS<6UnderWeightM,SUM,INTEGER_ZERO_OR_POSITIVE,B1nF7RL3G8L,
moh711_CHANISMUACModerateF,SUM,INTEGER_ZERO_OR_POSITIVE,OENMV2PjH5y,
moh711_CHANISMUACModerateM,SUM,INTEGER_ZERO_OR_POSITIVE,ffoLltSzcaW,
moh711_CHANISMUACNormalF,SUM,INTEGER_ZERO_OR_POSITIVE,ZhCmfgk4TSf,
moh711_CHANISMUACNormalHeightF,SUM,INTEGER_ZERO_OR_POSITIVE,sT3XcIgVHFe,
moh711_CHANISMUACNormalHeightM,SUM,INTEGER_ZERO_OR_POSITIVE,tyTMNXkPnGl,
moh711_CHANISMUACNormalM,SUM,INTEGER_ZERO_OR_POSITIVE,VBbpHP5LiLw,
moh711_CHANISMUACSevereF,SUM,INTEGER_ZERO_OR_POSITIVE,HeXc6oiPnkS,
moh711_CHANISMUACSeverelyStuntedF,SUM,INTEGER_ZERO_OR_POSITIVE,ei8aSulq8eI,
moh711_CHANISMUACSeverelyStuntedM,SUM,INTEGER_ZERO_OR_POSITIVE,WVLZG9RpK61,
moh711_CHANISMUACSevereM,SUM,INTEGER_ZERO_OR_POSITIVE,IoAUTbOB944,
moh711_CHANISMUACStuntedF,SUM,INTEGER_ZERO_OR_POSITIVE,BBVzAWB2Z6Y,
moh711_CHANISMUACStuntedM,SUM,INTEGER_ZERO_OR_POSITIVE,hJQw6qXmpqM,
moh711_CHANISORS_ZincF,SUM,INTEGER_ZERO_OR_POSITIVE,m7wslPdDuYW,
moh711_CHANISORS_ZincM,SUM,INTEGER_ZERO_OR_POSITIVE,aKhSvluQpZ7,
moh711_CHANISPneumoniaF,SUM,INTEGER_ZERO_OR_POSITIVE,CuHriwt5A2w,
moh711_CHANISPneumoniaM,SUM,INTEGER_ZERO_OR_POSITIVE,QnPM4OxVCIW,
moh711_chlorhexidine,SUM,INTEGER_ZERO_OR_POSITIVE,BB7fgKF8qaB,
moh711_chlorhexidine7.1,SUM,INTEGER_ZERO_OR_POSITIVE,BkE4ks3eJiK,
moh711_cs,SUM,INTEGER_ZERO_OR_POSITIVE,rdukkTwQcUk,
moh711_death28Days,SUM,INTEGER_ZERO_OR_POSITIVE,fDN6J7FUirq,
moh711_death7Days,SUM,INTEGER_ZERO_OR_POSITIVE,p69Le91qhoL,
moh711_discharged_alive,SUM,INTEGER_ZERO_OR_POSITIVE,BTASmVpDxq8,
moh711_eclampsiaAlive,SUM,INTEGER_ZERO_OR_POSITIVE,Jml9KKkDVd1,
moh711_eclampsiaDeath,SUM,INTEGER_ZERO_OR_POSITIVE,ipyF8lEaATr,
moh711_ferrous,SUM,INTEGER_ZERO_OR_POSITIVE,bb0OB9rBTy2,
moh711_fgm,SUM,INTEGER_ZERO_OR_POSITIVE,HDm5iPbb3sm,
moh711_FGMAlive,SUM,INTEGER_ZERO_OR_POSITIVE,D4z6DwXnzah,
moh711_FGMDeath,SUM,INTEGER_ZERO_OR_POSITIVE,cnihUMVIrIv,
moh711_folic,SUM,INTEGER_ZERO_OR_POSITIVE,dhQy9AucVm5,
moh711_FP1stTime,SUM,INTEGER_ZERO_OR_POSITIVE,Q57z25sbvbt,
moh711_FPAdolescent10-14New,SUM,INTEGER_ZERO_OR_POSITIVE,SHgIT62vwAa,
moh711_FPAdolescent10-14Revisit,SUM,INTEGER_ZERO_OR_POSITIVE,len0fF5H1lw,
moh711_FPAdolescent15-19New,SUM,INTEGER_ZERO_OR_POSITIVE,q4BVHAzlMSr,
moh711_FPAdolescent15-19Revisit,SUM,INTEGER_ZERO_OR_POSITIVE,oh7LHuDRvLl,
moh711_FPAdult25+New,SUM,INTEGER_ZERO_OR_POSITIVE,U0q5QrxcmCS,
moh711_FPAdult25+Revisit,SUM,INTEGER_ZERO_OR_POSITIVE,q7XM5KIm5SB,
moh711_FPBTLNew,SUM,INTEGER_ZERO_OR_POSITIVE,nVuSZXY4EXA,
moh711_FPBTLRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,Vg71mf7TiqE,
moh711_FPCycleBeadsNew,SUM,INTEGER_ZERO_OR_POSITIVE,KRt29m6oiP0,
moh711_FPCycleBeadsRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,RaBQQKDWB21,
moh711_FPDMPAIMNew,SUM,INTEGER_ZERO_OR_POSITIVE,Nl3PbZsLknp,
moh711_FPDMPAIMRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,LRmc7LMIQu2,
moh711_FPDMPASCNew,SUM,INTEGER_ZERO_OR_POSITIVE,X9ldGlM9P8S,
moh711_FPDMPASCRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,sTqnqotjFaD,
moh711_FPECPNew,SUM,INTEGER_ZERO_OR_POSITIVE,uyjG8cnc8h4,
moh711_FPFemaleCDNew,SUM,INTEGER_ZERO_OR_POSITIVE,S03qCK6btVv,
moh711_FPFemaleCDRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,lIhesDOOZb0,
moh711_FPFem_maleCDNew,SUM,INTEGER_ZERO_OR_POSITIVE,olzk219whkk,
moh711_FPFem_maleCDRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,st3n9qdxxj5,
moh711_FPHormonalNew,SUM,INTEGER_ZERO_OR_POSITIVE,nHxlVUmzlug,
moh711_FPHormonalRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,p6g0tO65tIC,
moh711_FPImplant1RodNew,SUM,INTEGER_ZERO_OR_POSITIVE,V8ACG3suaIc,
moh711_FPImplant1RodRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,DoS7N6o3ytW,
moh711_FPImplant2RodNew,SUM,INTEGER_ZERO_OR_POSITIVE,jmbVLWU4XBh,
moh711_FPImplant2RodRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,UwNT6lrk8Xs,
moh711_FPImplantRemovalNew,SUM,INTEGER_ZERO_OR_POSITIVE,A0CK9d41Utl,
moh711_FPImplantRemovalRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,jc18CFXvlhL,
moh711_FPIUCDRemovalNew,SUM,INTEGER_ZERO_OR_POSITIVE,xOuR7loZR0Y,
moh711_FPIUCDRemovalRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,aFUSZnMCpjf,
moh711_FPMaleCDNew,SUM,INTEGER_ZERO_OR_POSITIVE,TXE0EhFuhtd,
moh711_FPMaleCDRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,zRN1hSTsFhP,
moh711_FPNaturalCounselledNew,SUM,INTEGER_ZERO_OR_POSITIVE,CVt77HTVuUe,
moh711_FPNaturalCounselledRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,B8kPocHA6lx,
moh711_FPNonHormonalNew,SUM,INTEGER_ZERO_OR_POSITIVE,EXe2ITiwDEe,
moh711_FPNonHormonalRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,ntCi9F3HpYe,
moh711_FPOCPNew,SUM,INTEGER_ZERO_OR_POSITIVE,LCJPTccXwYd,
moh711_FPOCPRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,Mdxc2DEnmmI,
moh711_FPPAFPNew,SUM,INTEGER_ZERO_OR_POSITIVE,caElzed68oX,
moh711_FPPAFPRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,OwOQGYBrKhJ,
moh711_FPPPFP48hrsNew,SUM,INTEGER_ZERO_OR_POSITIVE,RkVgU3XgfVu,
moh711_FPPPFP48hrsRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,GLJdZk426gH,
moh711_FPPPFP6wksNew,SUM,INTEGER_ZERO_OR_POSITIVE,P5Wg7WoAAND,
moh711_FPPPFP6wksRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,EvJHb7KHskP,
moh711_FPProgestinNew,SUM,INTEGER_ZERO_OR_POSITIVE,J9E45yxBOC9,
moh711_FPProgestinRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,CJ6VrfKI2Pn,
moh711_FPVasectomyNew,SUM,INTEGER_ZERO_OR_POSITIVE,krretXsDhZU,
moh711_FPVasectomyRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,IbjawE4prvD,
moh711_FPYouth20-24New,SUM,INTEGER_ZERO_OR_POSITIVE,lRqzHv1DfmC,
moh711_FPYouth20-24Revisit,SUM,INTEGER_ZERO_OR_POSITIVE,nXybruv6IwT,
moh711_freshStillBirth,SUM,INTEGER_ZERO_OR_POSITIVE,spqXbtE9Rjm,
moh711_hiv+_deliveries,SUM,INTEGER_ZERO_OR_POSITIVE,uBOdPZoa803,
moh711_hp<11,SUM,INTEGER_ZERO_OR_POSITIVE,wAE9BBkwJzk,
moh711_ipt_dose1,SUM,INTEGER_ZERO_OR_POSITIVE,MRu4wvW3i2T,
moh711_ipt_dose2,SUM,INTEGER_ZERO_OR_POSITIVE,jTMMwDbR3dr,
moh711_ipt_dose3,SUM,INTEGER_ZERO_OR_POSITIVE,D1uoH3d9IRG,
moh711_iron,SUM,INTEGER_ZERO_OR_POSITIVE,YWTldvYQnz9,
moh711_live_births,SUM,INTEGER_ZERO_OR_POSITIVE,bhN5rJFO6GO,
moh711_llins<1yr,SUM,INTEGER_ZERO_OR_POSITIVE,fKkgDUkVlAU,
moh711_llins_anc,SUM,INTEGER_ZERO_OR_POSITIVE,Yw3gGdo6ccK,
moh711_lowbirthweight,SUM,INTEGER_ZERO_OR_POSITIVE,qgxLmy2jfRU,
moh711_maternalDeath14,SUM,INTEGER_ZERO_OR_POSITIVE,Nm5zm5z8lWF,
moh711_maternalDeath19,SUM,INTEGER_ZERO_OR_POSITIVE,Vmf9FlOZDJ5,
moh711_maternalDeath24,SUM,INTEGER_ZERO_OR_POSITIVE,dWo0ApX54uc,
moh711_maternalDeath25,SUM,INTEGER_ZERO_OR_POSITIVE,dUlgVZUenrZ,
moh711_maternalDeathAudit7,SUM,INTEGER_ZERO_OR_POSITIVE,wOYf0bRDUID,
moh711_MSWAdolescent,SUM,INTEGER_ZERO_OR_POSITIVE,YWzrvBXCZGn,
moh711_MSWCouselling,SUM,INTEGER_ZERO_OR_POSITIVE,jx2V1o9khi7,
moh711_MSWDrugAbuse,SUM,INTEGER_ZERO_OR_POSITIVE,FxnUn5kJh2z,
moh711_MSWMentalIllness,SUM,INTEGER_ZERO_OR_POSITIVE,avAed2hKkqD,
moh711_MSWOutrreach,SUM,INTEGER_ZERO_OR_POSITIVE,ZeeXtTUbvoN,
moh711_MSWPsychoSocial,SUM,INTEGER_ZERO_OR_POSITIVE,VvJaOyC5VJH,
moh711_MSWReferrals,SUM,INTEGER_ZERO_OR_POSITIVE,V1iRS8x93IX,
moh711_MSWRehabilitation,SUM,INTEGER_ZERO_OR_POSITIVE,GzLM59Tb8c9,
moh711_MSWSocialInv,SUM,INTEGER_ZERO_OR_POSITIVE,tc1RgzyfWID,
moh711_NeonatalDeathAsphyxia,SUM,INTEGER_ZERO_OR_POSITIVE,YqbVJ1kDebl,
moh711_neonatalDeathAudit7,SUM,INTEGER_ZERO_OR_POSITIVE,mDZBNLpCvGn,
moh711_NeonatalDeathPrematurity,SUM,INTEGER_ZERO_OR_POSITIVE,c2q2UjTGo7p,
moh711_neonatal_deaths_audited,SUM,INTEGER_ZERO_OR_POSITIVE,WW39Cuiizzw,
moh711_NeonatalDeathSepsis,SUM,INTEGER_ZERO_OR_POSITIVE,ac8sBdW1Fmr,
moh711_normal_deliveries,SUM,INTEGER_ZERO_OR_POSITIVE,mCW0oM2cAHA,
moh711_obstructedLaborAlive,SUM,INTEGER_ZERO_OR_POSITIVE,mZtzBRB206H,
moh711_obstructedLaborDeath,SUM,INTEGER_ZERO_OR_POSITIVE,pdN6aL1db7P,
moh711_OTHERDisabilityMeetings20+,SUM,INTEGER_ZERO_OR_POSITIVE,ZNx8a1tAvTl,
moh711_OTHERDisabilityMeetings<5,SUM,INTEGER_ZERO_OR_POSITIVE,B9LyA6sNaIO,
moh711_OTHERDisabilityMeetings5-19,SUM,INTEGER_ZERO_OR_POSITIVE,O5zBj9hpTp7,
moh711_OTHERFIFCollected20+,SUM,INTEGER_ZERO_OR_POSITIVE,lI8SERHp6VH,
moh711_OTHERFIFCollected<5,SUM,INTEGER_ZERO_OR_POSITIVE,shCbZu1xCh0,
moh711_OTHERFIFCollected5-19,SUM,INTEGER_ZERO_OR_POSITIVE,kcqeuKe75XK,
moh711_OTHERFIFExempted20+,SUM,INTEGER_ZERO_OR_POSITIVE,WkcBOl7hRyM,
moh711_OTHERFIFExempted<5,SUM,INTEGER_ZERO_OR_POSITIVE,WjRVixSMRdl,
moh711_OTHERFIFExempted5-19,SUM,INTEGER_ZERO_OR_POSITIVE,PKSO5JPNCaC,
moh711_OTHERFIFWaived20+,SUM,INTEGER_ZERO_OR_POSITIVE,mCkkfzu8lJ8,
moh711_OTHERFIFWaived<5,SUM,INTEGER_ZERO_OR_POSITIVE,uUe7lgnpHuG,
moh711_OTHERFIFWaived5-19,SUM,INTEGER_ZERO_OR_POSITIVE,BvbJr4wICW2,
moh711_oxytocin,SUM,INTEGER_ZERO_OR_POSITIVE,qTQ9KEsETwC,
moh711_PACAdol10-19,SUM,INTEGER_ZERO_OR_POSITIVE,lyxVkS0iG6S,
moh711_PACAdult25+,SUM,INTEGER_ZERO_OR_POSITIVE,TR3yiRd2KJs,
moh711_PACYouth20-24,SUM,INTEGER_ZERO_OR_POSITIVE,obHnMiXoHMT,
moh711_PHYSIOIPDOther20+,SUM,INTEGER_ZERO_OR_POSITIVE,ehgfCYm1S8E,
moh711_PHYSIOIPDOther<5,SUM,INTEGER_ZERO_OR_POSITIVE,FweHhKwV7Hc,
moh711_PHYSIOIPDOther5-19,SUM,INTEGER_ZERO_OR_POSITIVE,tSz9CpLp7hq,
moh711_PHYSIOIPDPWD20+,SUM,INTEGER_ZERO_OR_POSITIVE,tvbrumGU2vS,
moh711_PHYSIOIPDPWD<5,SUM,INTEGER_ZERO_OR_POSITIVE,aOvI15TQ8oi,
moh711_PHYSIOIPDPWD5-19,SUM,INTEGER_ZERO_OR_POSITIVE,u5FYocN6xJQ,
moh711_PHYSIOOPDOther20+,SUM,INTEGER_ZERO_OR_POSITIVE,vSMCd0pLERn,
moh711_PHYSIOOPDOther<5,SUM,INTEGER_ZERO_OR_POSITIVE,zBRPcXS11N2,
moh711_PHYSIOOPDOther5-19,SUM,INTEGER_ZERO_OR_POSITIVE,waqzqiQR47u,
moh711_PHYSIOOPDPWD20+,SUM,INTEGER_ZERO_OR_POSITIVE,iO7fqAf4OTd,
moh711_PHYSIOOPDPWD<5,SUM,INTEGER_ZERO_OR_POSITIVE,dSOTaHpTHLH,
moh711_PHYSIOOPDPWD5-19,SUM,INTEGER_ZERO_OR_POSITIVE,HUGYw8MWguJ,
moh711_PHYSIOPWDAssessed20+,SUM,INTEGER_ZERO_OR_POSITIVE,z2ptjKBFlnN,
moh711_PHYSIOPWDAssessed<5,SUM,INTEGER_ZERO_OR_POSITIVE,ATSKnFS7vUM,
moh711_PHYSIOPWDAssessed5-19,SUM,INTEGER_ZERO_OR_POSITIVE,lJy3rVa4o6F,
moh711_PNCBabiesPPC48hrs,SUM,INTEGER_ZERO_OR_POSITIVE,IWjGpQaPwqn,
moh711_PNCBabiesPPC>6wks,SUM,INTEGER_ZERO_OR_POSITIVE,H4fBS68onrN,
moh711_PNCBabiesPPC6wks,SUM,INTEGER_ZERO_OR_POSITIVE,Zfv2Z0z0vSO,
moh711_PNCClientsNew,SUM,INTEGER_ZERO_OR_POSITIVE,FIxdlOFavp9,
moh711_PNCClientsRevisit,SUM,INTEGER_ZERO_OR_POSITIVE,PaYQfzOHKNg,
moh711_PNCCounselledPPFP,SUM,INTEGER_ZERO_OR_POSITIVE,uRowLZ9R0tS,
moh711_PNCFistulaCases,SUM,INTEGER_ZERO_OR_POSITIVE,uaKyeNOEg8r,
moh711_PNCMothersPPC48hrs,SUM,INTEGER_ZERO_OR_POSITIVE,iHjYbkWKUuC,
moh711_PNCMothersPPC>6wks,SUM,INTEGER_ZERO_OR_POSITIVE,wFdoXHEsOLk,
moh711_PNCMothersPPC6wks,SUM,INTEGER_ZERO_OR_POSITIVE,K6WQlO1Hwxt,
moh711_PNCReceivedPPFP,SUM,INTEGER_ZERO_OR_POSITIVE,WDtmDB3B5Xf,
moh711_PNCReferedFromCommunity,SUM,INTEGER_ZERO_OR_POSITIVE,JjZ30vRZoMa,
moh711_PPHAlive,SUM,INTEGER_ZERO_OR_POSITIVE,iRHZKt2Qvjh,
moh711_PPHDeath,SUM,INTEGER_ZERO_OR_POSITIVE,DmQv4G6e8yx,
moh711_pre-term,SUM,INTEGER_ZERO_OR_POSITIVE,cknsGFx8jDt,
moh711_RapturedUterusAlive,SUM,INTEGER_ZERO_OR_POSITIVE,AAtLaz9GCAS,
moh711_RapturedUterusDeath,SUM,INTEGER_ZERO_OR_POSITIVE,uDNh2pwJ84Z,
moh711_ReferralfromCommunity,SUM,INTEGER_ZERO_OR_POSITIVE,l0YdoQwVl6Z,
moh711_ReferralfromHealthFacility,SUM,INTEGER_ZERO_OR_POSITIVE,rR16cYiUiy6,
moh711_ReferralToCommunity,SUM,INTEGER_ZERO_OR_POSITIVE,uTtVJMJvjFy,
moh711_ReferralToHealthFacility,SUM,INTEGER_ZERO_OR_POSITIVE,oLA0yLNYGOz,
moh711_REHABAssessed,SUM,INTEGER_ZERO_OR_POSITIVE,IFg3sTXQNEN,
moh711_REHABIntegrated,SUM,INTEGER_ZERO_OR_POSITIVE,GJMQMIRywRq,
moh711_REHABReferred,SUM,INTEGER_ZERO_OR_POSITIVE,L5MeS6zOJ4k,
moh711_REHABRehabilitated,SUM,INTEGER_ZERO_OR_POSITIVE,Qax7I4RwWLp,
moh711_REHABTreated,SUM,INTEGER_ZERO_OR_POSITIVE,UHNuDcZcmFi,
moh711_SepsisAlive,SUM,INTEGER_ZERO_OR_POSITIVE,PO57tIQZAQs,
moh711_SepsisDeath,SUM,INTEGER_ZERO_OR_POSITIVE,CzWCuTzeWN5,
moh711_SGBV72hrs0-9,SUM,INTEGER_ZERO_OR_POSITIVE,Gy84AEsvySW,
moh711_SGBV72hrs10-17,SUM,INTEGER_ZERO_OR_POSITIVE,bNEKXZcrP8L,
moh711_SGBV72hrs18-49,SUM,INTEGER_ZERO_OR_POSITIVE,IG3ZZm9KAkV,
moh711_SGBV72hrs50,SUM,INTEGER_ZERO_OR_POSITIVE,Gs9fKZ8ioep,
moh711_SGBVcompletedPEP0-9,SUM,INTEGER_ZERO_OR_POSITIVE,xLyZVrsG8D9,
moh711_SGBVcompletedPEP10-17,SUM,INTEGER_ZERO_OR_POSITIVE,bbfmPyzq914,
moh711_SGBVcompletedPEP18-49,SUM,INTEGER_ZERO_OR_POSITIVE,v6OKx6tNMwS,
moh711_SGBVcompletedPEP50,SUM,INTEGER_ZERO_OR_POSITIVE,gpJFV4289vO,
moh711_SGBVdisabled0-9,SUM,INTEGER_ZERO_OR_POSITIVE,Fv5lFNnlBqe,
moh711_SGBVdisabled10-17,SUM,INTEGER_ZERO_OR_POSITIVE,bBS2U98XWS8,
moh711_SGBVdisabled18-49,SUM,INTEGER_ZERO_OR_POSITIVE,GuwLF40UuaD,
moh711_SGBVdisabled50,SUM,INTEGER_ZERO_OR_POSITIVE,DDHtbBx48P0,
moh711_SGBVeligibleECP0-9,SUM,INTEGER_ZERO_OR_POSITIVE,AWDGJS38qCi,
moh711_SGBVeligibleECP10-17,SUM,INTEGER_ZERO_OR_POSITIVE,Gg6oyjPUlCn,
moh711_SGBVeligibleECP18-49,SUM,INTEGER_ZERO_OR_POSITIVE,XfPXpEHSO2s,
moh711_SGBVeligibleECP50,SUM,INTEGER_ZERO_OR_POSITIVE,Wn3lJYjnIdm,
moh711_SGBVinitiatedPEP0-9,SUM,INTEGER_ZERO_OR_POSITIVE,dsSGVZhx1Cd,
moh711_SGBVinitiatedPEP10-17,SUM,INTEGER_ZERO_OR_POSITIVE,lqn8k8fFAMK,
moh711_SGBVinitiatedPEP18-49,SUM,INTEGER_ZERO_OR_POSITIVE,SXkjoasPL0S,
moh711_SGBVinitiatedPEP50,SUM,INTEGER_ZERO_OR_POSITIVE,z88J8KRBvTT,
moh711_SGBVpregnant0-9,SUM,INTEGER_ZERO_OR_POSITIVE,D77vO7D2SX3,
moh711_SGBVpregnant10-17,SUM,INTEGER_ZERO_OR_POSITIVE,P4UZ8vtDeS7,
moh711_SGBVpregnant18-49,SUM,INTEGER_ZERO_OR_POSITIVE,wlTTX58V2EM,
moh711_SGBVpregnant50,SUM,INTEGER_ZERO_OR_POSITIVE,G1UVf5FpR6o,
moh711_SGBVRC_IPV0-9,SUM,INTEGER_ZERO_OR_POSITIVE,fqyzLSlytDP,
moh711_SGBVRC_IPV10-17,SUM,INTEGER_ZERO_OR_POSITIVE,jsOzeTsLWYo,
moh711_SGBVRC_IPV18-49,SUM,INTEGER_ZERO_OR_POSITIVE,pzRTyvksGSy,
moh711_SGBVRC_IPV50,SUM,INTEGER_ZERO_OR_POSITIVE,Jma6oo0rQao,
moh711_SGBVreceivedECP0-9,SUM,INTEGER_ZERO_OR_POSITIVE,fZ54ETbJgaT,
moh711_SGBVreceivedECP10-17,SUM,INTEGER_ZERO_OR_POSITIVE,TzcznzOscSc,
moh711_SGBVreceivedECP18-49,SUM,INTEGER_ZERO_OR_POSITIVE,CYxt5NQ9PQ7,
moh711_SGBVreceivedECP50,SUM,INTEGER_ZERO_OR_POSITIVE,e2tIpAMcCd9,
moh711_SGBVseroconvertPEP0-9,SUM,INTEGER_ZERO_OR_POSITIVE,nvvyNoC7WnK,
moh711_SGBVseroconvertPEP10-17,SUM,INTEGER_ZERO_OR_POSITIVE,ldxQFVyTr5F,
moh711_SGBVseroconvertPEP18-49,SUM,INTEGER_ZERO_OR_POSITIVE,jqboUgQpXEl,
moh711_SGBVseroconvertPEP50,SUM,INTEGER_ZERO_OR_POSITIVE,VLlZGpGm9vJ,
moh711_SGBVSurvivors0-9,SUM,INTEGER_ZERO_OR_POSITIVE,DmC4k9NRtgf,
moh711_SGBVSurvivors10-17,SUM,INTEGER_ZERO_OR_POSITIVE,uV1KUM80A4D,
moh711_SGBVSurvivors18-49,SUM,INTEGER_ZERO_OR_POSITIVE,ABgYX2RXbkA,
moh711_SGBVSurvivors50,SUM,INTEGER_ZERO_OR_POSITIVE,ppHmwdYFbvy,
moh711_syphillis_pos,SUM,INTEGER_ZERO_OR_POSITIVE,eGv6KuLeKpB,
moh711_syphillis_test,SUM,INTEGER_ZERO_OR_POSITIVE,drTlwgL5qfj,
moh711_tetracycline,SUM,INTEGER_ZERO_OR_POSITIVE,HWUkjDrcbzo,
moh711_vitaminK,SUM,INTEGER_ZERO_OR_POSITIVE,D2OZemPTfUm,
moh711_women_preg_anc1,SUM,INTEGER_ZERO_OR_POSITIVE,Sc3vZq4VRPS,
moh711_youth_preg_anc1,SUM,INTEGER_ZERO_OR_POSITIVE,nhEpoWZeqMs,
MOH731_HV01-01,SUM,INTEGER_ZERO_OR_POSITIVE,qqo1X0SsvC6,
MOH731_HV01-02,SUM,INTEGER_ZERO_OR_POSITIVE,dlr1tsPguB4,
MOH731_HV01-03,SUM,INTEGER_ZERO_OR_POSITIVE,KEAeHXDhvJT,
MOH731_HV01-04,SUM,INTEGER_ZERO_OR_POSITIVE,MQF59FTGl7N,
MOH731_HV01-05,SUM,INTEGER_ZERO_OR_POSITIVE,qg8GtaZzXKS,
MOH731_HV01-06,SUM,INTEGER_ZERO_OR_POSITIVE,DOLYz8C4xui,
MOH731_HV01-07,SUM,INTEGER_ZERO_OR_POSITIVE,yVSPslVCpu3,
MOH731_HV01-08,SUM,INTEGER_ZERO_OR_POSITIVE,imgvJzyf6ww,
MOH731_HV01-09,SUM,INTEGER_ZERO_OR_POSITIVE,BPFYXYonMWF,
MOH731_HV01-10,SUM,INTEGER_ZERO_OR_POSITIVE,iZHADd1svrB,
MOH731_HV01-11,SUM,INTEGER_ZERO_OR_POSITIVE,QJX1IYymTwR,
MOH731_HV01-12,SUM,INTEGER_ZERO_OR_POSITIVE,PLOzPReieli,
MOH731_HV01-13,SUM,INTEGER_ZERO_OR_POSITIVE,KMWQGDpqPcJ,
MOH731_HV01-14,SUM,INTEGER_ZERO_OR_POSITIVE,pDoW8tq74Co,
MOH731_HV01-15,SUM,INTEGER_ZERO_OR_POSITIVE,FmEfFpTP1Tu,
MOH731_HV01-16,SUM,INTEGER_ZERO_OR_POSITIVE,lOyMumfLe7d,
MOH731_HV01-17,SUM,INTEGER_ZERO_OR_POSITIVE,ezNx1i74mpa,
MOH731_HV01-18,SUM,INTEGER_ZERO_OR_POSITIVE,TJxRQq9K8jl,
MOH731_HV01-19,SUM,INTEGER_ZERO_OR_POSITIVE,CcOr3MB7Mh4,
MOH731_HV01-20,SUM,INTEGER_ZERO_OR_POSITIVE,pdBOQOtTJYz,
MOH731_HV01-21,SUM,INTEGER_ZERO_OR_POSITIVE,oyKd4FiTAbB,
MOH731_HV01-22,SUM,INTEGER_ZERO_OR_POSITIVE,hqZnKc1CO4k,
MOH731_HV01-23,SUM,INTEGER_ZERO_OR_POSITIVE,quVii0JfI0f,
MOH731_HV01-24,SUM,INTEGER_ZERO_OR_POSITIVE,NM0RrJ2S56h,
MOH731_HV01-25,SUM,INTEGER_ZERO_OR_POSITIVE,kYUR0j8WSKO,
MOH731_HV01-26,SUM,INTEGER_ZERO_OR_POSITIVE,iEGUhFst8qy,
MOH731_HV01-27,SUM,INTEGER_ZERO_OR_POSITIVE,pjp9yKcNXYf,
MOH731_HV01-28,SUM,INTEGER_ZERO_OR_POSITIVE,Cz4i1uXIXuE,
MOH731_HV01-29,SUM,INTEGER_ZERO_OR_POSITIVE,T5OeAZUloGX,
MOH731_HV01-30,SUM,INTEGER_ZERO_OR_POSITIVE,R82hUunVZfM,
MOH731_HV01-31,SUM,INTEGER_ZERO_OR_POSITIVE,YBqTowe6E0g,
MOH731_HV01-32,SUM,INTEGER_ZERO_OR_POSITIVE,Gt0x6aFLi5O,
MOH731_HV01-33,SUM,INTEGER_ZERO_OR_POSITIVE,k5jqw4bmwY7,
MOH731_HV01-34,SUM,INTEGER_ZERO_OR_POSITIVE,S8aRcPiL4BH,
MOH731_HV01-35,SUM,INTEGER_ZERO_OR_POSITIVE,nTkmQ7rUclW,
MOH731_HV01-36,SUM,INTEGER_ZERO_OR_POSITIVE,EnJ88jNKLmm,
MOH731_HV01-37,SUM,INTEGER_ZERO_OR_POSITIVE,ZJkTy47vuSW,
MOH731_HV01-38,SUM,INTEGER_ZERO_OR_POSITIVE,FPbf4Ei71sv,
MOH731_HV01-39,SUM,INTEGER_ZERO_OR_POSITIVE,aH4qd6AJc5O,
MOH731_HV01-40,SUM,INTEGER_ZERO_OR_POSITIVE,K19hG4fJuTw,
MOH731_HV01-41,SUM,INTEGER_ZERO_OR_POSITIVE,L2uKZ0DsUsR,
MOH731_HV01-42,SUM,INTEGER_ZERO_OR_POSITIVE,JfydpHwl0Wp,
MOH731_HV01-43,SUM,INTEGER_ZERO_OR_POSITIVE,jXJeWA28lRx,
MOH731_HV01-44,SUM,INTEGER_ZERO_OR_POSITIVE,o4s3U4Fh6mb,
MOH731_HV01-45,SUM,INTEGER_ZERO_OR_POSITIVE,ZRpbAB5Yru9,
