Facility_ID,Facility_Name
p0GGVt8jd0X,Antodevi Medical Clinic
DF7pqKnRqL0,Antubangai Catholic Dispensary
b90bqQyk0kI,Antubetwe Kiongo Integrated Clinic
L5rmXQQWAGD,Antubetwe Njoune Dispensary
L4BaqVUf0u1,Antubochiu Dispensary
uXeLo2YFcaw,Anyiko Medical Clinic
Tkgo1tPTOv2,Anyuongi Dispensary
zTjUwJx8Mw0,Anza Mapema Clinic
TyUqxoU0YlR,Ap Buru Buru Disp
JQe7pWZBruX,Apatit Dispensary
P6qrzhoBJrH,Apdk Dispensary (Machakos)
WSKYIBTle0G,Apex Clinic
D5vZ88IFIaK,Apha Laboratory
KkumW2wYGUJ,Aphia Disc 1 Nanyuki Transport
lIlyphPwr7Y,Apia Medical Clinic
JDKSNiODyj1,Apilo Dispensary
ScUEphF7XrR,Apokor Dispensary
njQvq4iZPb3,Aposta Dispensary
yVK578UDBxr,Apostles Dispensary
ejtS57P74B6,Appex Hospital
AWDaw2o4bUg,Appex Panpaper Medical Centre.
DO3MRwW4N7f,Appex panpaper medical Centre.
wP6cPKxmPwl,Approved Dispensary
yjdx3bVwjJP,Approved School Dispensary (Machakos)
eGSDTRaBYvN,Aptc Health Centre
qsTuae8V1vK,Apu Dispensary
XCN6sqSgD3b,Aqswaa Medical Clinic
OHoHZYnqdfL,Aquilla Flowers Medical Clinic
L4FF5SiKFLv,Aquinas Clinic
lhvuAc9Sgyu,Arabia Health Centre
R5Yyanf69o7,Arabuko Forest Dispensary
HPFo1QW4oLC,Arama Dispensary
LoCWxj1Cjb8,Ararat Medical Clinic
F6omUCDLT9U,Arawelo Medical Centre Limited (South C)
dFc5sVNIz0Q,Arbajahan Health Centre
hoKWiidY2Ao,Arbajahan Nomadic Mobile Clinic
KOP1PjuP70T,Arbaqueranso Dispensary
HgDQroEjLHs,Arcade Medical Clinic
reIENrdzMKn,Arcade Medical Clinic (Ruiru)
Ssbkr9jzWWk,Archers Post Health Centre
RMbgDUBLgFM,Archers Post Sub-County Hospital
wOL6eol6oWR,Ardagarbicha Dispensary
I6kYzzsAPV5,Aren Medical Clinic
x5EsT2FlBJ6,Aresa Dispensary
NGfAsUmXeUV,Argane Dispensary
PlEFaT6HPu1,Arge Dispensary
gmL2Y6zvli2,Arimi Clinic and Laboratory
QNmFYMk3uaN,Arimi Dispensary
FbEkr8107nZ,Arise Hospital Limited
HAd5KvbiXN3,Arise-K
kOFBpSMhe9h,Arito Langi Health Centre
AMV8FiC4JVe,Arjijo Dispensary
wwek3CBQ2Cg,Armofron Medical Centre
BJBuGElxDJi,Armstrong Medical Clinic
P145FMfaGsd,Aro (SDA) Dispensary
zza5b9pXQ3Y,Aroma Medical Centre
QiXeOXMmlX0,Arombe Dispensary
uxV4eRadYaX,Arombe Medical Centre
X40l6N4DWda,Arosa Dispensary
M2tQEOieF7E,Arpollo Dispensary
c93Xc1VYJfv,Arroket Dispensary
jyOyZUU0qJT,Arror Health Centre
ag2noKmVjqw,Arrow Web Clinic
gJ6EAr5MFz9,Arrow Web Maternity and Nursing Home
Gpma3jw4iXB,Arrows Care Medical Centre
b8gwYD93fzI,Arsim Lutheran Health Centre
Ygb7V9pnRo6,Aruba Dispensary
sXD6Jz45kgd,Arus Dispensary
GiQGODA5NZB,Asat Beach Dispensary
uYsMyJiKEjP,Asayi Dispensary
Q2wknvbUAES,Asembo Bay Health Clinic (Rarieda)
dyG9zMnv7fD,Ashabito Health Centre
Nx0sM0uZIFd,Ashabito medical Centre
GqpnFjeQXTM,Ashburn Ohuru Nursing Home
m2Sc53M2fCg,Aski Medical Clinic
v3Asi8qDOq7,Aspe Medical Clinic
oO0WBkFytCh,Aspro Medecol Solutions
TKmHnCHrsvP,Assa Dispensary
zi7wvD3Td1O,Assumption Sisters Dispensary
MCdAp7DoNsL,Assumption Sisters Mbooni Clinic
wA8Ioia7gEP,Assumption of Mary Health Centre
BIFkPD0yqg6,Astradental Services
XhmqFp8Mwgs,Asumbi Annex Dispensary
G1jCpIQfedJ,Asumbi Girls Medical Clinic
FPGtNGfdSlZ,Asumbi Mission Hospital
DGSpVtIQgfz,Asumbi Teachers Training College
mubdg2NphtL,Atela Health Centre
bxtsV3tmxZi,Atemo Health Centre
TRiQiogGPwu,Athena Medical Clinic
tSXDSsQVI5p,Athi Complex Community Centre
RC7ICHe0niN,Athi Dispensary
BpqLlyCNG1D,Athi Dispensary (Kitui South)
aWGGdAlpGaO,Athi Galaxy Complex Hospital
u8TCfCqeQpJ,Athi Kamunyuni Health Centre
YFYpHHWmaAE,Athi Mission Clinic
rtOVeE98u6G,Athi River Medical Services
TC19Uo6j8UO,Athibohol Dispensary
nAFwLrBxMAA,Athichem Modern Medical Centre
wP62wKmuZjz,Athichem Modern Medical Centre
tBbWONdq7zj,Athipoint Medical Centre
fHBMtuQGVhq,Athirunjine Runjine Dispensary
mvQYYr0CqKN,Athwana Dispensary
mFfNCikLgni,Atiar Dispensary
k9ixR4fRDnD,Atiir Dispensary
AtvfJqiULGj,Atimiros Memorial Hospital
knEwJZLXEoO,Atlas Medical Clinic
Zj3DXonxxfO,Aurora Medical Clinic
eD2b553WBEa,Ava First Aid Clinic
iGNlTc6HQYU,Avarende Medical Clinic
LTMl4SiD8XF,Avenue Health Care
EYME90yhk9j,Avenue Health Care (Eldoret)
wY8uknrqbIY,Avenue Health Care (Garden City Mall)
Sho54BLkF2o,Avenue Health Care Clinic
aRaEsl6oN5L,Avenue Health Care Embakasi
LsVGfNfkadu,Avenue Health Care Nakuru
qMd8cNrVGdX,Avenue HealthCare (Changamwe Clinic)
bZVgAr4LNDW,Avenue Healthcare (Thika)
NNAGssZlguE,Avenue Healthcare Clinic (Buruburu)
m75c78Qa13Q,Avenue Healthcare Greenspan
AP5K7dv8G2z,Avenue Hospital
t6mwHRbgVVb,Avenue Hospital Kisumu
po9j6Y5ZfXC,Avenue House Medical Centre
pHGGWuSucYQ,Awach Health Centre
ISsRMwepdm7,Awasi Mission Health Center
miqCqVfciKR,Awenasa Medical Clinic
yWzaZ23Go9V,Awendo Jiwdendi Clinic
ZBtoRProc6e,Awendo Sub County Hospital
K3GhLNN7u4Y,Ayatya Dispensary
nx8rAlWU0hn,Ayatya Dispensary
SptPbIhiRqV,Ayucha Heallth Centre
TIUNTRFpTli,Ayweyo Health Centre
HmOm7JFrzd1,Azimio Medical Centre
kkuPJWiKqMk,Azimio Medical Clinic (Meru South)
ZGxKbgfhPEw,B & L Healthcare (Naivasha)
aZ8rLZ2bFeo,B/Valley (PCEA) Clinic
KcIWvl500Dj,BANIS NURSING HOME
lru2LUjev5u,BATIAN HEALTH CARE
aurD7roGl9n,BEYOND ZERO MOBILE CLINIC
eGvfELYcRiQ,BEYOND ZERO SUBUKIA
QdXBJMDuLh5,BHESP MOWLEM DICE CLINIC
MgEAoZrPGni,BLISS GVS Health Care (Eldama Ravine)
oqNMRWw8Aby,BLISS GVS Health Care Limited (Murang'a)
NoSMpWn3n9k,BLISS GVS Healthcare
oHttbIPdRxZ,BLISS HEALTHCARE LIMITED ZION MALL
jBaVTqp42dv,BOMA MEDICARE LIMITED
nVeseIGqmon,BOYANNI MEDICAL CLINIC
MxgWLOzQ0kP,BUCREP MEDICAL CLINIC
yv09UBUsxLI,BUTE NURSING HOME
CXAJP0JoCDZ,Baari Health Centre
OmyOQTOHsOF,Baawa Community Dispensary
CzGqegvtcf5,Babadogo (EDARP)
obSn4iRC7wn,Babadogo Health Centre
HHIUz7tmFmc,Babadogo Medical Health Centre
bRD6DqoQ2i4,Babito Medical Clinic
tIDUuukyYIE,Babra Medical Clinic
CMBOBwPvzqb,Baby Blessing Medical Services
cCdKtQlL8El,Bacasavi Medical Clinic
YERgVYjqwYh,Bachile Dispensary
gW2K81WsB75,Badana Dispensary
NrVUT9ZLbDs,Badanrero Dispensary
vsvcd1x7ARW,Badassa Dispensary
tjz51V7nUFp,Badilika VCT
KJo6ueGHQZC,Badri Medical Clinic
Fme5HfYi8Yz,Badria Medical Clinic
FQ5zXuSdUbx,Bagaria Dispensary
X7szCNmxLXn,Bahai Dispensary
PrhEjRmLQfn,Bahari Medical Clinic
Yix9Gin75BK,Bahari Medical Clinic
Lk8YAcMHCqH,Baharini Dispensary
GYp9k4O1ab9,Baharini Medical Clinic
ufQ6CGUyiTo,Bahati Clinic
CT6CqYdz7Rc,Bahati Community Hospital
hHFDDKwv5UN,Bahati Dispensary
cQa0PvCvbxM,Bahati District Hospital
emnI9dqORPt,Bahati Health Centre
pfwB2vUsn3e,Bahati Hospital - Tala Medical Centre
ov8IEjpIk1j,Bahati Hospital(Joska)
l2MW1IdkRRd,Bahati Medical Clinic
VXOSoNYwdUA,Bahati Medical Clinic (Lugari)
SnHNmOYkF3V,Bahati Medical Clinic (Migori)
VqCMjiJKecO,Bahati Medical Clinic (West Pokot)
aIbZJNZezMp,Bahati Tassia Medical Centre
BnsvG09AYOx,Bahati memorial Clinic
ujqUV1xaYAB,Baibariu Dispensary
d8KDRlVNVFA,Bakarani Community Clinic
xcZKo6QUSPo,Bakarani Maternity and Nursing Home
Vq3RfgqSNuL,Bakari Medical Clinic
xMKfWCrLcmx,Bala Health Centre
N9yw4YK9afz,Baladul-Amin Dispensary
KdLtoWtk86l,Balambala Clinic
pTOFZPQoDnA,Balambala Sub-District Hospital
TZIZf95N8SM,Baldo Ippolita (Catholic) Health Centre
NuaBWg5jrBN,Bale Dispensary
COmHxLRamur,Bales Saru Dispensary
fKyaQ2gLYDS,Balesa Dispensary
zguJ8J2gx2C,Balich Dispensary
TVSIXHVmG8q,Ballah Dispensary
JeqO3sy8LK9,Balozi Hospital LTD
kZP86ulsOJr,Bama Hospital
E7liN0388Dd,Bamba Maternity Nursing Home
UvWDhQlknid,Bamba Sub County Hospital
BMfXla3nPfT,Bambo Dispensary (Waranqara)
IKdUHYliWr5,Bamboo Health Centre
dO93Ue6OwRr,Bamburi Dispensary
ZosyfWIzXWl,Bamburi Medicare
iSIOkC3v7en,Bamburi Vikwatani Medical Clinic
DnaCTWYnwnf,Banadir Clinic
VN9AdC7ZEba,Bandari Dispensary
hLMDMOsAv6Y,Bande Dispensary
Lf4VypZwTjr,Bangal Nursing Home
D42FRdqN4Jy,Bangali Dispensary
RVVdU278kaa,Bangii Medical Clinic
hQu2bCbeP19,Bangladesh Community Medical Clinic
MmojLQkJWtM,Banisa sub county Hospital
wPX0yiOC6WV,Banita Dispensary
oYc9S0YvbLH,Banja Health Centre
wKBPuq8HLZO,Baobab Annex Clinic
F5QNnfbcxlE,Baobab Clinic Bamburi Cement
IEz1MeCTqS3,Baobab Medical Clinic
RrxywQuOoio,Baolala Dispensary
DqwooToZ1N9,Bar Achuth Dispensary
gFFdF6hGiFe,Bar Agulu Dispensary
yonouRgu7l7,Bar Aluru Dispensary (Rarieda)
DrkmmYfcr91,Bar Hostess Empowerment Support Program (Roysambu)
KZuvBDivc8U,Bar Hostess Empowerment Support Program VCT
VWDrwYWrGdF,Bar Hostess Empowerment and Support Program
x6MDqKzMK08,Bar Hostess Empowerment and Support Programme (Makadara)
lq9mb305HDu,Bar Korwa Health Centre
bhfD7RGs2gk,Bar Ndege Dispensary
VnsjbsW30du,Bar Ober Medical Services
sK3DDy5tVCy,Bar Olengo Dispensary
ZL7FkyG3uwc,Bar Sauri Health Centre
q2BHJPYY8RA,Baraa VCT
MkkNvCAOoTD,Baragoi Catholic Dispensary
gFZWGPYDPW5,Baragoi Sub County Hospital
wZUrNTrCEWz,Baragu Health Centre
D1cq0qClmvS,Baragwi Maternity Home
eulWzIq7SMk,Baragwi Maternity Outreach Clinic Kamwana
JOLHc3v1z2J,Baragwi Medical Clinic
bf1tNuipEC5,Baraka Afya Clinic
upy41BmljXn,Baraka Clinic (Lugari)
QtymXF2J9jB,Baraka Community Med Centre
SN4yXEHo6t7,Baraka Dispensary
tBD7EcDrqR8,Baraka Dispensary (Nairobi)
wLm7XgmJoKw,Baraka Hospital
wungKnwwvR6,Baraka Maternity Home
MKXeML65zsz,Baraka Med Clinic
rVs1hkdZSbB,Baraka Medical Centre
vlBRPE6djeW,Baraka Medical Clinic
wcMsR8yJszY,Baraka Medical Clinic
LJsOGp1YGFM,Baraka Medical Clinic (Lamu)
vaXkKEjF7Ab,Baraka Medical Clinic (Muranga North)
BDWdywDLeVS,Baraka Medical Clinic (Pokot South)
ZMi800D4Jkn,Baraka Medical Clinic (Runyenjes)
jgCyVqimSuW,Baraka Medical Clinic (Samburu East)
SKbRv9Q2INp,Baraka Medical Clinic (Trans Nzoia East)
TzAc4n9x2A8,Baraka Medical Clinic (Vikwatani)
J4Mmxv37aqg,Baraka Medical Clinic Kitengela
t5f2tmrmNqe,Baraka Medicalicare Clinic
yOXLKL5hgaU,Baraka Salama Medical Clinic
f1LFA8yqZMa,Baraka Yetu Medical Clinic
ZsV8YhQ3OPh,Baraka med Clinic (Maara)
EsL8A3kSXNp,Barakeiywo Dispensary
rdDj0xud8Bp,Baraki Dispensary
rBFWBxYsXNJ,Barambate Dispensary
Nl9ofljuN5R,Baranga dispensary
OqyC6vctaen,Barani Medical Clinic
OnDEhHt2DlT,Bararget Dispensary
Ub0k21oCCkR,Barazani Medical Clinic
ueajbPgItSt,Barbarchun Dispensary
jetCZf5Uzd1,Barding Dispensary
qtU8tJxdRSU,Bargain Medical Clinic
CRwRQ7clMO0,Bargoni NYS Dispensary
UqHes42TZwh,Baricho Catholic Health Centre
OGia3FphS8p,Baricho Dispensary
yQujnfNnzQJ,Baricho Health Centre
no3Q20FkJYs,Baringo County Beyond Zero Mobile Clinic
NcCkDlIqJuM,Baringo County Referral Hospital
Vs8n6qr7VSP,Barkorumba Health Centre
DQm2fWxtOgM,Barmil Dispensary
AwVQ3uJftlj,Barnet Memorial Hospital
RmqDWK6KpK3,Barotion (AIC) Dispensary
HXJMJmTVPUt,Barpello Dispensary
fiF6Gec53Pp,Barquqe Dispensary
JnIq6KZ1Itj,Barsaloi Catholic Dispensary
nO53AbCWvrS,Barsaloi GK Dispensary
R6ifURdugzN,Barsemoi dispensary
KpP492AtgPu,Barsheba Medical Clinic
wMXVqPMsRUD,Barsombe Dispensary
R5ojZThWuJk,Bartabwa Health Centre
Jvhg2C1eQ8L,Bartolimo Dispensary
icSyYdS2PaS,Barut Dispensary
I8xFBVGqqHf,Barut Medical clinic
nPdaws1LFph,Barwaqo Clinic
Tlx5XPvYrNV,Barwaqo Dispensary
KilcfFNdFJA,Barwessa Health Centre
c6gXXjpuStK,Basa Dispensary
RZKKfQd1qXS,Base Medical Centre
qwkeGWo4AG6,Bashal Islamic Community Health Initiative
cgoBiFnSR22,Bashid Clinic
e4qufcaiy1w,Basir Dispensary
RVblr15PpG3,Baspen Syokimau Cottage Hospital
CgVjzVlFpGK,Batalu Dispensary
kysmMGHHdFn,Bathi Faith (ACK) Medical Clinic
taRRAQntvz4,Batian Eye Clinic
FYLa9OuCRGu,Batian Flowers Clinic
zXfVPF4qAN8,Batian Laboratory Services
XD3ZtzdMcNW,Batian Medical Centre
H6jafk9RxiO,Batian Medical Services
lnFZf9dVTe9,Bay Leaf Medical Clinic
gSHTleLVrpu,Bay Pharm OPD & Optic Clinic
gGWCryggS8Z,Bay Way Medical Clinic
hxoLlwC6JrN,Bcj Medical Centre
vG1iOKniT2c,Beacon of Hope Clinic (Ongata Rongai)
uPe9jZxBzzm,Beajon Medical clinic
Nw4qZ6KAw58,Bece Medical Clinic
sbda7az3zQo,Bedens healthcare
redd34wc4hO,Beggs Nursing Home (Matunda)
umUmbXTm3UX,Bekam Medical Clinic
pTlrkLDOyAx,Bekibon Dispensary
U5Ydf9GmhUe,Belba Dispensary
yUIJu0YzY70,Belgut Dispensary
dnYnI1i1Bub,Belidavis Health care
R04YLLAYPOI,Belladonna Pharmacy Ltd (village market)
fCLmgx815vO,Bellevue Health Centre
JfH9CXhDjFE,Belmo Nursing Home
IIPpvVYTmpD,Belss Health Care
HcAndfsO8hO,Belwop MarcAnderson Community Health Centre
doC5ZEBUhH5,Belwop Mark Aderson health centre
PPIpuPgptKA,Belwop Mark Aderson health centre
N6JAq2xtuW7,Benane Health Centre
TVgLW7fUNzA,Benane Qokar Dispensary
VAA6fTZov9f,Benard Vision Medical Centre
mxd41sKmlgp,Bendito Medical Center
DWHaE6a9GIb,Benec Medical Centre
YjzBFHmaVTv,Benga Dispensary
MQWGakJAs07,Benglad Family Care Clinic
DKaqVPRcJST,Bengo Medical Clinic
x6KARnRE0b3,Benjamin Wellness Centre (Gatamaiyu)
L1sFTFSWgVT,Benjavan Medical Clinic
XduONySweym,Benjudes Medical Centre
X7xrn2pYk0E,Benjudes Medical Centre
kQyHMVqpfnT,Benma Healthcare Centre
nUv7TS3z7kp,Benmac Clinic
m1CfptepCVX,Bennedict Xvi Dispensary
DwHT9pL2XHc,Benon Dispensary
POzNBYNzLLo,Benonin Dispensary
NqXwJgJCN2H,Bens Labs
bZ2bQ6t6hnt,Bensu Health Care Medical Clinic
rTVWTlKFfhI,Beramo Dispensary
wF4m03C8BPG,Beril's GWP Medical centre
TGv2tQmcGdx,Berton Health Specialists Clinic
HTiy8PaC9PS,Berur Healthcare Services
gTlGfL6iiHi,Bescare Esibuye Medical Centre
F9Zvig9F8vT,Beshlink Medical Services
LZuPES4rUDt,Beshlink Medical Services
HaP5o7WoNQt,Best Health Care Community Services
SmG7cVklu07,Best Healthlife Clinic
baAG21IAhAu,Best wing medical and optical centre
oyMHYuegTO3,Beta Care Nursing Home
h0rVOAyd5it,Beta Medical and Skin Clinic
Eju1ZjNT85y,Bethania Medical Centre
LX3JQ1gaQ3r,Bethania medical clinic
Qo8o4EwSYUi,Bethany Clinic
uWZStRB5zxs,Bethany Dispensary
ff0VFyEXwuc,Bethany Family Clinic
ElWbzzfBiku,Bethany Health Services Clinic
ZopyzIY1OWy,Bethany Hill Crest Hospital
NYRn6ekr5NG,Bethany Medical Centre
syuOHyPXe0V,Bethany Medical Services
a7EICx2ib4B,Bethany hill crest hospital
RizzRJImRoW,Bethel Medical Clinic
NHsfMYHcIrw,Bethel Medical Clinic
hk86L54VUkH,Bethelm Clinic
CVdnx2QMrqs,Bethesda Health Care
loMyppvQa0m,Bethesda Health Care Services Company Limited
CS8aFEi7mCs,Bethesda Nursing Home(Naivasha)
nhRsMvrRnah,Bethezda Medical Clinic
l024I4ziCQv,Bethlehem Home Hospital
P97vatycAS3,Bethsaida (AIC) Dispensary (Nakuru)
qcpqW7cSi4P,Bethsaida (PCEA) Dispensary (Laikipia West)
jAKCwahbShG,Bethsaida (PCEA) Dispensary (Nyeri)
uDKvbPSuZcE,Bethsaida Catholic Dispensary
WzhVQdqCqA7,Bethsaida Clinic (Kirinyaga-Gathiga)
CR67nbxcUNq,Bethsaida Clinic (Kirinyaga-Thiba)
Ou4JZb9y2Gq,Bethsaida Eye Centre
dJaGuifYqNg,Bethsaida Eye Centre
btD0N7ZiZSq,Bethsaida Grandcure Medical Clinic
CSGuycGsRF4,Bethsaida Medical Clinic
uuNZT6rjYne,Bethsaida Medical Clinic (Gatundu)
ZGzzGshLdj7,Bethsaida Medical Clinic (Kangundo)
owFyLPLDenl,Bethsaida Medical Clinic (Thika)
JgsaZGWGb08,Betta Health Care
zBPwY6uLal4,Better Health Services
OrSxEj83FBV,Better Living Hospital
IvO6agVJ5YG,Better Medical Clinic
NLOoHr28b6i,Betties Medical Centre
yoTriEM3pAh,Bevans Medical Clinic
umeGNO2rKiY,Bewa Medical clinic
yRAksPz4ppZ,Beyond  Zero Mobile Clinic (Transnzoia county) delete
wjbD0Xdhq5q,Beyond Scope Hospital
NOuhKfCFzVR,Beyond Zero (Nyamira)
jZMUBljgzIP,Beyond Zero Clinic (Migori)
Nudakf4aro2,Beyond Zero Medical Clinic (Mandera)
FxYUpTIEEsb,Beyond Zero Medical Clinic (Narok)
zs9g0JiJDru,Beyond Zero Mobile Clinic (Meru)
lVLswpJFajQ,Beyond Zero Mobile Clinic Endebess
NgM7jy1Awag,Beyond Zero Mobile Clinic Machakos
N5QSgyRRB5q,Beyond Zero Mobile Clinic(Busia)
o6PAzmMdPPt,Beyond Zero Mobile Clinic(Kwale)
EeUgXAsqcri,Beyond Zero Mobile Medical Clinic (Butere)
pRrUN3Qd23t,Beyond Zero Mobile Medical Clinic (Kerugoya)
mW5hAXqSo2i,Beyond Zero Mobile Medical Clinic (Kilifi)
t6KmeSN6fWi,Beyond Zero Mobile Medical Clinic (Kisii)
iIQItxot79B,Beyond Zero Mobile Medical Clinic (Kisumu)
HEguhCKMOjs,Beyond Zero Mobile Medical Clinic (Kitui)
BMKk3j2RBb7,Beyond Zero Mobile Medical Clinic (Kitui)
apzWN9C3UzC,Beyond Zero Mobile Medical Clinic (Lamu)
Yymqg0xdlGA,Beyond Zero Mobile Medical Clinic (Mombasa County)
tPkEZpOQ4e4,Beyond Zero Mobile Medical Clinic (Taita Taveta)
cshRJlninFB,Beyond Zero Mobile Medical Clinic(Isiolo County)
bZRnwCcVLTi,Beyond Zero Mobile clinic
QNwDh05zv3O,Beyond the Bridge Vision VCT
AXuksDWkMOx,Beyond zero clinic
VfFOzK6LTV7,Beyond zero clinic Rongai Sub County
KgcrKvxRaKj,Bhest Mowlen Dice Clinic
PaKMtCzMDnk,Biafra Lions Clinic
d2rzxeVcRN1,Biafra Medical Clinic
joqSiPin3nH,Biberion Clinic
b5xdYrMeTab,Bibirioni Dispensary
mk85MsanAIc,Bibirioni Health Centre
TJoZabsu6CX,Bible Faith Church Medical Services Dispensary
vUIa955kXzn,Bidii Health Centre
OWaKBFm0A3u,Bifna Medical Clinic (Isiolo)
gIhvIUyM05C,Biga Dispensary
whf6L6Xzk8e,Bigem Clinic
bbXkzFR5qky,Bigot Medical Clinic
WsW4fh73So0,Bigson Health Services
yk52nyJ5L27,Bikeke Health Centre
jk4O2UhUcOy,Biketi Dispensary
wPoz7tDb3nG,Bilashaka Dispensary
OWYJzhfJmXs,Bilbil Dispensary (Bura )
bGAA7uZ39kh,Biliqi Sericho Dispensary
NOMDFj8BbGC,Biliqo Marara Dispensary
YMmNI4hBikd,Bindura Dispensary
Ffi7oitZQoa,Bingwa Afya Clinic(Naivasha)
XhrPpF0LTsQ,Bingwa Dispensary
foUR56v0rad,Binyo Medical Clinic
ymdORoEWOmP,Biotisho health clinic narok
MH8SINfma5l,Biqilla Medical Centre
GshtdFVjHgT,Biretuwonin
kTwHbQeg6Gm,Biretwa health centre
bdb8WQ2woN7,Biribiriet Dispensary
h7ZzjO0KNoG,Birkan Dispensary
dcu1KoOd0nR,Birunda (Lyavo Project) Clinic
SmbwwJ13Qyf,Bisan Biliqo Dispensary
yLtAkW5uxef,Bishop Kalu Dispensary Dispensary
dzY2ptkmDAC,Bishop Kioko Catholic Hospital
aICPnPPQlSb,Bishop Morrow Dispensary
Gj6rfEeSe5I,Bismillahi Medical Clinic
Yl5t2Xw9Q60,Bissil Health Centre
pDCYtQMYzkW,Bissil Health Centre
gW3n6Bb4Mby,Bisunu Dispensary
aZCS6UZRpdL,Bitare Dispensary
m7LwuVEiLkI,Bituyu Dispensary
ahagb4aiyNQ,Biyamadhow Health Centre
vuy4rFctW7N,Bizet Medical Clinic
M9oQdFeDsVi,Blessed Community Clinic
onhHJSziyvx,Blessed Community Medical Clinic
bnAPG8xAAs7,Blessed Louis Palazzolo Health Centre
JqUyb630gXn,Blessed Maria Helena Dispensary
TcVWlqA9LAf,Blessed Medicare Centre
j8wme2j5Btt,Blessed to Bless Medical Clinic
LBUuEsyihkv,Bliss CVS Healthcare Limited (Kapsabet)
QAvP18mzbZU,Bliss GVS (Nanyuki Branch)
F1NU5PORjs6,Bliss GVS Health Care (Mega plaza)
sR8XmNVe3sG,Bliss GVS Health Care (Telepost Clinic)
Iqw49U91JjI,Bliss GVS Health Care (college House)
Wi2unoM0pkH,Bliss GVS Health Care Center Othaya
aoX3F1H3kEi,Bliss GVS Health Care Kimilili
VYtcLjeLhCV,Bliss GVS Health Care Limited
elpDyPHpmwF,Bliss GVS Health Care Limited (Naivasha)
KIkUAxa9oua,Bliss GVS Health Care Limited-Siaya
cxrVHAsKQgy,Bliss GVS Health Care limited
a5ktzUwdtyP,Bliss GVS Health care Limited
BYDCXfBFQsZ,Bliss GVS Healthcare LTD-Maua
RH2LyU1RCTx,Bliss GVS Healthcare Limited
BuGKQ3vlHHc,Bliss GVS Healthcare Limited (Kiambu Town )
CZtTnySqpg2,Bliss GVS Healthcare Limited (Kitui)
F1YAt0zlsGz,Bliss GVS Healthcare Ltd (Imenti North- Meru)
l824xdYRhLZ,Bliss GVS Healthcare Ltd Emali
JrT0FmShKd2,Bliss GVS Healthcare-Embu
bX1FMe2uL6S,Bliss GVS Medical Center Nkubu
Uv89Mpwk4KS,Bliss GVS health care
KxK2wggRpbQ,Bliss GVS health care - Nakuru
taghRg0eAN0,Bliss GVS health care limited
fpdoRS79Qmc,Bliss Gvs Health Care Ltd (Kericho)
WfduLlt6NuA,Bliss Gvs Healthcare (Al-Imran Plaza)
ssayujNtsLD,Bliss Gvs Healthcare LTD Kapenguria
rGturlpJAPs,Bliss Health Care (Kibera)
YT5wlePwvrb,Bliss Health Care Limited (Machakos)
A8QJMriHuJu,Bliss Health Care Maralal
g7CmbEcwrbv,Bliss Healthcare (Nyamira)
sbiS9JSYOHo,Bliss Healthcare Limited - Kakuma
cf10LtCFmXc,Bliss Medical Center Nyeri 2
EZjRJOUOEnL,Bliss Medical Center(Umoja 2)
Jq6fnuHsnHM,Bliss Medical Centre Jogoo Road
mzYIthPRk5W,Bliss Medical Clinic
kCSiG9jc83n,Blissfam Medical Centre
okMzuUdSRMB,Blissful Amani Medical Clinic
POAe4zXIEM2,Blissful Amani Medical Clinic
VB8dE1DwUiw,Blissful Amani Medical Clinic
LN4tQYiay1q,Blissgvs Health Care(Pipeline)
SoAyRt9rGwy,Bloom Dhahabu Ltd
JbYnxqt57Nl,Bloom Health Care
iPOx5SO5F1t,Blossomvale Hope Nursing Home
AntEXbaUVE5,Blue Cross Medical Clinic
PLvmKDS2lqz,Blue Haven Medical Clinic
Jzb6ev63ccp,Blue House (AHF) Dispensary
mFx8PxZLvvT,Blue Light Nursing Home
toePWucCjPL,Blue Line Clinic
ZPYdnLyhRQf,Blue Nile Medical Clinic
mMX6KWl0gp1,Blue Ray Medical Clinic
Mw3vxRKehe7,Bluebells Medical Clinic
bTZzCfsUUIv,Blueturtle Dispensary
g1CgziOanbQ,Boa Dispensary
NjwY5R85aDB,Bobaracho Dispensary
F3iyXRgcsHl,Bodaki Medical Clinic
WawKSiTTtCM,Boddu Pharmacy Ltd
SD8zbK9C7ds,Bodhai Dispensary
gYaEWAxDwbL,Bodi Health Centre
QAsALhw98vK,Bodo Medical Clinic
JYeGYYpvgR0,Boensummit medical clinic
pUx9e19epql,Bofu Dispensary
z3iVrJLrSQo,Bogwendo Health Centre
bmc5MGj6xcQ,Bogyar dispensary
qK7lDhrJPMa,Boi dispensary
xkktH1TfvFt,Boige Health Centre
jc31CNqvToC,Boito Dispensary
k9yqhyTOmKm,Boji Dispensary
MkS9EmjFm5S,Boji Dispensary(Maikona Ward)
VTyN6gSOd5p,Bojigarse Dispensary
qzNcfSWc52u,Bojiyare Dispensary
OUu8TuY2nqL,Boka Dispensary
dZ06ZU1Ls42,Bokimai Dispensary
a6KR1c7QXeL,Bokole CDF Dispensary
CQVjuMqRmMm,Bokoli Base Clinic
L7s7lF6nv95,Bokoli Hospital
aX2ThTzHWkV,Bolimoog Clinic
OYdV2ZTTq4F,Bolowle Dispensary
kh69W34qkjJ,Boma La Tumaini VCT
w84mh8esInK,Bomani Dispensary
ARESw4W0mT3,Bomani Hospital
nIWne3mxn2n,Bomas of Kenya Dispensary
