Facility_ID,Facility_Name
B5Ju05vTpzK,Matumaini PEFA Dispensary
rAjh6XbwoNc,Matumani Mpya Medical Clinic
tbxhIQ6JM0B,Matumbei Dispensary
JUML6lzisNI,Matumbi Dispensary
ofrW88rUDJw,Matunda  Sub County Hospital
zRb4VBix3Qg,Matunda Maternity Home
iuatmqJAf90,Matunda Sub County Hospital
QKlLq6TjIbs,Matundu Dispensary
MdJ4Zb1k9o6,Matungu Sub County Hospital
qGomTzuYbKN,Matungu medical clinic
KKCH0q292Wz,Matungulu Health Centre
pvJMfkaYAoy,Matungulu Medical Centre
jVhl1A0KGIe,Matura Medical Care
ilI3ROaTEuf,Maturu Dispensary
c3Sw12ouZgJ,Matutu Dispensary
nIcmETZwvrA,Matutu Dispensary (Nzaui)
M20xmMfvocG,Matutu Medical Clinic
lWM8gp6hehP,Matuu Cottage Clinic
ZYwmqGDRgY5,Matuu District Hospital
evV553fu7J8,Matuu Mission Health Centre
FJLwPzKpxiy,Mau Narok Health Centre
GPlDrtKqRSZ,Mau Tea Dispensary
IQYewgX95nr,Maua Cottage
vyb3sjyp0R7,Maua Family Medical Clinic
L6mZuHKKeur,Maua Medical Clinic
pnELrefcHxQ,Maua Methodist Hospital
Paz3RnHonTq,Maua Springs Healthcare
Cm3cjBE7D8g,Mauche Dispensary
proWgF1Z519,Mauche Medical Clinic
xTNoG7HG7DE,Maumau Dispensary
N2ziyFSvmFb,Maundo Meri Dispensary
OTwG6MsbpwJ,Maungu Model Health Centre
pnHWEUwoiUe,Maunguja Dispensary
sQB4Vw5Mo68,Mausa Dispensary
s7kF3iHFhmi,Mautuma Sub County Hospital
GEkW7aRGWA2,Maviaume Dispensary
d2buLvJd3rY,Mavid Medical Centre Mundika
My8F17h7hXs,Mavindini Health Centre
f8bxXE1s1yt,Mavindini Ward
aSILwpXCSnU,Mavindu Dispensary
LBMVkiN6Sgm,Mavirivirini Dispensary
N41yfPxtAlL,Mavivye Model Health Centre
bHv5fWNPV64,Mavoko Level 4 Hospital
bofJCK2ECq2,Mavoko Medical Clinic
IcAY6Oco0YH,Mavueni Dispensary
j3UajT53u6M,Mavui Dispensary
VB33VtjV3Hj,Mawamu Health Clinic
rsn1U89XqO4,Mawego Community Medical Centre
nmHHcE1kOsS,Mawego Health Centre
Yv4oL6SQd0A,Maweli Dispensary
cDWVOPhvdMX,Maweni CDF Dispensary
GSMLIGa68Lp,Maweni Community Clinic
rsdEvozVRXa,Mawepi Medical and VCT Centre
q2YkoU00i0A,Mawere Dispensary
T4MYaBm4oo4,Maxident Company Limited Clinic
NUXU4Bz6jIX,Maximum Medical Clinic
TjKtkISre78,Maximum Medical Services
pONdBLiWyET,Maya Medical Centre
OsqEr3psyMM,Mayan Lifestyle Medical Center
Lmx5JKQupiP,Mayanja Dispensary
vTYbdIb2UUP,Mayanja St Pauls Medical Services
JtllB0zMEYx,Mayenje Dispensary
OIUCAFC6TwJ,Mayflower Clinic
ju6vs7c9B0j,Mayian Brilliant Medical Centre
SWbSsYPvUAN,Mayian Community Health Care
ibmejStLn2s,Mayo  Medical Clinic
vSXOwXPKbU5,Mayo Medical Clinic
gxsO6nTWCKH,Mayo Medical Laboratoy
NnAlmtx7og3,Mayos Medical Clinic
KIGlPSrkHHV,Maysparsube Health Services
xGjBNHxGFlj,Mayuge Dispensary
pnHduTXb4hB,Mazeras Health centre
sLDPyfas55n,Mazeras Outpatient Center
kJDu4oOfK3L,Mazira Memorial Hospital
T1hWzc3sP8M,Maziwa Dispensary
z2V9BrTObHC,Mazola Dispensary
RMxrov0mRw3,Mazumalume Dispensary
S9itqWWPUqs,Mbaga Dispensary
HG5fUsbdzk6,Mbaga Health Centre
ByiHGSgYyaR,Mbagara Dispensary
NvImqdRfXTa,Mbagas Dispensary
mu9d9jNXA6Y,Mbagathi District Hospital
mrAt9Y3nTvD,Mbaka Oromo Health Centre
tYtTS1NxbBe,Mbalambala Dispensary
pThhj7hcUnM,Mbale Health Centre
TY7Jjc6YxV8,Mbale Medical Clinic
DbCCiO4AXdh,Mbale Rural Health Training Centre
CG9vm2LJPIR,Mbale Specialist Health Centre
smevdO8k4H9,Mbaleway Side Clinic
f8lMdEOBMXL,Mbamburi Medicare Ltd
EbTeZ2uAjKv,Mbaraki Police VCT
A0xOMjyF31x,Mbaranga Catholic Dispensary
p9BQiFgNqip,Mbaranga Dispensary
bOheTJexEiM,Mbari ya Igi dispensary
yFb4flXkgyQ,Mbaru GOK Dispensary
KjOAVjy74vd,Mbaruk Dispensary
paUN6emwBzP,Mbau-Ini Dispensary
v7tHjnqJp4v,Mbavani Dispensary
Kr5Vxuz1yLl,Mbeere District Hospital
Sv2N7LtmPBa,Mbegani Dispensary
slWwIzETE49,Mbeka Dispensary
vR0bI46qL7D,Mbembani Dispensary
LNxAuLQveoD,Mbenuu Health Centre
QGDYhPfwBWt,Mbeu Sub-District Hospital
hOwIf7ekZ2I,Mbici Dispensary
SHtOnM2wBUO,Mbiini Dispensary
C4Ns5xRaDFA,Mbiri (ACK) Dispensary
CHV0rH9hpGA,Mbirikani Dispensary
xs75XUfLcbS,Mbirikani Dispensary
wXwH1HE5zBG,Mbita Dispensary
INZIdiVcdZp,Mbita Dispensary ( Mbeere )
rLTST5T975t,Mbita Sub-County Hospital
IO041phsRow,Mbitini (ACK) Dispensary
Q0WwPORvQYR,Mbitini Catholic Dispensary
fUEgWNQsEKx,Mbitini Dispensary
x8kNXLmgEDu,Mbitini Health Centre
EAJcuBSHL47,Mbitini Ward
V0TLwliVcEl,Mbiuni Health Centre
EG7ItpBJjQZ,Mbiuni VCT
Yq3aTkXLPJu,Mbogo Valley Dispensary
VAKx1xMbqMb,Mbogoini Dispensary
UiuRqwz4EGL,Mbogoini Dispensary
Pf6O7e2obMA,Mbondoni Dispensary
CQHJigpFnWc,Mbondoni Health Centre
tkWVWdSzZCJ,Mbonzuki Dispensary
ZRzX46eulvM,Mbooni (AIC) Dispensary
pCUabLDKcQM,Mbooni Sub County Hospital
VbYot2ROb2I,Mboroga Dispensary
R13VHIlBzno,Mbotela Clinic
fJQLXCCqs93,Mbuani Dispensary
O0RZADYsZKW,Mbudzi Community Health Centre
fXwgSNC5K3B,Mbugiti Dispensary
UpSJbkTCmSw,Mbuguni Dispensary
geAHgPpQwLl,Mbui-Nzau Dispensary
QxHey77ojl7,Mbuini Dispensary
vhF5PNXAOkk,Mbukuni Dispensary
rwi0IMJ2HhP,Mbulia Dispensary
OYUrVEL69ec,Mbuluni Dispensary
w8xDg970G74,Mbulutini Dispensary
hJ2Hv8MfMKI,Mbungoni Catholic Dispensary (CBHC)
A9r9JtEup75,Mbuni Dispensary
RIgueT0ZHXr,Mbusyani Dispensary
jijLQlvWDKF,Mbusyani Dispensary-Kangundo
DkqZGBy1IPy,Mbuta Model Health Centre
UC5jaamiA17,Mbuti Medical Clinic
geOkVvPwlny,Mbuvo Health Centre
HQu66eoiazH,Mbuvori Prime Health Providers
gwB2ZiLFNyy,Mbuwani Dispensary
VI8FnbLBPDD,Mbuyu Dispensary
l50mbULvNaG,Mbwajumwali Dispensary
Mt0t1FQrKV9,Mbwaleni Dispensary
So4x117y7pL,Mbwinjeru Dispensary
EoqVQSlBpce,Mbwinjeru Methodist Dispensary
MZdph7UEuEn,Mbyani Catholic Dispensary
TsqchCAep0c,Mchana Estate Dispensary
wI9Tpg3hlw0,Mecasol Clinic
TUYYbAUdrXo,Mecca Medical Clinic
r003lM7ULWV,Mecheo Dispensary
C5PLq7spOnB,Mechimeru Model Health Center
CnGHzVzjT5O,Med Afric Medical Clinic
nPCWBMlKGLs,Med-Line Health Care
vNl3Awby004,Medafya Healthcare Limited
hrSaq98Hs0p,Medanta AfriCare Medical Clinic
iW5dYr4C91w,Medanta Africare (Waiyaki Way)
nVpINlud6db,Medanta Africare LTD Mombasa
QeWqFdq9HjH,Medanta Africare Limited
TbWi5dK0szD,Medanta Africare Medical Centre (Waiyaki way)
IN2RxkubMGE,Medanta Medical Clinic
XgGmjcwygCg,Meddheal Hospital Maternity and Nursing Home
maDPBCxrR28,Medecins Du Monde/France (Kangemi Kang'ora)
G57cKD9pVt9,Medhiram Medical Centre
umHmiQaz6p6,Medi -Touch Clinic
JJvrD71toNi,Medi-hub Healthcare Ltd -Juja
SZXzMDWmsPL,Medibear Health Services
urgHehOklgm,Medical Centre Clinic
a1v6zcMrGeB,Medical Clinic (Likoni)
z73oK3D64of,Medical Link (Gucha)
rxESvHl3vVu,Medical Link Integrated Health Program
qS2VZ702Ptx,Medical Plaza Clinic Banana
MpOE0GODhiK,Medical Promise Clinic
kwMvLOcLX8F,Medical Reception Dispensary
BglnKSMKISK,Medical Reception Service - Ist Kr
GkZEOFeUu78,Medical Spiral Clinic
c2pmHySB4jJ,Medical Training College (Nyeri)
kiSV5dgLWof,Medicare Clinic
Gf4lXuOjUun,Medicare Health Satellite
yHZp8VN4Z0I,Medicare Medical Clinic
rg2QChGLA4d,Medicatia Hospital
gpfyXA44VzU,Medication Therapy Management Ltd MC
Tt1Szdb6aWV,Medicross Embu
GE6CXhMkNlw,Medicross Hospital
j0lV8JvsTpB,Medicross Jubilee Mombasa
N9dVs5IpMzC,Medicross Kenya
lBRyclGgk78,Medicross Limited Langata Mall(Mugumoini)
IhifCYIbWJD,Medicross Limited Medical Clinic
CWISeDFlInF,Medicross Limited Mumias
wARGv24OguJ,Medicross Ltd (Kawangware)
QC6OZrJ1JdX,Medicross Medical Clinic
R75DvoSo1F7,Medicross Medical Clinic (Meru)
VlmTAUDpio3,Medicross shiv plaza
ySXSbeDBUfo,Mediforte Hospital Limited
vvn3gDTLRiA,Medigold
TIMlJYy9SAV,Mediheal Hospital
xeb4NXdCIA1,Mediheal Hospital (Eastleigh)
jep8ixiYEw0,Mediheal Hospital (Nakuru)
hVOlwOQVBqc,Mediheal Hospital Parklands
aX0lxb5HPmg,Mediheal Hospital Town Clinic-Nakuru
mzmQSZ0UwK4,Medijav Medical Services
BePmUvDzU4X,Medileads Laboratories &Clinic
bEPaMvqNFXu,Medilink plus clinic- Rongai Nakuru
DHbmiSGUjiv,Medina Diagnostic
Y2bOKooRPaH,Medina Health Centre
YCP7jFaj64F,Medina Hospital
mNR3CnZI0IH,Medina Medical Clinic
Gv6OwZSA8YB,Medipoint Clinic
SPk23rW6X17,Medipointe Medical Multi-Specialty Clinics Ltd
sZOI5RDvrIU,Medipointe Medical Multi-Specialty Clinics Ltd
BDvSwwqIYHQ,Mediquest Diagnostic Centre Limited(Naivasha)
gsCYa4KxQok,Medirex Medical Services
pVKvt7k2Ezl,Medisprings Medical Centre
J1uEk0x8U2W,Medistar Annex Kericho Ltd
JFawTT0Jmxy,Meditrust Health Care Services
W14cuna7j89,Mediverse Community Hospital
bUT1BUFie4h,Mediwell Healthcare
MJuFotg3hgf,Medizone Medical Centre
VxUYvgLEtP7,Medlife Health Care
rfm4VlJjgYZ,Medlife Hospital Limited
dNDIyEyo5hd,Medlink Medical Clinic
A7Pli7Qp7pg,Medlink medical centre
kZoji2BsPmv,Medof Medical Clinic
GhqPx6659TC,Medscope Dental Care Clinic
bpOzYj0GhRg,Medspar Medical Centre
Q7cz2lDtY1t,Medstar Clinics-Mosocho
pNm2unkVVoR,Medstar Medical Clinic
C8y7rw5oR9F,Medstop Healthcare Kenya (Ikonge)
OL1lDQub91h,Medstops  Healthcare  Kenya
IS56qILX7e5,Medtexas Medical Clinic
ffwwGma731U,Medvine medical clinic
dcHigAaknnI,Medwin Medical Centre
UiaSlvLm7pb,Mee Like Majengo
biJipMpCPNK,Meek HealthCare Centre
VLaTT3eMYcE,Meeting point CNS
wz0f8Mct2sz,Meguara Dispensary
oJcCDwp7HnM,Megwara Dispensary
JnRzMlc40Fb,Meibeki Dispensary
u7F90DWZHIk,Meims Medical Centre
sTWR6RYPgdj,Meisori Dispensary
K5DMsJvdmIX,Meka Medical Clinic
O8JiuIlnJqW,Melchezedek Hospital
capQ2Pi076T,Melchizedek Medical Clinic(Ngong)
rAxj4yQRNQP,Melchizedek Medical clinic
gH2xbv4PEuL,Melkasons Clinic
V3g1Ng5bc8j,Mellisa Medical Centre
Z8VibeYGLDv,Melrose Arc hospital
R0DV22i3suI,Melwa Health Centre
DBFpexTN1GH,Memo Clinic
shrmhDQrrFT,Memon Medical Centre
FjX69scm7lW,Memorial Hospital
XF1v3FhII0M,Memret Medical Clinic
sUeW1YpsFL9,Menegai Medical Clinic
myfVX5TGbWJ,Menelik Chest Clinic (Adams)
GqV92emjJFN,Menengai Crater Dispensary
iuldhpF2IHo,Menengai Dispensary
WV1wPEDH6et,Menengai Health Care Services
FpLSLY0T5xY,Menengai Sunrise Medical Centre
B18MbgzQymy,Menet Dispensary
dVJIr4Sy7na,Menet Dispensary
RepQGstxdvk,Mengi Medical Clinic
x9gdPJ7oWpK,Menich
tjE4474Y2LA,Mentera Dispensary
TqhebgXfh8r,Menwe Dispensary
jANQ3KJg3zK,Mephi Medical Clinic
ucrfW9xxnwB,Mephibosheth Medical Clinic
h7r1VGYjltH,Mepter Medicare Clinic
l0l9HOhMJtc,Mercal Health Care Ltd
mLeZs2UQqxN,Mercal Healthcare Bukembe
VhRKqTuwAP6,Merciful International Guild
B8SmKVbMgPs,Mercillin Afya Centre
cxxP8dKnOqk,Mercy Advent Medical Centre
ufeO3R6mcFt,Mercy Afya Clinic
AyiVk8zndLY,Mercy Clinic
FljPykVZOin,Mercy Clinic (Ikutha)
BgSvoiad9lC,Mercy Dispensary
PbGE5IluYFX,Mercy Dispensary (Lare)
IZY2JLds4Mg,Mercy Health Centre
dcnhTpMFSDo,Mercy Hospital
TNK8sDdtYGB,Mercy Medical (Kianugu) Clinic
vp0qwrZfnXZ,Mercy Medical Clinic
YWRGBTI9nfS,Mercy Medical Clinic
CpMlCkQoBnj,Mercy Medical Clinic (Kandara)
h2T6agSPgeR,Mercy Medical Clinic (Othaya)
qDuwP2N7kW4,Mercy Medical and Paediatric Health Care Clinic (Wote)
AXLt3hqpqDa,Mercy Mission Health Centre
SEvEw5XSNVr,Mercy Mission Hospital  Annex  (Nakuru)
g05SuhoFmSV,Mercy Mission Medical Dispensary
SFEXK5lGYf0,Mercy Mobile Clinic (Kipkelion)
oBr8cmnAali,Mercy Mobile Clinic (Molo)
RRrrMUuzYQ5,Mercy and Grace Medical Clinic
OF6kQwvmeKw,Mercylight Hospital
ZPqh3MgjPrl,Mercylight Hospital (Lucky Summer)
tjpnC8SWMVU,Mercylite Medical Clinic- Ruiru
UwlDiBvmy7s,Mercylite Medical Clinic- Ruiru
n8YUtdGWGVp,Mere Dispensary
SZSRCK3TjZN,Merewet Dispensary
umFiBmsk8gg,Meri Health Centre
RxczdBovUcL,Meridian Clinic (Kitengela)
D1sJppq7GNI,Meridian Equator Hospital
DjJ3YauGo8Z,Meridian Medical Centre (Buruburu)
IDIznOCTMKr,Meridian Medical Centre (Kileleshwa)
B8UDly8Gq2x,Meridian Medical Centre (Kileleshwa)
YADJJGFW7pT,Meridian Medical Centre (Kisumu)
lrYSIJWtDtX,Meridian Medical Centre (Machakos)
IuFU2cs1RzE,Meridian Medical Centre (Mombasa)
N8Sp4yrUsog,Meridian Medical Centre Nakuru
BZqwDT9cbQV,Meridian Medical Clinic (Ongata Rongai)
dzXebFcZp7Q,Meridian Medical Clinic(Kiserian)
VIZr6vkJjBo,Meridian Medical Donholm Clinic
VEde2ZaEcYZ,Meridian Medical centre (Nation Centre Bldg )
K6aZavAsVgS,Meridian hospital
aL5ylUzJokH,Merigi Health Centre
SShWRHjs0K1,Merille Health Centre
XQRkaT4HvZK,Merti Catholic Dispensary
IwEB1zxjT8m,Merti Health Centre
UNWE8sXbjqD,Merto Dispensary
gwdyO9TcRFX,Meru Avenue Medical Plaza
wdhNieSzEb0,Meru Childrens Clinic
Sf2295m7pG3,Meru Clinic
IheXkMWR3FT,Meru Consultants
RQRhI73vbG1,Meru Consultants Laboratory
hglX1RoLwLd,Meru Dental Services
IzGQCjxOWV7,Meru Diagnostic Laboratory Services
kle8SVVRyYp,Meru Dignostic / Laboratory Services
uwvOG2N2Cmt,Meru District Hospital
dAfXVr5cvXS,Meru Doctors Plaza Ltd
NSsu4EHtuGu,Meru Hospice
ZfMkuuqM2an,Meru Jordan Hospital Ltd
VvCQlpg7mKd,Meru KMTC Student/Staff Clinic
yzimn56BqEH,Meru Medical /ENT Clinic
oqx2QL0omrn,Meru Medical Diagnostic Imaging Centre Ltd
oj55PX4uT2O,Meru Medical Plaza Laboratory
oKGqRa6Kq3l,Meru Medical Stores
a4SW0G5TPmr,Meru Technical Training College Clinic
a4SCO3W1EXR,Meru University Health Centre
EnLLrnFcmLn,Merucare Medical Centre
ToCPzsCXUMU,Merueshi Village Community Health Centre
bX3HnM0HBX8,Mesedith Medical Clinic
TfbRjlGlaya,Meshenani Dispensary
vHJSjIoUXRR,Mesilya Dispensary
Cd0A3b9EpZz,Messianic Medical Clinic
Ec7ISGiFLJF,Meswo Medical Clinic
bKi5uVs0DDm,Meta Medicare Center
KK1WcZXESxW,Metaburo Health Centre
rqGhqms8Lkt,Metameta Clinic
h3ZRAclZqK8,Meteitei Sub-District Hospital
q9gM1Yfwh8Z,Meti Dispensary
NllZFLIZezD,Meto Dispensary
vicPV7XANol,Metrick Medical Clinic
NrudwGefRaa,Metro Optician Clinic
Hu1BwBlNLr6,Metropolitan Hospital Nairobi
qGQhIRfXtSk,Metropolitan Medical Clinic - Kehancha
sKcpukJoSY4,Metta Dispensary
HqfSZCDJltF,Mewa Drop In Centre (Kilifi)
LLxCRZG7BNQ,Mewa Drop In Centre Mtwapa
fj2BF4VYjlk,Mewa Drop in Centre
r1TbCZwi10y,Mewa Hospital
F9HyU203IzU,Meyan Dispensary
mUu3mPfuVz2,Mfangano Central Adventies Mission
XmiBtsiz2Yi,Mfangano Community Health Centre
zhKMkZZX3Eq,Mfariji Medical Clinic
crwMVmc9804,Mgamboni Dispensary
wApnzePiW2v,Mgandini Dispensary
iZg0Knh5nhS,Mgange Dawida Dispensary
J2Twz5u5b4j,Mgange Nyika Health Centre
b3cThDEpmVQ,Mgerienge Medical Clinic
qv8x924vigh,Miambani Catholic
ZSphtl0DYFq,Miambani Health Centre
kwXyFrsHTpb,Miangeni Dispensary
bTMaWzOeSk3,Miangeni Dispensary (Makueni)
u5Q8t1MZqr3,Miangeni Dispensary (Mbooni)
jYSPwpA0gha,Miasenyi Dispensary
pP9chFqKMHb,Miathene District Hospital
C7ohiBVz7to,Miathene Medical Clinic
A9aylqAXi0g,Miatsani Dispensary
nI5nC5oe8Hd,Michaela Denis Medical Clinic
VlELqFdgpj3,Micheus Clinic
oplIvLzxuNl,Michira Dispensary
FzSPuBh9vzc,Micii Mikuru Clinic
ii7FgsLyqov,Mid Hill Medical Clinic
ZurXycAWIS6,Mid Hill Medical Clinic (Ngong)
TojBQ24VSnX,Mid-Town Youth Friendly Centre
UlOy160zonh,Midida Dispensary
q1s9N8ySExB,Midland Health Centre
qMNc3YVyu0P,Midoina Dispensary
q3Hiw70svzH,Midoti Dispensary
ewcGG9nFLu5,Midway Clinic (Kamacharia)
yqVCQqifDtt,Miendo Dispensary
jFkxMdbuA53,Migag Dispensary
wSCzYEjhv03,Migere Health Centre
Tc6CxDQqhM9,Migingo Island Clinic
LGb9PTMAZln,Migodomani Dispensary
dOTpdQwrYeN,Migori County Referral Hospital
xYVh11058m8,Migori GK Prison Dispensary
YRyV4nAX5YF,Migori Health Station Medical Clinic
IWNraWoGhoz,Migori TTC Dispensary
zZdbrp6Tyiv,Migosi Sub County Hospital
x462dW7nh12,Miguneni Dispensary
Uo3USBvvM3j,Miguta Community Dispensary
ago4E17hXbm,Migwani Medical Centre
Mi0pnaEXWh2,Migwani Sub County Hospital
AgXw85ObcL2,Mihang'o Community Dispensary
U7T3a53VG5g,Mihang'o Dispensary
QQXJZpf7M35,Miharate Medical Clinic
ww6feYH41SM,Mihuti Dispensary (Muranga North)
P2DnIWxPQ67,Mihuti Dispensary (Nyeri South)
cLv27iR1m3R,Mihuti Medical Clinic
PoGRaH97BVF,Mihuu Dispensary
E79paVDaTlG,Miiri Community Dispensary
MmKZuJfRqCq,Mijay Clinic
Ght4C4o0gse,Mijomboni Dispensary
xzA7RXgvfit,Mikanjuni Family Medical Clinic
FNOWeXs3095,Mikanjuni Medical Clinic
Udaaomim77o,Mikaro Dispensary
wpPJRac8Zpf,Mikeu Dispensary
dQyu0dmtWHG,Mikeu PCEA Medical Centre
Zbiixb1PWrk,Mikindani (MCM) Dispensary
FdzyWE8bSST,Mikindani Catholic Dispensary
VAl6rQLEgdF,Mikindani Centre of Hope
IT9A0y0Fhnm,Mikindani Hospital
vGh67T1wnv9,Mikindani Medical Clinic
rZ0TTYsqvX4,Mikinduri Health Centre
d8XFCY3bpMj,Mikinduri Intergrated Medical Clinic
jobx0qAOpoC,Mikinduri Sub-District Hospial
qY1TkZ1H4Ar,Mikongooni Dispensary
VKznHdoIouq,Mikui Dispensary
Mc7rOQNXQDB,Mikulinzi Nursing Home
fkW2AtRyW2I,Mikumbune Sub-District Hospital
cUFNn3UckW7,Mikuyu Dispensary
fKBwDhz2uOP,Mikuyu Dispensary
PCezP5Hywr1,Mikuyuni Dispensary
TjbSrT7E52j,Mikuyuni Dispensary
YrDjjmnHxha,Mikuyuni Dispensary (K-South)
y5Djo38m0mj,Milaani Dispensary
ZN1fhiouZfM,Milalani Dispensary
QOKaVUPEWEt,Mile 46 Health Centre
YOeTnXJt6Ew,"Milele Dental Care, Githurai"
Cs6hEexzy0I,"Milele Dental Care, Githurai"
PkluJozhxUq,Milele Medical Clinic
MDtpxJARA3o,Milenye Health Centre
vapzDELPAEH,Milestones Neonatal &Paediatric Consultants Limited
FbEq5cO03Oz,Milestones Neonatal &Paediatric Consultants Limited
k5UjjVvYZI7,Miliki Afya Medical Clinic
vmQiwanlGCe,Milima Tatu Dispensary
jqhdt0LKOF6,Milimani Dispensary
zishViD2fmn,Milimani Hospital
znRqkAjwNQf,Milimani Medical Centre
hiMcsIACswA,Milimani Nursing Home
f57OAkbOK9B,Millany Medical Clinic
kPQ0eHv8sXA,Milo Health Centre
O1Wao1JYqN1,Miloreni Dispensary
Myq1ZTOEgEg,Miluki Dispensary
xG3sNB9SnRY,Mimosa Cottage Hospital
PIXoJMTOosr,Mindhine Dispensary
bMTnmUmmVzc,Miniambo Dispensary
V7timXgWNyd,Ministry of Education (Moest) VCT Centre
fuyFC8uMaxU,Minjore Dispensary
FyAFoMJe2KZ,Minto Family Healthcare Services
XAPqqWp5zmo,Minto Medical Centre
sijQjq4rhfT,Minugu Dispensary
RuVa3z3qxpv,Minyenya Health Centre
vnKPakvTTHo,Miomponi
DfZmGD7EH3O,Mioro Dispensary
bY0SnlucyLh,Miorre Dispensary
MWGF53AVAMF,Miraj Medical Centre
umOkAJJ3aUH,Miranga Dispensary
uzHQrtISRGK,Miranga Medical Clinic
ibwx3O2yztO,Miranga Sub County Hospital
ClfJQm3Docv,Mirangine Health Centre
XEIjZ8kLzBa,Mirangine Medical Care Centre
wTvF9os0GY9,Mirere Health Centre
UTMWoWg8xv5,Mirigamieru Health Facility
qavGVyGtzJd,Mirihini Dispensary
qaTjMQMpHPq,Miriri Dispensary
b50DtgUAzgG,Miritini (MCM) Dispensary
WF04P1pRp2f,Miritini CDF Dispensary
WKVdlDJsa9q,Miritini Medical Clinic
DJbGPQhE93o,Miriu Health Centre
WHVUdhAkuCQ,Mirmed Health Care
FL59pgqDXol,Mirogi Health Centre
b7nexXZFBAV,Mirror Care Medical Centre
h01C8P5M7cJ,Mirugi Kariuki Sub County Hospital
QKMVZTFTZXw,Misambi Baptist Medical Centre
MqTbpO3e1hW,Misanga Dispensary
YT96nW0zOiS,Misemwa Dispensary
T6kjXKie5KZ,Misesi Sub County Hospital
NNm9zkNVgFW,Mishomoroni Dispensary
qot2ytiNRpd,Misikhu Dispensary
WnNbn5zRE6m,Misikhu Medical Clinic
xha47QEhYT7,Misiwi Memorial Hospital
gS6OsJlnSLO,Miskwony Dispensary
ttjlT9tfGCj,Misori Dispensary
pd8QWEyzxge,Mission Care Nursing Home
dsPlGUuefIA,Mission K Clinic
HrjZY2Ikffx,Mission Medical Clinic (Bahari)
BvfwgH5LaTc,Mission of Hope
aNrWrIybSR3,Mission of Hope International Medical Centre
u4oYyK5yC2Y,Mission of Mercy Clinic
WhcaprEwMuL,Misufini Medical Clinic
MsPylRArLuB,Misyani (Catholic) Health Centre
gPQpSkpJrdX,Mitaboni Boundless Medical Clinic
WK5p6zkEhfX,Mitaboni Health Centre
LpYzGC7QJoQ,Mitaboni Mission Dispensary
WSmI7U4BPLQ,Mitambo Dispensary
w84sLzhuZUy,Mitamisyi Dispensary
nE5HOBqAQ9R,Mitethia Medical Clinic
KP58I6j0B7U,Mithikwani Dispensary
UB4Vw7ESB0y,Mithumoni Dispensary
MtTTYN36PIJ,Miti-Mingi Dispensary
Ckpk7d0np50,Mitiini  Medical Clinic
ri9BwbyHMBZ,Mitini Miracle Revival Church Clinic
ghpUHyoPMCV,Mitsajeni Dispensary
yziyz0xzElK,Mitubiri Dispensary
kQiCdCpAcfY,Mituki Medical Clinic
e9oq8DYfpCM,Mituki Medical Clinic-Ekalakala
I4rhKKyqMjo,Mitume Dispensary
olWgUsoEXF9,Mitunguu CCS Dispensary
BoEntfV8p0o,Mitunguu Catholic Dispensary
DRRmd0KhJ7U,Mitunguu Dispensary
kvEc3s2v3De,Mitunguu Hospital (Marimanti Branch)
V6gMIsSRXeo,Mitunguu Medical Services
Q7lvZqAW3Kn,Mituntu Health Centre
TZLYlf7RVq1,Mituvu Dispensary
bu1GIhXzkRS,Miu Dispensary
s0KfIcXWa0t,Miu Health Centre
Nf9VA82keB9,Miumbuni Dispensary
RBZmOzUCWsg,Miumoni Dispensary
SmwH1kSTv25,Mivukoni Health Centre
IBO76lif4Fr,Mivumoni (Catholic) Dispensary
MUP4SmrtbfM,Miw'ongoni Community Dispensary
Z5NeINoTgxS,Miwani Health Centre
rmc0r2tMXfk,Mizijini Dispensary
bXF0VY9kv3l,Mjanaheri Dispensary
POax5cB0pAZ,Mjeni Medical Clinic
zyuBBJsgA3V,Mji Wa Huruma Dispensary
we0DUGyAhOI,Mkang'ombe Dispensary
Apuzt6X31WX,Mkanyeni Dispensary
TJGfV5eIek2,Mkm Medical Clinic
WxvuSwHYkww,Mkokoni Dispensary
QUNcziZkCKp,Mkondoni Dispensary
THNDq8DTAhT,Mkongani Health Centre
ymyXICc8qiI,Mku Dispensary
Al89kMrg3Yt,Mkundi Dispensary
dNNCJcHxNSm,Mkunga Nursing Home
MpjCuw3Cic1,Mkunumbi Dispensary
nKsYZHJP9tb,Mkwiro Dispensary
ebxBpxNXZP1,Mlaleo CDF Health Centre
JLycfrnh9yB,Mlaleo Medical Clinic
TaFv14A2EPb,Mlanjo Dispensary
yOLZXnYLCeD,Mleghwa Dispensary
W4iT4HvZqo1,Mlimani Dispensary
oFxoGR6nj0P,Mlolongo Health Centre
OuaEx1YUfRw,Mlolongo VCT
B0PjUV9h6dc,Mlolongo Wellness Centre
acXTP4OkUTk,Mlungunipa Dispensary
FPKq9W5nRvM,Mmak Embakasi Stand Alone VCT
bTTjOUsE7hg,Mmangani Dispensary
U5xbK4LZeYP,Mnara Dispensary
aYdjz9VZhBX,Mnarani Dispensary
AiKk6kfxO0p,Mnazini Dispensary
fl4BOlbwbHC,Mnistry Of Public Works Dispensary
bplF50Sazvt,Mnyenzeni Health Centre
lvkR6TUkpS0,Mnyenzeni community medical clinic
pL1BIiPLYyS,Moa Dispensary
SRrrMiTiEjv,Mobet Dispensary
Vhnk1RQGGs6,Mocare Medical Clinic
