County,SubCounty,Facility
Bungoma County,Bukembe East Ward,Nzoia Sugar Dispensary
Bungoma County,Bukembe West Ward,Creadis HTC Centre
Bungoma County,Bukembe West Ward,Mabanga Medical Clinic
Bungoma County,Bukembe West Ward,Namirembe Dispensary
Bungoma County,Bukembe West Ward,Ndengelwa Dispensary
Bungoma County,Bumula Ward,Bumula Sub County Hospital
Bungoma County,Bumula Ward,Nasianda Health Centre
Bungoma County,Bwake/Luuya Ward,Khachonge Dispensary
Bungoma County,Bwake/Luuya Ward,Luuya Dispensary
Bungoma County,Bwake/Luuya Ward,Lwanda Health Centre (Kabuchai)
Bungoma County,Bwake/Luuya Ward,Nasaka Dispensary
Bungoma County,Cheptais Ward,Chepkube Dispensary
Bungoma County,Cheptais Ward,Cheptais Sub County Hospital
Bungoma County,Cheptais Ward,Kanganga Dispensary
Bungoma County,Cheptais Ward,Maendeleo Medical Clinic
Bungoma County,Cheptais Ward,Mt Elgon Clinic
Bungoma County,Cheptais Ward,Nalondo Dispensary
Bungoma County,Cheptais Ward,Paradise Medical Clinic
Bungoma County,Cheptais Ward,Spicas Medical Clinic
Bungoma County,Cheptais Ward,Wasio Dispensary
Bungoma County,Chepyuk Ward,Kopsiro Model Health Centre
Bungoma County,Chepyuk Ward,Kubura Dispensary
Bungoma County,Chesikaki Ward,Cheptais Medical Clinic
Bungoma County,Chesikaki Ward,Chesikaki Dispensary
Bungoma County,Chesikaki Ward,Kapkota Dispensary
Bungoma County,Chesikaki Ward,Marigo Dispensary
Bungoma County,Chesikaki Ward,Tuikut Dispensary
Bungoma County,East Sang'alo Ward,Mechimeru Model Health Center
Bungoma County,East Sang'alo Ward,Mumbule Dispensary
Bungoma County,Elgon Ward,Chebon Medical Clinic
Bungoma County,Elgon Ward,Chemses Dispensary
Bungoma County,Elgon Ward,Chemworemwo Dispensary
Bungoma County,Elgon Ward,Chepkitale Dispensary
Bungoma County,Elgon Ward,Kamuneru Dispensary
Bungoma County,Elgon Ward,Koshok Dispensary
Bungoma County,Elgon Ward,Mt Elgon Sub County Hospital
Bungoma County,Elgon Ward,Sacha Health Centre
Bungoma County,Elgon Ward,Sambocho Health Centre
Bungoma County,Elgon Ward,Skovic
Bungoma County,Kabuchai/Chwele Ward,Benglad Family Care Clinic
Bungoma County,Kabuchai/Chwele Ward,Bewa Medical clinic
Bungoma County,Kabuchai/Chwele Ward,Chwele Sub County Hospital
Bungoma County,Kabuchai/Chwele Ward,Holy Care Medical Clinic
Bungoma County,Kabuchai/Chwele Ward,Kabuchai Health Centre
Bungoma County,Kabuchai/Chwele Ward,Nalondo Cbm Dispensary
Bungoma County,Kabuchai/Chwele Ward,Nzoia Medical Centre (Chwele)
Bungoma County,Kabuchai/Chwele Ward,Open Heart Medical Centre
Bungoma County,Kabuchai/Chwele Ward,Sikusi Dispensary
Bungoma County,Kabuchai/Chwele Ward,Syria Medical Clinic
Bungoma County,Kabuchai/Chwele Ward,Wanda Medical Centre
Bungoma County,Kabuchai/Chwele Ward,Weyeta Medical Clinic
Bungoma County,Kabula Ward,Kabula  Health Centre
Bungoma County,Kabula Ward,Talitia Dispensary
Bungoma County,Kamukuywa Ward,Dunton Medical Care Centre
Bungoma County,Kamukuywa Ward,Grassroot Community Health Services
Bungoma County,Kamukuywa Ward,Kamukuywa Dispensary
Bungoma County,Kamukuywa Ward,Makhonge Health Centre
Bungoma County,Kamukuywa Ward,Sulwe Dispensary
Bungoma County,Kapkateny Ward,Kapkateny Dispensary
Bungoma County,Kapkateny Ward,Kapsambu Dispensary
Bungoma County,Kapkateny Ward,Kipsigon (FGC) Health Centre
Bungoma County,Kapkateny Ward,Ruanda Dispensary
Bungoma County,Kaptama Ward,Chemoge Dispensary
Bungoma County,Kaptama Ward,Chepkerer Dispensary
Bungoma County,Kaptama Ward,Chesinende Dispensary
Bungoma County,Kaptama Ward,Kaborom Dispensary
Bungoma County,Kaptama Ward,Kaboywo Dispensary
Bungoma County,Kaptama Ward,Kamenjo Dispensary
Bungoma County,Kaptama Ward,Kapchebon Dispensary
Bungoma County,Kaptama Ward,Kaptalelio Dispensary
Bungoma County,Kaptama Ward,Kaptama (Friends) Health Centre
Bungoma County,Kaptama Ward,Kaptama Health Centre
Bungoma County,Kaptama Ward,Kongit Dispensary
Bungoma County,Kaptama Ward,Sikotia Medical Centre(KAPTAMA)
Bungoma County,Khalaba Ward,Ace Africa (k) Wellness Centre
Bungoma County,Khalaba Ward,Aga Khan Health Service Bungoma Centre
Bungoma County,Khalaba Ward,Alphine Health Care Medical Clinic
Bungoma County,Khalaba Ward,Elgon View Medical Cottage
Bungoma County,Khalaba Ward,Fountain Healthcare Limited (Bungoma)
Bungoma County,Khalaba Ward,Kema Medical Clinic
Bungoma County,Khalaba Ward,Khalaba Medical Services
Bungoma County,Khalaba Ward,Kory Family Hospital
Bungoma County,Khalaba Ward,Lumboka Medical Services
Bungoma County,Khalaba Ward,Mercal Healthcare Bukembe
Bungoma County,Khalaba Ward,Mpeli Medical Clinic
Bungoma County,Khalaba Ward,St Damiano Mission Hospital
Bungoma County,Khalaba Ward,Western Family Hospital
Bungoma County,Khalaba Ward,Zion Medical Centre Bungoma
Bungoma County,Khasoko Ward,Khasoko Health Centre
Bungoma County,Khasoko Ward,Khulwanda Dispensary
Bungoma County,Khasoko Ward,Mungore dispensary
Bungoma County,Kibingei Ward,Chebukwabi Dispensary
Bungoma County,Kibingei Ward,Chrizah Medical Clinic
Bungoma County,Kibingei Ward,Domiciliary Health Care Medical Clinic
Bungoma County,Kibingei Ward,ICFM Dreamland Mission Hospital
Bungoma County,Kibingei Ward,Kibingei Dispensary
Bungoma County,Kibingei Ward,Kimilili Subcounty Hospital
Bungoma County,Kimaeti Ward,Kimaeti Health centre
Bungoma County,Kimaeti Ward,Kitabisi Dispensary
Bungoma County,Kimaeti Ward,Myanga Nursing Home
Bungoma County,Kimaeti Ward,Riley Hospitals Ltd
Bungoma County,Kimilili Ward,Ararat Medical Clinic
Bungoma County,Kimilili Ward,Bahai Dispensary
Bungoma County,Kimilili Ward,Bituyu Dispensary
Bungoma County,Kimilili Ward,Bliss GVS Health Care Kimilili
Bungoma County,Kimilili Ward,Khamulati Medical Clinic
Bungoma County,Kimilili Ward,Kimu Memorial Hospital Bahai
Bungoma County,Kimilili Ward,Kory Family HospitaI (Kimilili)
Bungoma County,Kimilili Ward,kambini Dispensary
Bungoma County,Lwandanyi Ward,Korosiandet Dispensary
Bungoma County,Lwandanyi Ward,Lwakhakha Dispensary
Bungoma County,Lwandanyi Ward,Lwandanyi Dispensary
Bungoma County,Lwandanyi Ward,Machakha Dispensary
Bungoma County,Lwandanyi Ward,Malakisi Health Centre
Bungoma County,Lwandanyi Ward,Tamlega Dispensary
Bungoma County,Maeni Ward,Kamasielo Dispensary
Bungoma County,Maeni Ward,Kamusinde Dispensary
Bungoma County,Maeni Ward,Maeni Dispensary
Bungoma County,Maeni Ward,Nasusi Dispensary
Bungoma County,Malakisi/South Kulisiru Ward,A.C.K Butonge Dispensary
Bungoma County,Malakisi/South Kulisiru Ward,Bisunu Dispensary
Bungoma County,Malakisi/South Kulisiru Ward,Buckner Medical Clinic
Bungoma County,Malakisi/South Kulisiru Ward,Bukokholo Dispensary
Bungoma County,Malakisi/South Kulisiru Ward,Chebukutumi Dispensary
Bungoma County,Malakisi/South Kulisiru Ward,Chelelemuk (St Boniface Mwanda B) Dispensary
Bungoma County,Malakisi/South Kulisiru Ward,Namang'ofulo Dispensary
Bungoma County,Malakisi/South Kulisiru Ward,Pevlink Services Ltd
Bungoma County,Malakisi/South Kulisiru Ward,Sirisia Sub County Hospital
Bungoma County,Malakisi/South Kulisiru Ward,The DawaMeds Hospital LTD -Sirisia
Bungoma County,Malakisi/South Kulisiru Ward,Tulinge Dispensary
Bungoma County,Maraka Ward,Elite Medical Clinic (Bungoma East)
Bungoma County,Maraka Ward,Highway Diagnostic Clinic
Bungoma County,Maraka Ward,Lukhoba Dispensary Maraka
Bungoma County,Maraka Ward,Lurare Dispensary
Bungoma County,Maraka Ward,MAXICARE SUNRISE HOSPITAL
Bungoma County,Maraka Ward,Pan Paper Dispensary
Bungoma County,Maraka Ward,Sunrise Medical Centre (Bungoma)
Bungoma County,Maraka Ward,Webuye Health Centre
Bungoma County,Maraka Ward,Webuye Nursing Home
Bungoma County,Maraka Ward,Webuye Surgical
Bungoma County,Marakaru/Tuuti Ward,Butieli Dispensary
Bungoma County,Marakaru/Tuuti Ward,Grace Medical Care Centre
Bungoma County,Marakaru/Tuuti Ward,Kibabii Health Centre
Bungoma County,Marakaru/Tuuti Ward,Kibabii University Medical Clinic
Bungoma County,Marakaru/Tuuti Ward,Mayanja Dispensary
Bungoma County,Marakaru/Tuuti Ward,Mayanja St Pauls Medical Services
Bungoma County,Marakaru/Tuuti Ward,Nabuala Medical Centre
Bungoma County,Marakaru/Tuuti Ward,Nabukhisa Dispensary
Bungoma County,Matulo Ward,Durham Medical Center- Webuye
Bungoma County,Matulo Ward,Kayaya Dispensary
Bungoma County,Matulo Ward,Kingdom Faith Based Hospital
Bungoma County,Matulo Ward,Matulo Dispensary
Bungoma County,Matulo Ward,Oasis Doctors Plaza Webuye
Bungoma County,Matulo Ward,Webuye Hospital
Bungoma County,Mbakalo Ward,Karima Dispensary (Bungoma)
Bungoma County,Mbakalo Ward,Kibisi Dispensary
Bungoma County,Mbakalo Ward,Naitiri Sub County Hospital
Bungoma County,Mbakalo Ward,Soteni Dispensary
Bungoma County,Mihuu Ward,Highway Medical Clinic (Bungoma East)
Bungoma County,Mihuu Ward,Jaggery Medical Clinic
Bungoma County,Mihuu Ward,Lukusi Dispensary
Bungoma County,Mihuu Ward,Mihuu Dispensary
Bungoma County,Mihuu Ward,Mulachi Dispensary
Bungoma County,Mihuu Ward,Optimum Hill  Medical Centre
Bungoma County,Mihuu Ward,Raytons Family Medical Centre
Bungoma County,Milima Ward,Eluuya Dispensary
Bungoma County,Milima Ward,Kamukuywa (ACK) Dispensary
Bungoma County,Milima Ward,Lukhokhwe Dispensary
Bungoma County,Milima Ward,Mukuyuni Dispensary
Bungoma County,Misikhu Ward,Kituni Dispensary
Bungoma County,Misikhu Ward,Lugulu Friends Mission Hospital
Bungoma County,Misikhu Ward,Misikhu Dispensary
Bungoma County,Misikhu Ward,Mukhe Dispensary
Bungoma County,Mukuyuni Ward,Chebukaka Health Centre
Bungoma County,Mukuyuni Ward,Karambuna Medical Clinic
Bungoma County,Mukuyuni Ward,Kimalewa Health Centre
Bungoma County,Mukuyuni Ward,Lukhome Dispensary (Kabuchai)
Bungoma County,Mukuyuni Ward,Makhonge Dispensary
Bungoma County,Mukuyuni Ward,Sikulu Dispensary
Bungoma County,Musikoma Ward,Jordan Baptist Medical Clinic
Bungoma County,Musikoma Ward,Musco Clinic
Bungoma County,Musikoma Ward,Musikoma Dispensary
Bungoma County,Musikoma Ward,Samoya Dispensary
Bungoma County,Musikoma Ward,Siritanyi Dispensary
Bungoma County,Musikoma Ward,Victorious Living Ministries (Vlm) Dispensary
Bungoma County,Naitiri/Kabuyefwe Ward,Lungai Dispensary
Bungoma County,Naitiri/Kabuyefwe Ward,Makhanga Dispensary
Bungoma County,Naitiri/Kabuyefwe Ward,Pwani Dispensary
Bungoma County,Naitiri/Kabuyefwe Ward,Sango Kabuyefwe Dispensary
Bungoma County,Naitiri/Kabuyefwe Ward,Sango Naitiri Dispensary
Bungoma County,Naitiri/Kabuyefwe Ward,Sirakaru Dispensary
Bungoma County,Naitiri/Kabuyefwe Ward,St Faustines Health Services
Bungoma County,Naitiri/Kabuyefwe Ward,Waraba Medica Centre
Bungoma County,Namwela Ward,Chwele Friends Dispensary
Bungoma County,Namwela Ward,Kaptanai Dispensary
Bungoma County,Namwela Ward,Kolani Dispensary
Bungoma County,Ndalu Ward,Ndalu Health Centre
Bungoma County,Ndalu Ward,Tabani Dispensary
Bungoma County,Ndivisi Ward,Checkpoint Royal Hope Medical Cl
Bungoma County,Ndivisi Ward,Emmanuel Medical Clinic (Bungoma East)
Bungoma County,Ndivisi Ward,Khaoya Dispensary
Bungoma County,Ndivisi Ward,Misemwa Dispensary
Bungoma County,Ndivisi Ward,Misikhu Medical Clinic
Bungoma County,Ndivisi Ward,Namarambi Dispensary
Bungoma County,Ndivisi Ward,Namwatikho Dispensary
Bungoma County,Ndivisi Ward,Namwaya Clinic
Bungoma County,Ndivisi Ward,Sinoko Dispensary (Bungoma East)
Bungoma County,Ndivisi Ward,St Bakhita Mission
Bungoma County,Siboti Ward,Miluki Dispensary
Bungoma County,Siboti Ward,Mukwa Dispensary
Bungoma County,Siboti Ward,Siboti Health Centre
Bungoma County,Sitikho Ward,Kakimanyi Dispensary
Bungoma County,Sitikho Ward,Khalala Dispensary
Bungoma County,Sitikho Ward,Khalumuli Dispensary
Bungoma County,Sitikho Ward,Milo Health Centre
Bungoma County,Sitikho Ward,Ngwelo Dispensary
Bungoma County,Sitikho Ward,Sitikho Dispensary
Bungoma County,South Bukusu Ward,Lunakwe Dispensary
Bungoma County,South Bukusu Ward,Muanda Dispensary
Bungoma County,Soysambu/Mitua Ward,Ebenezer Nursing Home
Bungoma County,Soysambu/Mitua Ward,Makutano Health Centre
Bungoma County,Soysambu/Mitua Ward,Mwikhupo Dispensary
Bungoma County,Soysambu/Mitua Ward,Soysambu (ACK) Dispensary
Bungoma County,Soysambu/Mitua Ward,Tumaini Brigadier Medical Clinic
Bungoma County,Tongaren Ward,Lukhuna Dispensary
Bungoma County,Tongaren Ward,Makololwe Dispensary
Bungoma County,Tongaren Ward,Tongaren Model Health Centre
Bungoma County,Township Ward,Brillian Doctors Plaza Hospital
Bungoma County,Township Ward,Bungoma Beyond Zero Mobile Unit
Bungoma County,Township Ward,Bungoma County Referral Hospital
Bungoma County,Township Ward,Bungoma West Medical Services
Bungoma County,Township Ward,GK Prison Dispensary ( Bungoma South)
Bungoma County,Township Ward,Huduma Center Bungoma
Bungoma County,Township Ward,Kanduyi Health Center (CWSK)
Bungoma County,Township Ward,Marie Stopes Kenya Bungoma Centre
Bungoma County,Township Ward,Mission of Mercy Clinic
Bungoma County,Township Ward,Mufutu Medical Clinic
Bungoma County,Township Ward,Spero Medical Services
Bungoma County,Township Ward,St Thadeus Medical Clinic
Bungoma County,Township Ward,The Dawameds Hospital Limited
Bungoma County,Township Ward,The Hopkins Crescent Hospitals Limited
Bungoma County,Township Ward,Victoria Medical Clinic
Bungoma County,Township Ward,Wema Centre Medical Laboratory
Bungoma County,West Bukusu Ward,Carmel Dispensary
Bungoma County,West Bukusu Ward,Kibuke Dispensary
Bungoma County,West Bukusu Ward,Kimwanga Medical Clinic
Bungoma County,West Bukusu Ward,Machwele Dispensary
Bungoma County,West Bukusu Ward,Mwomo Dispensary
Bungoma County,West Bukusu Ward,Ng'oli Dispensary
Bungoma County,West Nalondo Ward,Chemwa Bridge Dispensary
Bungoma County,West Nalondo Ward,Closed_Duplicate_Sagitarix Ltd Medical Centre (Bungoma)
Bungoma County,West Nalondo Ward,Global Homecare Limited Medical Centre
Bungoma County,West Nalondo Ward,Luucho Dispensary
Bungoma County,West Nalondo Ward,Nalondo Health Centre (Model)
Bungoma County,West Nalondo Ward,Ngalasia Dispensary
Bungoma County,West Nalondo Ward,Sagitarix Ltd Medical Centre
Bungoma County,West Sang'alo Ward,Bulondo Dispensary
Bungoma County,West Sang'alo Ward,Ekitale Dispensary
Bungoma County,West Sang'alo Ward,Ranje Dispensary
Busia County,Ageng'a Nanguba Ward,Ageng'a Dispensary (Samia)
Busia County,Ageng'a Nanguba Ward,Buburi Community Health Clinic
Busia County,Ageng'a Nanguba Ward,Buduta Dispensary
Busia County,Ageng'a Nanguba Ward,Rumbiye Dispensary
Busia County,Ageng'a Nanguba Ward,Sio Port Sub County Hospital
Busia County,Amukura Central Ward,Apatit Dispensary
Busia County,Amukura Central Ward,Apokor Dispensary
Busia County,Amukura Central Ward,Obekai Dispensary
Busia County,Amukura Central Ward,Odeng'ero Dispensary
Busia County,Amukura East Ward,Akobwait Community Dispensary
Busia County,Amukura East Ward,Amukura Health Centre
Busia County,Amukura East Ward,Amukura Mission Health Centre
Busia County,Amukura East Ward,Kwangamor Dispensary
Busia County,Amukura West Ward,AKIRIAMAS DISPENSARY
Busia County,Amukura West Ward,Akiriamasi Dispensary
Busia County,Amukura West Ward,Lukolis Model Health Centre
Busia County,Amukura West Ward,Okook Dispensary
Busia County,Ang'orom Ward,Alupe Sub County Referral Hospital
Busia County,Ang'orom Ward,Faith Medical Clinic (Busia)
Busia County,Ang'orom Ward,Fribas Medical Clinic
Busia County,Ang'orom Ward,KALRO TRC Medical Clinic
Busia County,Ang'orom Ward,KEMRI Medical Clinic
Busia County,Ang'orom Ward,Pesi Medical Centre
Busia County,Ang'orom Ward,ST. James Infirmary Busia
Busia County,Ang'orom Ward,Survivors Organization Clinic
Busia County,Ang'urai East Ward,Aloete Dispensary
Busia County,Ang'urai East Ward,Ang'Ura East Ward
Busia County,Ang'urai East Ward,Changara (GOK) Dispensary
Busia County,Ang'urai East Ward,Changara Calvary Dispensary
Busia County,Ang'urai East Ward,Chemasiri (ACK) Dispensary
Busia County,Ang'urai East Ward,Kolanya Salvation Army Dispensary
Busia County,Ang'urai North Ward,Ang'Urai North Ward
Busia County,Ang'urai North Ward,Angurai Health Centre
Busia County,Ang'urai North Ward,KEHA MEDICAL CLINIC
Busia County,Ang'urai North Ward,Moding Health Centre
Busia County,Ang'urai North Ward,St Mary's Health Unit Chelelemuk
Busia County,Ang'urai South Ward,Aboloi Dispensary
Busia County,Ang'urai South Ward,Akichelesit Dispensary
Busia County,Ang'urai South Ward,Akolong Dispensary
Busia County,Bukhayo Central Ward,Esidende Dispensary
Busia County,Bukhayo Central Ward,Lwanyange Dispensary
Busia County,Bukhayo Central Ward,Malanga Dispensary
Busia County,Bukhayo East Ward,Khayo Dispensary
Busia County,Bukhayo East Ward,Madende Model Health Centre
Busia County,Bukhayo East Ward,Mundembu Dispensary
Busia County,Bukhayo North/Walatsi Ward,Igara Dispensary
Busia County,Bukhayo North/Walatsi Ward,Kapina Dispensary
Busia County,Bukhayo North/Walatsi Ward,Lupida Health Centre
Busia County,Bukhayo North/Walatsi Ward,Musokoto Dispensary
Busia County,Bukhayo West Ward,Bukalama Dispensary
Busia County,Bukhayo West Ward,Esikulu Dispensary
Busia County,Bukhayo West Ward,GK Prisons Dispensary (Busia)
Busia County,Bukhayo West Ward,Grace and Compassionate Home
Busia County,Bukhayo West Ward,Mavid Medical Centre Mundika
Busia County,Bukhayo West Ward,Mubwekas Medical Clinic
Busia County,Bukhayo West Ward,Munongo Dispensary
Busia County,Bukhayo West Ward,Your Family Clinic
Busia County,Bunyala Central Ward,Busagwa Dispensary
Busia County,Bunyala Central Ward,Mukhobola Health Centre
Busia County,Bunyala North Ward,Budalangi Dispensary
Busia County,Bunyala North Ward,Sirimba Dispensary
Busia County,Bunyala North Ward,Sisenye Dispensary
Busia County,Bunyala South Ward,Bulwani Dispensary
Busia County,Bunyala South Ward,Khajula Dispensary
Busia County,Bunyala South Ward,Osieko Dispensary
Busia County,Bunyala South Ward,Rukala Model Health Centre
Busia County,Bunyala West Ward,Port Victoria Hospital
Busia County,Burumba Ward,Afya Bora Clinic(Busia)
Busia County,Burumba Ward,Agakhan Medical Centre (Busia)
Busia County,Burumba Ward,Amane Cottage Hospital
Busia County,Burumba Ward,Beyond Zero Mobile Clinic(Busia)
Busia County,Burumba Ward,Burumba Dispensary
Busia County,Burumba Ward,Busia County Referral Hospital
Busia County,Burumba Ward,Busia Healthsidelab Medical Clinic
Busia County,Burumba Ward,Busia Trailer Park Clinic
Busia County,Burumba Ward,Deviruco Medical Centre
Busia County,Burumba Ward,Equator Clinic
Busia County,Burumba Ward,Jannie Prime Care Medical Clinic
Busia County,Burumba Ward,Javid Medical Clinic
Busia County,Burumba Ward,Mariakani Cottage Hospital
Busia County,Burumba Ward,Medspar Medical Centre
Busia County,Burumba Ward,Nagwebonia Highway Medical Clinic
Busia County,Burumba Ward,New Busia Maternity & Nursing Home
Busia County,Burumba Ward,Orion Healthcare Medical Centre
Busia County,Burumba Ward,Rushi Medical Clinic
Busia County,Burumba Ward,Tanaka Nursing Home
Busia County,Burumba Ward,Ugua Pole Clinic
Busia County,Busibwabo Ward,Busibwabo Dispensary
Busia County,Busibwabo Ward,Nasira Dispensary
Busia County,Bwiri Ward,Busembe Dispensary
Busia County,Bwiri Ward,Hakati Dispensary
Busia County,Bwiri Ward,Nabuganda Dispensary
Busia County,Bwiri Ward,Namuduru Dispensary
Busia County,Chakol North Ward,Moru Karisa Dispensary
Busia County,Chakol North Ward,Ngelechom Community Dispensary
Busia County,Chakol South Ward,Adungosi Medical Clinic
Busia County,Chakol South Ward,Agape Medical Clinic (Otimong)
Busia County,Chakol South Ward,Amaase Dispensary
Busia County,Chakol South Ward,Among'ura Community Dispensary
Busia County,Chakol South Ward,Ochude Dispensary
Busia County,Chakol South Ward,Rehema Health Care Clinic
Busia County,Elugulu Ward,Bukuyudi Parish ACK Dispensary
Busia County,Elugulu Ward,Bwaliro Dispensary
Busia County,Elugulu Ward,Namusala Dispensary
Busia County,Elugulu Ward,St. Peters Medical Centre Bulwani
Busia County,Kingandole Ward,Ikonzo Model Health Centre
Busia County,Kingandole Ward,Khunyangu Sub County Hospital
