County,SubCounty,Facility
Kiambu County,Murera Ward,Kimbo Healthcare Centre
Kiambu County,Murera Ward,Mugutha (SDA) Dispensary
Kiambu County,Murera Ward,Mugutha Dispensary
Kiambu County,Murera Ward,Oasis Laboratory Services
Kiambu County,Murera Ward,Precious Care Medical Centre
Kiambu County,Murera Ward,Prince Alvin Medical Centre
Kiambu County,Murera Ward,Reposes Health Services
Kiambu County,Murera Ward,Ruera Estate Dispensary
Kiambu County,Murera Ward,St Luke Medical Care Clinic
Kiambu County,Murera Ward,St Michael Goodwill Medical Clinic
Kiambu County,Murera Ward,St Phillip Medical Centre
Kiambu County,Mwihoko Ward,Afyastar Medical Clinic
Kiambu County,Mwihoko Ward,Annunciation Catholic Dispensary
Kiambu County,Mwihoko Ward,Cosmos Medical Clinic
Kiambu County,Mwihoko Ward,Guardian Medical Services
Kiambu County,Mwihoko Ward,Hope Heal Medical Center
Kiambu County,Mwihoko Ward,Marah Hospital Medical Centre
Kiambu County,Mwihoko Ward,Mwihoko Modern Medical Centre
Kiambu County,Mwihoko Ward,New Hope Medical Clinic
Kiambu County,Mwihoko Ward,Remitek Medical Center
Kiambu County,Mwihoko Ward,Shebec Medical Clinic Limited
Kiambu County,Mwihoko Ward,St George Medical Centre
Kiambu County,Mwihoko Ward,St Mary's mwihoko  Afya Centre
Kiambu County,Mwihoko Ward,Warazo Medical Clinic Mwihoko
Kiambu County,Mwiki Ward,Arcade Medical Clinic (Ruiru)
Kiambu County,Mwiki Ward,Focus Health Care Services
Kiambu County,Mwiki Ward,Focus Medical Clinic and Counselling Centre
Kiambu County,Mwiki Ward,Githurai Community Clinic
Kiambu County,Mwiki Ward,Haven Park Medical
Kiambu County,Mwiki Ward,Kizazi Clinique
Kiambu County,Mwiki Ward,Marura Nursing Home (Ruiru)
Kiambu County,Mwiki Ward,Nazarene Medical Clinic
Kiambu County,Mwiki Ward,Penda Medical Clinic
Kiambu County,Mwiki Ward,Piemu Medical Clinic
Kiambu County,Mwiki Ward,Restesar Community Medical Centre
Kiambu County,Mwiki Ward,Scion  Medical Centre
Kiambu County,Mwiki Ward,Shamata Community  Medical  Centre
Kiambu County,Mwiki Ward,St Luke's The Physician Medical Centre
Kiambu County,Mwiki Ward,Warazo Medical Clinic (Ruiru)
Kiambu County,Nachu Ward,Alpha Health Care Medical Clinic
Kiambu County,Nachu Ward,Joy Medical Clinic (Lusigetti)
Kiambu County,Nachu Ward,Lussigetti Health Centre
Kiambu County,Nachu Ward,Nachu dispensary
Kiambu County,Nachu Ward,Open Doors Medical clinic
Kiambu County,Nachu Ward,Orthadox Maternity & Health Centre
Kiambu County,Nachu Ward,Orthodox Maternity and Health Centre
Kiambu County,Nachu Ward,Pearl Medical Clinic
Kiambu County,Nachu Ward,Renguti (PCEA) Women's Guild Clinic
Kiambu County,Nachu Ward,Wanemed Medical Clinic
Kiambu County,Ndarugu Ward,Gitwe Medical Clinic
Kiambu County,Ndarugu Ward,Ituramiro Medical Clinic
Kiambu County,Ndarugu Ward,Karatu Health Centre
Kiambu County,Ndarugu Ward,Karinga Mission
Kiambu County,Ndarugu Ward,Munyu-Ini Dispensary
Kiambu County,Ndarugu Ward,PCEA Ruburi Medical Clinic
Kiambu County,Ndeiya Ward,Alpha Medical Centre Thigio
Kiambu County,Ndeiya Ward,Holy Cross Dispensary
Kiambu County,Ndeiya Ward,Hope Medical Clinic
Kiambu County,Ndeiya Ward,Kiriri Dispensary
Kiambu County,Ndeiya Ward,Ndeiya Health Centre
Kiambu County,Ndeiya Ward,Our Lady's Hospice
Kiambu County,Ndeiya Ward,Rwamburi Dispensary
Kiambu County,Ndeiya Ward,Thigio Dispensary (Kiambu West)
Kiambu County,Ndenderu Ward,AAR Health Care Ruaka
Kiambu County,Ndenderu Ward,Adonai Medical Services
Kiambu County,Ndenderu Ward,Cargo Human Care Clinic
Kiambu County,Ndenderu Ward,Equity Afia Medical Clinic Ruaka
Kiambu County,Ndenderu Ward,Garden Park Medical Centre
Kiambu County,Ndenderu Ward,Gertrudes Children's Hospital (Ruaka)
Kiambu County,Ndenderu Ward,Green Gate Medical Centre
Kiambu County,Ndenderu Ward,Imarah Health Limited
Kiambu County,Ndenderu Ward,Joeton Medical Clinic
Kiambu County,Ndenderu Ward,LVCT Dice (Ruaka)
Kiambu County,Ndenderu Ward,Maysparsube Health Services
Kiambu County,Ndenderu Ward,Mbamburi Medicare Ltd
Kiambu County,Ndenderu Ward,Ndenderu Dispensary
Kiambu County,Ndenderu Ward,Ndenderu Medical Services
Kiambu County,Ndenderu Ward,RFH Healthcare Ruaka
Kiambu County,Ndenderu Ward,Rwaka Health Care Services
Kiambu County,Ndenderu Ward,St Annes Health Clinic
Kiambu County,Ndenderu Ward,St Peter's and Ann Medical Centre
Kiambu County,Ndenderu Ward,St Peters Medical Clinic
Kiambu County,Ndenderu Ward,The Garden of Siloam Medical Clinic
Kiambu County,Ndumberi Ward,ACK Kanunga Dispensary
Kiambu County,Ndumberi Ward,Bethsaida Catholic Dispensary
Kiambu County,Ndumberi Ward,Faith Medical Clinic (Ndumberi )
Kiambu County,Ndumberi Ward,Ideal Hope Medical Clinic
Kiambu County,Ndumberi Ward,Kaka Medical Centre (Ndumberi)
Kiambu County,Ndumberi Ward,Liberty Medical Clinic
Kiambu County,Ndumberi Ward,Ndumberi Clinical Services
Kiambu County,Ndumberi Ward,Njemuka Medical Clinic
Kiambu County,Ndumberi Ward,PEFA Mercy Medical Centre
Kiambu County,Ndumberi Ward,Radiant Group of Hospital (Kiambu)
Kiambu County,Ndumberi Ward,St.Anne Medical Clinic (Ndumberi )
Kiambu County,Ndumberi Ward,St.Bridget Hospital-Kiambu
Kiambu County,Ndumberi Ward,The Green Gate Medical Centre -Kanunga
Kiambu County,Ndumberi Ward,The Nairobi Hospital -Kiambu Outpatient Centre
Kiambu County,Ngecha Tigoni Ward,Heart of Hope ( Curafa )
Kiambu County,Ngecha Tigoni Ward,Kimlea Medical Clinic
Kiambu County,Ngecha Tigoni Ward,Ngecha (PCEA) Health Centre
Kiambu County,Ngecha Tigoni Ward,Ngecha Health Centre
Kiambu County,Ngecha Tigoni Ward,Ngecha Orthodox Dispensary
Kiambu County,Ngecha Tigoni Ward,St Joel Community Hospital
Kiambu County,Ngecha Tigoni Ward,St Jude's Medical Clinic
Kiambu County,Ngecha Tigoni Ward,St Olivia Health Care
Kiambu County,Ngecha Tigoni Ward,St Paul University Dispensary
Kiambu County,Ngecha Tigoni Ward,St Paul's Health Centre
Kiambu County,Ngecha Tigoni Ward,Tigoni District Hospital
Kiambu County,Ngenda Ward,Bethsaida Medical Clinic (Gatundu)
Kiambu County,Ngenda Ward,Gatundu District Hospital
Kiambu County,Ngenda Ward,Jamii Medical Clinic
Kiambu County,Ngenda Ward,Kimunyu (PCEA) Dispensary
Kiambu County,Ngenda Ward,Kimunyu Medical Clinic
Kiambu County,Ngenda Ward,Royalmed Medical  Clinic
Kiambu County,Ngenda Ward,St Gabriel Health Centre
Kiambu County,Ngenda Ward,St John Havillah Medical Clinic
Kiambu County,Ngenda Ward,St Judes Nursing Home Hospital
Kiambu County,Ngenda Ward,St Mary's Mission International Medical Clinic
Kiambu County,Ngewa Ward,Heshima Medical Clinic
Kiambu County,Ngewa Ward,Kambui (PCEA) Dispensary
Kiambu County,Ngewa Ward,Kimathi Dispensary
Kiambu County,Ngewa Ward,Kwamaiko Health Clinic
Kiambu County,Ngewa Ward,Miguta Community Dispensary
Kiambu County,Ngewa Ward,Ngewa Health Centre
Kiambu County,Ngewa Ward,Wananchi Medical Clinic (Githunguri)
Kiambu County,Ngoliba Ward,Magogoni Dispensary
Kiambu County,Ngoliba Ward,Ndula Dispensary
Kiambu County,Ngoliba Ward,Ngoliba Health Centre
Kiambu County,Nyadhuna Ward,Kabete Gardens Hospital
Kiambu County,Nyadhuna Ward,Karura Ka Nyungu Dispensary
Kiambu County,Nyadhuna Ward,Nyathuna Level 4 Hospital
Kiambu County,Nyadhuna Ward,Rays Clinette
Kiambu County,Nyanduma Ward,Ahadi Health and Maternity Services
Kiambu County,Nyanduma Ward,Ahadi Maternity Medical Centre
Kiambu County,Nyanduma Ward,Benjamin Wellness Centre (Gatamaiyu)
Kiambu County,Nyanduma Ward,Edcef Care Health Services
Kiambu County,Nyanduma Ward,Githiga Private Medical Clinic
Kiambu County,Nyanduma Ward,Kagwe Dispensary
Kiambu County,Nyanduma Ward,Kagwe Health Centre
Kiambu County,Nyanduma Ward,Kagwe Health Services Clinic
Kiambu County,Nyanduma Ward,Karatina Model Health Centre
Kiambu County,Nyanduma Ward,Nduriri (AIC) Dispensary
Kiambu County,Nyanduma Ward,Nyanduma Dispensary
Kiambu County,Riabai Ward,Alpha Links Medical Clinic
Kiambu County,Riabai Ward,Imarika Medical Centre
Kiambu County,Riabai Ward,Jowama Medical Clinic
Kiambu County,Riabai Ward,Medlink Medical Clinic
Kiambu County,Riabai Ward,Riabai Dispensary
Kiambu County,Sigona Ward,Elikya Medical Centre
Kiambu County,Sigona Ward,Gichuru Dispensary
Kiambu County,Sigona Ward,Hope Eastwards Medical Services (Kikuyu)
Kiambu County,Sigona Ward,Hopemed Health Care Clinic (Kanyanjara)
Kiambu County,Sigona Ward,Jamii Medcare Clinic
Kiambu County,Sigona Ward,KARI Dispensary
Kiambu County,Sigona Ward,Kefri Clinic
Kiambu County,Sigona Ward,Kerwa Catholic Health Centre
Kiambu County,Sigona Ward,Kerwa Dispensary
Kiambu County,Sigona Ward,Life Poise Hospital
Kiambu County,Sigona Ward,Rafiki Clinic
Kiambu County,Sigona Ward,Shacolas Orthodox Medical Clinic
Kiambu County,Theta Ward,Alestacare Medical Centre
Kiambu County,Theta Ward,Boskem Medical Clinic
Kiambu County,Theta Ward,Chaka Medical Clinic
Kiambu County,Theta Ward,Crestwood Medical Clinic
Kiambu County,Theta Ward,Daimah Med Central Daracha
Kiambu County,Theta Ward,Flopa Medical Clinic
Kiambu County,Theta Ward,Hamundia Health Centre
Kiambu County,Theta Ward,Healpark Medical Solutions
Kiambu County,Theta Ward,Kwa Ngethe Priority Medical Care
Kiambu County,Theta Ward,Medication Therapy Management Ltd MC
Kiambu County,Theta Ward,Mirror Care Medical Centre
Kiambu County,Theta Ward,Ndururumo Dispensary
Kiambu County,Theta Ward,Queen of Peace Clinic
Kiambu County,Theta Ward,Sarsam Medical Clinic
Kiambu County,Theta Ward,Shalom Juja Medical clinic
Kiambu County,Theta Ward,Spa Nursing Home
Kiambu County,Theta Ward,Venic Family Health Clinic
Kiambu County,Theta Ward,Vijana Against Aids and Drug Abuse
Kiambu County,Ting'ang'a Ward,Anmer Dispensary
Kiambu County,Ting'ang'a Ward,Gitamaiyu Medicare Center
Kiambu County,Ting'ang'a Ward,Mesedith Medical Clinic
Kiambu County,Ting'ang'a Ward,St Ann Lioki Dispensary
Kiambu County,Ting'ang'a Ward,St Claire Medical Clinic (Tin'gan'ga)
Kiambu County,Ting'ang'a Ward,Ting'ang'a Dispensary
Kiambu County,Ting'ang'a Ward,Tinganga (PCEA) Dispensary
Kiambu County,Ting'ang'a Ward,Tinganga Catholic Dispensary
Kiambu County,Township Ward,AAR HEALTHCARE
Kiambu County,Township Ward,Aga Khan Medical Centre (Thika)
Kiambu County,Township Ward,Aga Khan University Hospital Kiambu Clinic
Kiambu County,Township Ward,Angelic Medical Centre
Kiambu County,Township Ward,Avenue Healthcare (Thika)
Kiambu County,Township Ward,Bethsaida Medical Clinic (Thika)
Kiambu County,Township Ward,Bliss GVS Healthcare Limited (Kiambu Town )
Kiambu County,Township Ward,Boore Clinic
Kiambu County,Township Ward,Child & Family Wellness Clinic
Kiambu County,Township Ward,Child &Family Wellness Clinic
Kiambu County,Township Ward,Creative Medical Services
Kiambu County,Township Ward,Dr J F C Munene Clinic
Kiambu County,Township Ward,Dr Kimani Gicharo Clinic
Kiambu County,Township Ward,Eagles Hospital
Kiambu County,Township Ward,Ebenezer Intergrated Health Services
Kiambu County,Township Ward,Equity Afia Medical Center-Kiambu
Kiambu County,Township Ward,Equity Afya Medical Clinic Thika
Kiambu County,Township Ward,Family Health Options Kenya Clinic
Kiambu County,Township Ward,Fofcom VCT
Kiambu County,Township Ward,GK Prisons Dispensary (Kiambu Town)
Kiambu County,Township Ward,Galaxy Medicare Consultants Ltd
Kiambu County,Township Ward,Getrudes Childrens Hospital (Thika)
Kiambu County,Township Ward,Hope Medical Clinic (Thika)
Kiambu County,Township Ward,Jacaranda Maternity (Kiamumbi)
Kiambu County,Township Ward,Kangari Medical Clinic
Kiambu County,Township Ward,Karibaribi Dispensary
Kiambu County,Township Ward,Kenwa Kiandutu
Kiambu County,Township Ward,Khilna Medical Clinic
Kiambu County,Township Ward,Kiambu County Beyond Zero Mobile Clinic
Kiambu County,Township Ward,Kiambu County Referal Hospital
Kiambu County,Township Ward,Kiambu Diagnostic Imaging Services Limited
Kiambu County,Township Ward,Kiambu Institute of Science and Technology Dispensary
Kiambu County,Township Ward,Kiambu Medical Centre
Kiambu County,Township Ward,Kiambu Plains Medical Clinic
Kiambu County,Township Ward,Kiambu Specialist Doctors Plaza
Kiambu County,Township Ward,Kiandutu Health Centre
Kiambu County,Township Ward,Kikinga Medical Clinic
Kiambu County,Township Ward,LVCT Health Thika
Kiambu County,Township Ward,Laveen Health services
Kiambu County,Township Ward,MPEG
Kiambu County,Township Ward,Macheo Childrens Centre
Kiambu County,Township Ward,Mariestopes
Kiambu County,Township Ward,Marura Nursing Home Kiambu Medical Clinic
Kiambu County,Township Ward,Mayan Lifestyle Medical Center
Kiambu County,Township Ward,Mercylight Hospital
Kiambu County,Township Ward,Mku Dispensary
Kiambu County,Township Ward,Mt.Elgon Endoscopy Centre-Kiambu
Kiambu County,Township Ward,Mwaki Healthcare
Kiambu County,Township Ward,Mwangaza Medical Clinic (Thika)
Kiambu County,Township Ward,Naidu Hospital
Kiambu County,Township Ward,Neema Medicare Centre
Kiambu County,Township Ward,Nopri Medical Clinic
Kiambu County,Township Ward,Oasis Health Services
Kiambu County,Township Ward,Paloma Medical International
Kiambu County,Township Ward,Partners In Prevention
Kiambu County,Township Ward,Penta Flowers Clinic - Thika
Kiambu County,Township Ward,Prime Medical services Ltd
Kiambu County,Township Ward,Radiant Medical Clinic (Kiambu )
Kiambu County,Township Ward,Royal Medical Clinic (Thika)
Kiambu County,Township Ward,Safewest Life Medical Centre
Kiambu County,Township Ward,Sawa Medical Consultants
Kiambu County,Township Ward,Speak and Act
Kiambu County,Township Ward,St Mark Medical Clinic
Kiambu County,Township Ward,St Marks Hospital
Kiambu County,Township Ward,St Mary's Mother & Child Hospital
Kiambu County,Township Ward,St Mary's Mother & Child Medical Services
Kiambu County,Township Ward,St Teresia Medical Clinic
Kiambu County,Township Ward,St lukes medical and diabetes clinic
Kiambu County,Township Ward,St.Teresa Hospital Kiambu
Kiambu County,Township Ward,Taji Family Medical Center
Kiambu County,Township Ward,The Gyno Solutions Center Limited
Kiambu County,Township Ward,The Mater Hospital Thika Satellite
Kiambu County,Township Ward,Thika Arcade Health Services
Kiambu County,Township Ward,Thika High School For The Blind
Kiambu County,Township Ward,Thika High School Health Centre
Kiambu County,Township Ward,Thika Level 5 Hospital
Kiambu County,Township Ward,Thika Medical Clinic ENT
Kiambu County,Township Ward,Thika Nursing Home
Kiambu County,Township Ward,Thika Primary School For The Blind Clinic
Kiambu County,Township Ward,Thika Sasa Centre
Kiambu County,Township Ward,Times Clinic
Kiambu County,Township Ward,Torah Medical Clinic
Kiambu County,Uthiru Ward,AJ clinic
Kiambu County,Uthiru Ward,Helfen Medical Centre
Kiambu County,Uthiru Ward,Isaiah Douglas medical centre
Kiambu County,Uthiru Ward,Mission of Hope
Kiambu County,Uthiru Ward,Olive Health Care International
Kiambu County,Uthiru Ward,St Peter's (ACK) Medical Clinic
Kiambu County,Uthiru Ward,St. Merryl
Kiambu County,Uthiru Ward,Uthiru Health Centre
Kiambu County,Uthiru Ward,Worldwaysone Jamii Healthcare
Kiambu County,Uthiru Ward,zackii medical clinic
Kiambu County,Witeithie Ward,Golden Maxima Nyacaba Medical Centre
Kiambu County,Witeithie Ward,Jamii Health Care
Kiambu County,Witeithie Ward,Jotram Medical Centre
Kiambu County,Witeithie Ward,Kernan Medical Clinic
Kiambu County,Witeithie Ward,Kiaswa Initiative Clinic
Kiambu County,Witeithie Ward,Loyal Care Medical Centre
Kiambu County,Witeithie Ward,Margaret Njoki Memorial Health Centre Ltd
Kiambu County,Witeithie Ward,Medizone Medical Centre
Kiambu County,Witeithie Ward,Medof Medical Clinic
Kiambu County,Witeithie Ward,Muthaara Dispensary
Kiambu County,Witeithie Ward,Oasis Mission Hospital
Kiambu County,Witeithie Ward,Rehoboth Salama Medical Clinic
Kiambu County,Witeithie Ward,Rhobka  Runda Medical Clinic
Kilifi County,Adu Ward,Adc Danisa Dispensary
Kilifi County,Adu Ward,Adu Dispensary
Kilifi County,Adu Ward,Afya Bora Medical Clinic (Magarini)
Kilifi County,Adu Ward,Amani Medical Clinic (Malindi)
Kilifi County,Adu Ward,Bombi Dispensary
Kilifi County,Adu Ward,Bore Imani Dispensary
Kilifi County,Adu Ward,Chakama Dispensary
Kilifi County,Adu Ward,Closed_Duplicate_Bore Imani Dispensary
Kilifi County,Adu Ward,Kamale Dispensary
Kilifi County,Adu Ward,Kijanaheri Medical Clinic
Kilifi County,Adu Ward,Kijanaheri Medical Clinic (Marereni)
Kilifi County,Adu Ward,Marereni Dispensary
Kilifi County,Adu Ward,Marereni Medical Clinic
Kilifi County,Adu Ward,Matolani Dispensary
Kilifi County,Adu Ward,Mtoroni Dispensary
Kilifi County,Adu Ward,Muyu Wa Kae
Kilifi County,Adu Ward,Ramada Dispensary
Kilifi County,Adu Ward,Shakahola Dispensary
Kilifi County,Adu Ward,St Mary's Medical Clinic (Malindi)
Kilifi County,Bamba Ward,Bamba Maternity Nursing Home
Kilifi County,Bamba Ward,Bamba Sub County Hospital
Kilifi County,Bamba Ward,Bandari Dispensary
Kilifi County,Bamba Ward,Huruma Medical Clinic (Bamba)
Kilifi County,Bamba Ward,Jakaba Medical Clinic (Maryango)
Kilifi County,Bamba Ward,Maryango Medical Clinic
Kilifi County,Bamba Ward,Matumani Mpya Medical Clinic
Kilifi County,Bamba Ward,Midoina Dispensary
Kilifi County,Bamba Ward,Our Mother of Perpetual Bamba Catholic Dispensary
Kilifi County,Bamba Ward,Rimarapera Dispensary
Kilifi County,Bamba Ward,Shirango Dispensary
Kilifi County,Chasimba Ward,Chasimba Health Centre
Kilifi County,Chasimba Ward,Chizi Medical Clinic
Kilifi County,Chasimba Ward,Mwembe Kati Dispensary
Kilifi County,Chasimba Ward,Sha-Afya Medical Centre
Kilifi County,Chasimba Ward,Tumaini Medical Cl Dzitsoni
Kilifi County,Chasimba Ward,Ziani Dispensary
Kilifi County,Dabaso Ward,Amani Family Medical Clinic
Kilifi County,Dabaso Ward,Clarance Park Medical Clinic (Dabaso)
Kilifi County,Dabaso Ward,Gede Community Medical Centre
Kilifi County,Dabaso Ward,Gede Health Centre
Kilifi County,Dabaso Ward,Gede Medical Clinic
Kilifi County,Dabaso Ward,Manyeso Medical Clinic
Kilifi County,Dabaso Ward,Med-Line Health Care
Kilifi County,Dabaso Ward,Mijomboni Dispensary
Kilifi County,Dabaso Ward,St Anne Catholic Dispensary (Mida)
Kilifi County,Dabaso Ward,St Nicola D` Onofrio Health Care Dispensary
Kilifi County,Dabaso Ward,Timboni Community Dispensary
Kilifi County,Dabaso Ward,Watamu (SDA) Dispensary
Kilifi County,Dabaso Ward,Watamu Hospital
Kilifi County,Ganda Ward,Gahaleni Dispensary
Kilifi County,Ganda Ward,Ganda Dispensary
Kilifi County,Ganda Ward,Mshongoleni Community Dispensary
Kilifi County,Ganda Ward,St Marys Msabaha Catholic Dispensary
Kilifi County,Ganze Ward,Chamalo Medical Clinic
Kilifi County,Ganze Ward,Dungicha Dispensary
Kilifi County,Ganze Ward,Ganze Health Centre
Kilifi County,Ganze Ward,Jila Model Health Centre
Kilifi County,Ganze Ward,Kachororoni Dispensary
Kilifi County,Ganze Ward,Migodomani Dispensary
Kilifi County,Ganze Ward,Mirihini Dispensary
Kilifi County,Ganze Ward,Sokoke Dispensary
Kilifi County,Ganze Ward,Yenu Community Health Care
Kilifi County,Garashi Ward,Baricho Dispensary
Kilifi County,Garashi Ward,Bore Singwaya Dispensary
Kilifi County,Garashi Ward,Dagamra Dispensary
Kilifi County,Garashi Ward,Gandini Dispensary
Kilifi County,Garashi Ward,Garashi Dispensary
Kilifi County,Garashi Ward,Karimboni dispensary
Kilifi County,Gongoni Ward,Chimbiriro Medical Clinic
Kilifi County,Gongoni Ward,Fundi Issa Dispensary
Kilifi County,Gongoni Ward,Gladwell-B
Kilifi County,Gongoni Ward,Gogoni Medical Clinic
Kilifi County,Gongoni Ward,Gongoni Health Centre
Kilifi County,Gongoni Ward,Gongoni Medical Clinic
Kilifi County,Gongoni Ward,Kambi Ya Waya Dispensary
Kilifi County,Gongoni Ward,Kijana Heri Medical Clinic
Kilifi County,Gongoni Ward,Mjanaheri Dispensary
Kilifi County,Gongoni Ward,Neema Medical Clinic (Magarini)
Kilifi County,Gongoni Ward,Ngomeni Health Centre (Magarini)
Kilifi County,Gongoni Ward,San Marco Project Clinic
Kilifi County,Gongoni Ward,Shomella Dispensary
Kilifi County,Gongoni Ward,Silmilani Medical Clinic
Kilifi County,Gongoni Ward,St Andrews Medical Clinic
Kilifi County,Gongoni Ward,Tumaini Medical Clinic (Magarini)
Kilifi County,Jaribuni Ward,Chamalo Medical Clinic (Jaribuni)
Kilifi County,Jaribuni Ward,Havilah Health Care
Kilifi County,Jaribuni Ward,Jaribuni Dispensary
Kilifi County,Jaribuni Ward,Mbudzi Community Health Centre
Kilifi County,Jaribuni Ward,Mwapula Dispensary
Kilifi County,Jaribuni Ward,Palakumi Dispensary
Kilifi County,Jilore Ward,Baolala Dispensary
Kilifi County,Jilore Ward,Jilore Dispensary
Kilifi County,Jilore Ward,Kakoneni Dispensary
Kilifi County,Jilore Ward,Mkondoni Dispensary
Kilifi County,Jilore Ward,Nawaco Clinic
Kilifi County,Jilore Ward,Sosobora Dispensary
Kilifi County,Jilore Ward,Upendo Health Centre
Kilifi County,Junju Ward,Bomani Dispensary
Kilifi County,Junju Ward,Junju Dispensary
Kilifi County,Junju Ward,Mama Amany Health Centre(Vipingo)
Kilifi County,Junju Ward,Michaela Denis Medical Clinic
Kilifi County,Junju Ward,Rea Vipingo Dispensary
Kilifi County,Junju Ward,Vipingo Rural Demonstration Health Centre
Kilifi County,Junju Ward,Welcare Diagnostic Centre Limited- Vipingo
Kilifi County,Kakuyuni Ward,Kakuyuni Dispensary (Malindi)
Kilifi County,Kakuyuni Ward,Kavunyalalo Paziani Dispensary
Kilifi County,Kakuyuni Ward,Madunguni Dispensary
Kilifi County,Kakuyuni Ward,Madunguni Medical Clinic
Kilifi County,Kakuyuni Ward,Mmangani Dispensary
Kilifi County,Kakuyuni Ward,Muallafatul Qulub Medical Centre
Kilifi County,Kakuyuni Ward,St Paul's Medical Clinic (Malindi)
Kilifi County,Kaloleni Ward,Bombululu Medical Clinic
Kilifi County,Kaloleni Ward,Chalani Dispensary
Kilifi County,Kaloleni Ward,Chalani Medical Clinic
Kilifi County,Kaloleni Ward,Cybra Ngome Medical Centre
Kilifi County,Kaloleni Ward,Jibana Sub District Hospital
Kilifi County,Kaloleni Ward,Kaloleni GK Prison Dispensary
Kilifi County,Kaloleni Ward,Kambe Medical Clinic (Kikomani)
Kilifi County,Kaloleni Ward,Makomboani Dispensary
Kilifi County,Kaloleni Ward,Mariakani Community Healthcare Services
Kilifi County,Kaloleni Ward,Mgamboni Dispensary
Kilifi County,Kaloleni Ward,Milalani Dispensary
Kilifi County,Kaloleni Ward,St Lukes ( ACK) Nursing Home(Kaloleni)
Kilifi County,Kaloleni Ward,Tudor Healthcare Kaloleni
Kilifi County,Kaloleni Ward,Vishakani Dispensary
Kilifi County,Kambe/Ribe Ward,Holani Medical  Clinic
Kilifi County,Kambe/Ribe Ward,Joy Medical Clinic
Kilifi County,Kambe/Ribe Ward,Kambe Dispensary
Kilifi County,Kambe/Ribe Ward,Lenga Dispensary
Kilifi County,Kambe/Ribe Ward,Lewa's Family Nursing Home
Kilifi County,Kambe/Ribe Ward,Lutsanga dispensary
Kilifi County,Kambe/Ribe Ward,M-afya Medical Clinic
Kilifi County,Kambe/Ribe Ward,Mitsajeni Dispensary
Kilifi County,Kambe/Ribe Ward,Mzee Paurana Community Medical Clinic
Kilifi County,Kambe/Ribe Ward,Ribe Dispensary
Kilifi County,Kayafungo Ward,Belss Health Care
Kilifi County,Kayafungo Ward,Giriama Mission Dispensary
Kilifi County,Kayafungo Ward,Gotani Model Health Centre
Kilifi County,Kayafungo Ward,Kasemeni Dispensary
Kilifi County,Kayafungo Ward,Mnyenzeni community medical clinic
Kilifi County,Kayafungo Ward,Ndatani Dispensary (Kaloleni)
Kilifi County,Kayafungo Ward,Tsangatsini Dispensary
Kilifi County,Kayafungo Ward,Tumaini Medical Clinic Tsangatsini
Kilifi County,Kibarani Ward,Africa Muslim Agency Dispensary (Kilifi)
Kilifi County,Kibarani Ward,Blue Nile Medical Clinic
Kilifi County,Kibarani Ward,Jalin Medical Centre
Kilifi County,Kibarani Ward,Konjora Dispensary
Kilifi County,Kibarani Ward,Pwani University College Clinic
Kilifi County,Magarini Ward,Kadzifitseni Dispensary
Kilifi County,Magarini Ward,Kavunyalalo Dispensary
Kilifi County,Magarini Ward,Magarini Dispensary
Kilifi County,Magarini Ward,Mambrui Dispensary
Kilifi County,Magarini Ward,Marikebuni Dispensary
Kilifi County,Magarini Ward,Mwangatini Dispensary
Kilifi County,Magarini Ward,Tabasamu medical Clinic
Kilifi County,Malindi Town Ward,Al-Amin Medical Clinic
Kilifi County,Malindi Town Ward,Barani Medical Clinic
Kilifi County,Malindi Town Ward,Classcare Medical
Kilifi County,Malindi Town Ward,Dr Dosajee Clinic
Kilifi County,Malindi Town Ward,Dr Yunus Clinic (Maimoon)
Kilifi County,Malindi Town Ward,Ebenezer Medical Clinic (Malindi)
Kilifi County,Malindi Town Ward,Family Health Options Malindi(Medical Care)
Kilifi County,Malindi Town Ward,Imani Medical Services
Kilifi County,Malindi Town Ward,Jambo Clinic
Kilifi County,Malindi Town Ward,Malindi Care Services Limited
Kilifi County,Malindi Town Ward,Marie Stopes Kenya Clinic (Malindi)
Kilifi County,Malindi Town Ward,Mother and Child Clinic (Malindi)
Kilifi County,Malindi Town Ward,Mtangani Medical Clinic
Kilifi County,Malindi Town Ward,Mwawesa Medical Clinic
Kilifi County,Malindi Town Ward,Mwichens Medical Clinic
Kilifi County,Malindi Town Ward,Mzalendo Medical Clinic
Kilifi County,Malindi Town Ward,Serena Medical Clinic
Kilifi County,Malindi Town Ward,Siloam Medical Clinic (Malindi)
Kilifi County,Malindi Town Ward,Smile dental Centre
Kilifi County,Malindi Town Ward,StanBridge Medical Clinic
Kilifi County,Malindi Town Ward,Star Hospital
Kilifi County,Malindi Town Ward,Subira Medical Clinic
Kilifi County,Malindi Town Ward,Surgery Clinic
Kilifi County,Malindi Town Ward,Tawfiq Muslim Hospital
Kilifi County,Malindi Town Ward,Tawheed Dispensary
Kilifi County,Malindi Town Ward,Tosha Hospital Limited
Kilifi County,Malindi Town Ward,Town Centre Medical Clinic
Kilifi County,Malindi Town Ward,Venoma Medical Clinic
Kilifi County,Marafa Ward,Chamari Dispensary
Kilifi County,Marafa Ward,Digirikani Health Care
Kilifi County,Marafa Ward,Kijanaheri Medical Clinic (Marafa)
Kilifi County,Marafa Ward,Marafa Health Centre
Kilifi County,Marafa Ward,Mizijini Dispensary
